municipality_geoid,county_name,municipality_name,police_service_type,provider_name,provider_ori,service_area_id,admitted_concurrent_oris,adjudicated_alias_oris,target_year_disposition,municipality_population,source_url,source_modified_utc
4200554856,Armstrong,North Buffalo Township,State Police coverage only,State Police Coverage Only,PA003SP00,42:police_service:PA003SP00,,,2024_provider_identity_reviewed,2699,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200557976,Armstrong,Parker City,Police Service contracted from another municipality,Emlenton Boro,PA0611100,42:police_service:PA0611100,,,2024_provider_identity_reviewed,695,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200558160,Armstrong,Parks Township,Municipal Police Force,Parks Twp,PA0031000,42:police_service:PA0031000,,,2024_provider_identity_reviewed,2472,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200559440,Armstrong,Perry Township,State Police coverage only,State Police Coverage Only,PA003SP00,42:police_service:PA003SP00,,,2024_provider_identity_reviewed,373,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200560280,Armstrong,Pine Township,State Police coverage only,State Police Coverage Only,PA003SP00,42:police_service:PA003SP00,,,2024_provider_identity_reviewed,351,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200561576,Armstrong,Plumcreek Township,State Police coverage only,State Police Coverage Only,PA003SP00,42:police_service:PA003SP00,,,2024_provider_identity_reviewed,2112,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200563560,Armstrong,Rayburn Township,State Police coverage only,State Police Coverage Only,PA003SP00,42:police_service:PA003SP00,,,2024_provider_identity_reviewed,1775,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200563712,Armstrong,Redbank Township,State Police coverage only,State Police Coverage Only,PA003SP00,42:police_service:PA003SP00,,,2024_provider_identity_reviewed,974,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200566720,Armstrong,Rural Valley Borough,Municipal Police Force,Rural Valley Boro,PA0031100,42:police_service:PA0031100,,,2024_provider_identity_reviewed,826,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200571968,Armstrong,South Bend Township,State Police coverage only,State Police Coverage Only,PA003SP00,42:police_service:PA003SP00,,,2024_provider_identity_reviewed,1006,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200571976,Armstrong,South Bethlehem Borough,State Police coverage only,State Police Coverage Only,PA003SP00,42:police_service:PA003SP00,,,2024_provider_identity_reviewed,489,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200572000,Armstrong,South Buffalo Township,Municipal Police Force,South Buffalo Twp,PA0031200,42:police_service:PA0031200,,,2024_active_official_provider,2709,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200574992,Armstrong,Sugarcreek Township,State Police coverage only,State Police Coverage Only,PA003SP00,42:police_service:PA003SP00,,,2024_provider_identity_reviewed,1350,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200579528,Armstrong,Valley Township,State Police coverage only,State Police Coverage Only,PA003SP00,42:police_service:PA003SP00,,,2024_provider_identity_reviewed,656,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200581176,Armstrong,Washington Township,State Police coverage only,State Police Coverage Only,PA003SP00,42:police_service:PA003SP00,,,2024_provider_identity_reviewed,895,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200581720,Armstrong,Wayne Township,State Police coverage only,State Police Coverage Only,PA003SP00,42:police_service:PA003SP00,,,2024_provider_identity_reviewed,1296,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200583024,Armstrong,West Franklin Township,State Police coverage only,State Police Coverage Only,PA003SP00,42:police_service:PA003SP00,,,2024_provider_identity_reviewed,1701,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200583248,Armstrong,West Kittanning Borough,Municipal Police Force,West Kittanning Boro,PA0032000,42:police_service:PA0032000,,,2024_provider_identity_reviewed,1192,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200586560,Armstrong,Worthington Borough,Municipal Police Force,Worthington Boro,PA0032500,42:police_service:PA0032500,,,2024_provider_identity_reviewed,594,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200700820,Beaver,Aliquippa City,Municipal Police Force,Aliquippa City,PA0040100,42:police_service:PA0040100,,,2024_provider_identity_reviewed,9238,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200702288,Beaver,Ambridge Borough,Municipal Police Force,Ambridge Boro,PA0040200,42:police_service:PA0040200,,,2024_provider_identity_reviewed,6972,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200703736,Beaver,Baden Borough,Regional Police Service,Beaver Valley Regional Police Department,PA0046400,42:police_service:PA0046400,,,2024_fbi_covered_by,3904,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200704688,Beaver,Beaver Borough,Municipal Police Force,Beaver Boro,PA0040400,42:police_service:PA0040400,,,2024_fbi_covered_by,4438,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200704792,Beaver,Beaver Falls City,Municipal Police Force,Beaver Falls City,PA0040500,42:police_service:PA0040500,,,2024_fbi_covered_by,9005,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200706240,Beaver,Big Beaver Borough,Police Service contracted from another municipality,Beaver Falls City,PA0040500,42:police_service:PA0040500,,,2024_fbi_covered_by,1852,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200708632,Beaver,Bridgewater Borough,Municipal Police Force,Bridgewater Boro,PA0043200,42:police_service:PA0043200,,,2024_provider_identity_reviewed,745,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200708680,Beaver,Brighton Township,Municipal Police Force,Brighton Twp,PA0040900,42:police_service:PA0040900,,,2024_provider_identity_reviewed,8790,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200712016,Beaver,Center Township,Municipal Police Force,Center Twp,PA0041800,42:police_service:PA0041800,,,2024_active_official_provider,11648,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200713488,Beaver,Chippewa Township,Municipal Police Force,Chippewa Twp,PA0041900,42:police_service:PA0041900,,,2024_active_official_provider,8042,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200715872,Beaver,Conway Borough,Regional Police Service,Beaver Valley Regional Police Department,PA0046400,42:police_service:PA0046400,,,2024_fbi_covered_by,2168,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200718192,Beaver,Darlington Borough,Police Service contracted from another municipality,Darlington Twp,PA0045400,42:police_service:PA0045400,,,2024_provider_identity_reviewed,249,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200718200,Beaver,Darlington Township,Municipal Police Force,Darlington Twp,PA0045400,42:police_service:PA0045400,,,2024_provider_identity_reviewed,1818,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200718264,Beaver,Daugherty Township,Police Service contracted from another municipality,New Brighton Boro,PA0041600,42:police_service:PA0041600,,,2024_fbi_covered_by,3078,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200721752,Beaver,East Rochester Borough,Police Service contracted from another municipality,Rochester Boro,PA0040700,42:police_service:PA0040700,,,2024_fbi_covered_by,565,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200721968,Beaver,Eastvale Borough,State Police coverage only,State Police Coverage Only,PA004SP00,42:police_service:PA004SP00,,PAPSP0300,2024_provider_identity_reviewed,184,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200722264,Beaver,Economy Borough,Municipal Police Force,Economy Boro,PA0041100,42:police_service:PA0041100,,,2024_provider_identity_reviewed,9098,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200725152,Beaver,Fallston Borough,Police Service contracted from another municipality,New Brighton Boro,PA0041600,42:police_service:PA0041600,,,2024_provider_identity_reviewed,259,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200727312,Beaver,Frankfort Springs Borough,State Police coverage only,State Police Coverage Only,PA004SP00,42:police_service:PA004SP00,,PAPSP0300,2024_provider_identity_reviewed,116,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200727336,Beaver,Franklin Township,Municipal Police Force,Franklin Twp,PA0043600,42:police_service:PA0043600,,,2024_active_official_provider,3882,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200727712,Beaver,Freedom Borough,Regional Police Service,Bvrpd,PA0046400,42:police_service:PA0046400,,,2024_fbi_covered_by,1496,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200728824,Beaver,Georgetown Borough,State Police coverage only,State Police Coverage Only,PA004SP00,42:police_service:PA004SP00,,PAPSP0300,2024_provider_identity_reviewed,208,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200729392,Beaver,Glasgow Borough,State Police coverage only,State Police Coverage Only,PA004SP00,42:police_service:PA004SP00,,PAPSP0300,2024_provider_identity_reviewed,71,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200730920,Beaver,Greene Township,State Police coverage only,State Police Coverage Only,PA004SP00,42:police_service:PA004SP00,,PAPSP0300,2024_provider_identity_reviewed,2187,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200732392,Beaver,Hanover Township,State Police coverage only,State Police Coverage Only,PA004SP00,42:police_service:PA004SP00,,PAPSP0300,2024_provider_identity_reviewed,3343,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200732680,Beaver,Harmony Township,Municipal Police Force,Harmony Twp,PA0041300,42:police_service:PA0041300,,,2024_active_official_provider,3187,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200735488,Beaver,Homewood Borough,State Police coverage only,State Police Coverage Only,PA004SP00,42:police_service:PA004SP00,,PAPSP0300,2024_provider_identity_reviewed,104,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200735576,Beaver,Hookstown Borough,State Police coverage only,State Police Coverage Only,PA004SP00,42:police_service:PA004SP00,,PAPSP0300,2024_provider_identity_reviewed,129,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200735640,Beaver,Hopewell Township,Municipal Police Force,Hopewell Twp,PA0041400,42:police_service:PA0041400,,,2024_active_official_provider,13495,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200736776,Beaver,Independence Township,Municipal Police Force,Independence Twp,PA0042300,42:police_service:PA0042300,,,2024_active_official_provider,2248,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200736944,Beaver,Industry Borough,Police Service contracted from another municipality,Beaver Boro,PA0040400,42:police_service:PA0040400,,,2024_fbi_covered_by,1838,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200740400,Beaver,Koppel Borough,Municipal Police Force,Koppel Boro,PA0043300,42:police_service:PA0043300,,,2024_provider_identity_reviewed,712,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200747432,Beaver,Marion Township,Municipal Police Force,Marion Twp,PA0044400,42:police_service:PA0044400,,,2024_provider_identity_reviewed,798,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200749184,Beaver,Midland Borough,Municipal Police Force,Midland Boro,PA0040600,42:police_service:PA0040600,,,2024_provider_identity_reviewed,2433,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200750320,Beaver,Monaca Borough,Municipal Police Force,Monaca Boro,PA0041500,42:police_service:PA0041500,,,2024_provider_identity_reviewed,5625,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200753288,Beaver,New Brighton Borough,Municipal Police Force,New Brighton Boro,PA0041600,42:police_service:PA0041600,,,2024_fbi_covered_by,5729,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200753592,Beaver,New Galilee Borough,Police Service contracted from another municipality,Darlington Twp,PA0045400,42:police_service:PA0045400,,,2024_provider_identity_reviewed,330,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200754072,Beaver,New Sewickley Township,Municipal Police Force,New Sewickley Twp,PA0043800,42:police_service:PA0043800,,,2024_active_official_provider,7183,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200755400,Beaver,North Sewickley Township,Municipal Police Force,North Sewickley Twp,PA0041700,42:police_service:PA0041700,,,2024_provider_identity_reviewed,5495,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200756432,Beaver,Ohioville Borough,Municipal Police Force,Ohioville Boro,PA0045200,42:police_service:PA0045200,,,2024_provider_identity_reviewed,3349,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200758375,Beaver,Patterson Township,Municipal Police Force,Patterson Twp,PA0042500,42:police_service:PA0042500,,,2024_active_official_provider,3129,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200758384,Beaver,Patterson Heights Borough,Police Service contracted from another municipality,Patterson Twp,PA0042500,42:police_service:PA0042500,,,2024_provider_identity_reviewed,639,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200762352,Beaver,Potter Township,Police Service contracted from another municipality,Center Twp,PA0041800,42:police_service:PA0041800,,,2024_fbi_covered_by,520,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200762888,Beaver,Pulaski Township,Police Service contracted from another municipality,Pulaski Twp,PA0041600,42:police_service:PA0041600,,,2024_fbi_covered_by,1300,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200763224,Beaver,Raccoon Township,Municipal Police Force,Raccoon Twp,PA0042800,42:police_service:PA0042800,,,2024_active_official_provider,2793,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200765392,Beaver,Rochester Borough,Municipal Police Force,Rochester Boro,PA0040700,42:police_service:PA0040700,,,2024_fbi_covered_by,3472,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200765400,Beaver,Rochester Township,Regional Police Service,Beaver Valley Regional Police Department,PA0046400,42:police_service:PA0046400,,,2024_fbi_covered_by,2711,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200770376,Beaver,Shippingport Borough,Municipal Police Force,Shippingport Boro,PA0045100,42:police_service:PA0045100,,,2024_provider_identity_reviewed,160,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200771952,Beaver,South Beaver Township,Municipal Police Force,South Beaver Twp,PA0043900,42:police_service:PA0043900,,,2024_active_official_provider,2680,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200772216,Beaver,South Heights Borough,Municipal Police Force,South Heights Boro,PA0044900,42:police_service:PA0044900,,,2024_provider_identity_reviewed,384,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200779856,Beaver,Vanport Township,Police Service contracted from another municipality,Beaver Boro,PA0040400,42:police_service:PA0040400,,,2024_fbi_covered_by,1295,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200783472,Beaver,West Mayfield Borough,Police Service contracted from another municipality,Beaver Falls City,PA0040500,42:police_service:PA0040500,,,2024_fbi_covered_by,1195,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200784444,Beaver,White Township,Police Service contracted from another municipality,Patterson Twp,PA0042500,42:police_service:PA0042500,,,2024_fbi_covered_by,1316,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200904944,Bedford,Bedford Borough,Municipal Police Force,Bedford Boro,PA0050100,42:police_service:PA0050100,,,2024_provider_identity_reviewed,2865,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200904952,Bedford,Bedford Township,State Police coverage only,State Police Coverage Only,PA005SP00,42:police_service:PA005SP00,,PAPSP0400,2024_provider_identity_reviewed,5105,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200907024,Bedford,Bloomfield Township,State Police coverage only,State Police Coverage Only,PA005SP00,42:police_service:PA005SP00,,PAPSP0400,2024_provider_identity_reviewed,1041,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200908880,Bedford,Broad Top Township,State Police coverage only,State Police Coverage Only,PA005SP00,42:police_service:PA005SP00,,PAPSP0400,2024_provider_identity_reviewed,1441,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200914584,Bedford,Coaldale Borough,State Police coverage only,State Police Coverage Only,PA005SP00,42:police_service:PA005SP00,,PAPSP0400,2024_provider_identity_reviewed,126,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200915032,Bedford,Colerain Township,State Police coverage only,State Police Coverage Only,PA005SP00,42:police_service:PA005SP00,,PAPSP0400,2024_provider_identity_reviewed,1132,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200917664,Bedford,Cumberland Valley Township,State Police coverage only,State Police Coverage Only,PA005SP00,42:police_service:PA005SP00,,PAPSP0400,2024_provider_identity_reviewed,1454,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200921736,Bedford,East Providence Township,State Police coverage only,State Police Coverage Only,PA005SP00,42:police_service:PA005SP00,,PAPSP0400,2024_provider_identity_reviewed,1760,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200921788,Bedford,East St. Clair Township,State Police coverage only,State Police Coverage Only,PA005SP00,42:police_service:PA005SP00,,PAPSP0400,2024_provider_identity_reviewed,2908,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200924304,Bedford,Everett Borough,Municipal Police Force,Everett Boro,PA0050200,42:police_service:PA0050200,,,2024_provider_identity_reviewed,1765,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200932840,Bedford,Harrison Township,State Police coverage only,State Police Coverage Only,PA005SP00,42:police_service:PA005SP00,,PAPSP0400,2024_provider_identity_reviewed,932,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200935648,Bedford,Hopewell Borough,State Police coverage only,State Police Coverage Only,PA005SP00,42:police_service:PA005SP00,,PAPSP0400,2024_fbi_covered_by,189,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200935656,Bedford,Hopewell Township,State Police coverage only,State Police Coverage Only,PA005SP00,42:police_service:PA005SP00,,PAPSP0400,2024_provider_identity_reviewed,1889,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200936640,Bedford,Hyndman Borough,State Police coverage only,State Police Coverage Only,PA005SP00,42:police_service:PA005SP00,,PAPSP0400,2024_fbi_covered_by,863,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200938576,Bedford,Juniata Township,State Police coverage only,State Police Coverage Only,PA005SP00,42:police_service:PA005SP00,,PAPSP0400,2024_provider_identity_reviewed,898,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200939658,Bedford,Kimmel Township,State Police coverage only,State Police Coverage Only,PA005SP00,42:police_service:PA005SP00,,PAPSP0400,2024_provider_identity_reviewed,1525,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200939720,Bedford,King Township,State Police coverage only,State Police Coverage Only,PA005SP00,42:police_service:PA005SP00,,PAPSP0400,2024_provider_identity_reviewed,1181,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4200943072,Bedford,Liberty Township,Police Service contracted from another municipality,Saxton Boro,PA0050400,42:police_service:PA0050400,,,2024_fbi_covered_by,1382,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
