municipality_geoid,county_name,municipality_name,police_service_type,provider_name,provider_ori,service_area_id,admitted_concurrent_oris,adjudicated_alias_oris,target_year_disposition,municipality_population,source_url,source_modified_utc
4207572296,Lebanon,South Londonderry Township,Municipal Police Force,South Londonderry Twp,PA0382200,42:police_service:PA0382200,,,2024_provider_identity_reviewed,8776,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207575680,Lebanon,Swatara Township,Police Service contracted from another municipality,Cleona Boro,PA0381400,42:police_service:PA0381400,,,2024_provider_identity_reviewed,5061,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207578376,Lebanon,Union Township,Police Service contracted from another municipality,Cleona Boro,PA0381400,42:police_service:PA0381400,,,2024_provider_identity_reviewed,2932,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207582752,Lebanon,West Cornwall Township,Police Service contracted from another municipality,Cornwall Boro,PA0380900,42:police_service:PA0380900,,,2024_fbi_covered_by,1992,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207583312,Lebanon,West Lebanon Township,Regional Police Service,Lebanon County Regional Police,PA0382300,42:police_service:PA0382300,,,2024_pre_2025_regionalization,833,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207700660,Lehigh,Alburtis Borough,Municipal Police Force,Alburtis Boro,PA0391400,42:police_service:PA0391400,,,2024_provider_identity_reviewed,2596,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207702000,Lehigh,Allentown City,Municipal Police Force,Allentown City,PA0390100,42:police_service:PA0390100,,,2024_provider_identity_reviewed,125845,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207706088,Lehigh,Bethlehem City,Municipal Police Force,Bethlehem City,PA0480300,42:police_service:PA0480300,,,2024_provider_identity_reviewed,19772,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207711720,Lehigh,Catasauqua Borough,Municipal Police Force,Catasauqua Boro,PA0390200,42:police_service:PA0390200,,,2024_provider_identity_reviewed,6518,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207716056,Lehigh,Coopersburg Borough,Municipal Police Force,Coopersburg Boro,PA0390300,42:police_service:PA0390300,,,2024_provider_identity_reviewed,2447,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207716128,Lehigh,Coplay Borough,Municipal Police Force,Coplay Boro,PA0390900,42:police_service:PA0390900,,,2024_provider_identity_reviewed,3348,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207723584,Lehigh,Emmaus Borough,Municipal Police Force,Emmaus Boro,PA0390400,42:police_service:PA0390400,,,2024_provider_identity_reviewed,11652,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207727008,Lehigh,Fountain Hill Borough,Municipal Police Force,Fountain Hill Boro,PA0390500,42:police_service:PA0390500,,,2024_provider_identity_reviewed,4832,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207732400,Lehigh,Hanover Township,State Police coverage only,State Police Coverage Only,PA039SP00,42:police_service:PA039SP00,,,2024_provider_identity_reviewed,1689,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207733616,Lehigh,Heidelberg Township,State Police coverage only,State Police Coverage Only,PA039SP00,42:police_service:PA039SP00,,,2024_provider_identity_reviewed,3324,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207744952,Lehigh,Lower Macungie Township,State Police coverage only,State Police Coverage Only,PA039SP00,42:police_service:PA039SP00,,,2024_provider_identity_reviewed,32426,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207744992,Lehigh,Lower Milford Township,State Police coverage only,State Police Coverage Only,PA039SP00,42:police_service:PA039SP00,,,2024_fbi_covered_by,3861,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207745168,Lehigh,Lowhill Township,State Police coverage only,State Police Coverage Only,PA039SP00,42:police_service:PA039SP00,,,2024_provider_identity_reviewed,2292,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207745656,Lehigh,Lynn Township,State Police coverage only,State Police Coverage Only,PA039SP00,42:police_service:PA039SP00,,,2024_provider_identity_reviewed,4232,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207746392,Lehigh,Macungie Borough,Municipal Police Force,Macungie Boro,PA0391200,42:police_service:PA0391200,,,2024_provider_identity_reviewed,3257,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207755576,Lehigh,North Whitehall Township,State Police coverage only,State Police Coverage Only,PA039SP00,42:police_service:PA039SP00,,,2024_provider_identity_reviewed,15655,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207767576,Lehigh,Salisbury Township,Municipal Police Force,Salisbury Twp,PA0390600,42:police_service:PA0390600,,,2024_active_official_provider,13621,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207771144,Lehigh,Slatington Borough,Municipal Police Force,Slatington Boro,PA0390700,42:police_service:PA0390700,,,2024_provider_identity_reviewed,4283,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207772632,Lehigh,South Whitehall Township,Municipal Police Force,South Whitehall Twp,PA0391300,42:police_service:PA0391300,,,2024_active_official_provider,21080,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207779104,Lehigh,Upper Macungie Township,Municipal Police Force,Upper Macungie Twp,PA0392700,42:police_service:PA0392700,,,2024_active_official_provider,26377,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207779160,Lehigh,Upper Milford Township,State Police coverage only,State Police Coverage Only,PA039SP00,42:police_service:PA039SP00,,,2024_provider_identity_reviewed,7777,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207779288,Lehigh,Upper Saucon Township,Municipal Police Force,Upper Saucon Twp,PA0391100,42:police_service:PA0391100,,,2024_active_official_provider,16973,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207781280,Lehigh,Washington Township,State Police coverage only,State Police Coverage Only,PA039SP00,42:police_service:PA039SP00,,,2024_provider_identity_reviewed,6551,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207782064,Lehigh,Weisenberg Township,State Police coverage only,State Police Coverage Only,PA039SP00,42:police_service:PA039SP00,,,2024_provider_identity_reviewed,4976,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207784528,Lehigh,Whitehall Township,Municipal Police Force,Whitehall Twp,PA0390800,42:police_service:PA0390800,,,2024_active_official_provider,29173,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207903272,Luzerne,Ashley Borough,Municipal Police Force,Ashley Boro,PA0401500,42:police_service:PA0401500,,,2024_provider_identity_reviewed,2596,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207903640,Luzerne,Avoca Borough,Municipal Police Force,Avoca Boro,PA0401600,42:police_service:PA0401600,,,2024_provider_identity_reviewed,2507,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207904592,Luzerne,Bear Creek Township,State Police coverage only,State Police Coverage Only,PA040SP00,42:police_service:PA040SP00,,,2024_provider_identity_reviewed,2754,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207904599,Luzerne,Bear Creek Village Borough,State Police coverage only,State Police Coverage Only,PA040SP00,42:police_service:PA040SP00,,,2024_provider_identity_reviewed,291,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207906672,Luzerne,Black Creek Township,State Police coverage only,State Police Coverage Only,PA040SP00,42:police_service:PA040SP00,,,2024_provider_identity_reviewed,1909,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207909760,Luzerne,Buck Township,State Police coverage only,State Police Coverage Only,PA040SP00,42:police_service:PA040SP00,,,2024_provider_identity_reviewed,379,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207910480,Luzerne,Butler Township,Municipal Police Force,Butler Twp,PA0405600,42:police_service:PA0405600,,,2024_active_official_provider,9485,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207915888,Luzerne,Conyngham Borough,Municipal Police Force,Conyngham Boro,PA0402900,42:police_service:PA0402900,,,2024_provider_identity_reviewed,1825,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207915904,Luzerne,Conyngham Township,State Police coverage only,State Police Coverage Only,PA040SP00,42:police_service:PA040SP00,,,2024_fbi_covered_by,1312,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207916568,Luzerne,Courtdale Borough,Municipal Police Force,Courtdale Boro,PA0406100,42:police_service:PA0406100,,,2024_provider_identity_reviewed,689,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207918048,Luzerne,Dallas Borough,Municipal Police Force,Dallas Boro,PA0400100,42:police_service:PA0400100,,,2024_provider_identity_reviewed,2694,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207918056,Luzerne,Dallas Township,Municipal Police Force,Dallas Twp,PA0405000,42:police_service:PA0405000,,,2024_provider_identity_reviewed,9099,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207918868,Luzerne,Dennison Township,Police Service contracted from another municipality,White Haven Boro,PA0403800,42:police_service:PA0403800,,,2024_provider_identity_reviewed,963,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207919616,Luzerne,Dorrance Township,State Police coverage only,State Police Coverage Only,PA040SP00,42:police_service:PA040SP00,,,2024_provider_identity_reviewed,2076,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207920424,Luzerne,Dupont Borough,Municipal Police Force,Dupont Boro,PA0400200,42:police_service:PA0400200,,,2024_provider_identity_reviewed,2539,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207920512,Luzerne,Duryea Borough,Municipal Police Force,Duryea Boro,PA0400300,42:police_service:PA0400300,,,2024_provider_identity_reviewed,5036,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207922672,Luzerne,Edwardsville Borough,Regional Police Service,West Side Regional Police Dept.,PA0400400,42:police_service:PA0400400,,,2024_pre_2026_regionalization,4929,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207924392,Luzerne,Exeter Borough,Regional Police Service,Wyoming Area Regional Police,PA0408200,42:police_service:PA0408200,,,2024_fbi_covered_by,5514,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207924400,Luzerne,Exeter Township,Regional Police Service,Wyoming Area Regional Police,PA0408200,42:police_service:PA0408200,,,2024_fbi_covered_by,2051,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207924752,Luzerne,Fairmount Township,State Police coverage only,State Police Coverage Only,PA040SP00,42:police_service:PA040SP00,,,2024_provider_identity_reviewed,1210,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207924888,Luzerne,Fairview Township,Municipal Police Force,Fairview Twp,PA0403100,42:police_service:PA0403100,,,2024_active_official_provider,4703,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207926880,Luzerne,Forty Fort Borough,Municipal Police Force,Forty Fort Boro,PA0401800,42:police_service:PA0401800,,,2024_provider_identity_reviewed,4239,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207926928,Luzerne,Foster Township,Police Service contracted from another municipality,White Haven Boro,PA0403800,42:police_service:PA0403800,,,2024_provider_identity_reviewed,3408,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207927424,Luzerne,Franklin Township,State Police coverage only,State Police Coverage Only,PA040SP00,42:police_service:PA040SP00,,,2024_provider_identity_reviewed,1716,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207927744,Luzerne,Freeland Borough,Municipal Police Force,Freeland Boro,PA0400500,42:police_service:PA0400500,,,2024_provider_identity_reviewed,3833,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207932416,Luzerne,Hanover Township,Municipal Police Force,Hanover Twp,PA0400600,42:police_service:PA0400600,,,2024_active_official_provider,11445,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207933000,Luzerne,Harveys Lake Borough,Municipal Police Force,Harveys Lake Boro,PA0404000,42:police_service:PA0404000,,,2024_provider_identity_reviewed,2788,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207933376,Luzerne,Hazle Township,State Police coverage only,State Police Coverage Only,PA040SP00,42:police_service:PA040SP00,,,2024_provider_identity_reviewed,10160,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207933408,Luzerne,Hazleton City,Municipal Police Force,Hazleton City,PA0400700,42:police_service:PA0400700,,,2024_provider_identity_reviewed,29963,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207935192,Luzerne,Hollenback Township,State Police coverage only,State Police Coverage Only,PA040SP00,42:police_service:PA040SP00,,,2024_provider_identity_reviewed,1162,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
4207936152,Luzerne,Hughestown Borough,Municipal Police Force,Hughestown Boro,PA0406500,42:police_service:PA0406500,,,2024_provider_identity_reviewed,1329,https://services.arcgis.com/nx9zcV4VjX0IwxpW/arcgis/rest/services/Police_Jurisdictions/FeatureServer/0,2026-07-06T16:43:28.733000+00:00
