block_group_geoid,state_fips,population_2024,households_total,exposure_proxy_2024,vehicle_exposure_2024,burglary_premises_total,land_area_sq_mi,expected_count_total,crime_density_total,non_residential_flag,special_use_tract_flag,suppression_reasons,suppression_modes,n_offenses_published,n_neighbours,n_neighbours_coloured,neighbour_median_index,neighbour_max_index
210190310034,21,1169,0,1552.0,0.0,0.0,0.11262445525280809,3.0399088815254016,26.99155236490795,True,False,zero_or_structural_denominator,non_residential,0,4.0,4.0,25.429403624018647,63.552977037404524
210299801001,21,0,0,92.0,0.0,0.0,55.03780671796212,0.0,0.0,True,True,zero_or_structural_denominator,non_residential,0,6.0,5.0,48.90161331054922,51.77893485887262
210472015016,21,0,0,529.0,32.71748878923767,45.189639323832225,0.23717174516295367,0.21722784351364818,0.9159094535666438,True,False,,non_residential,0,6.0,5.0,14.202802509457642,17.375439815757918
210472015031,21,806,0,2085.0,428.7713004484305,95.38884447721705,1.0375437592259835,1.4101916432654655,1.359163534767421,True,False,,non_residential,0,3.0,1.0,14.202802509457642,14.202802509457642
210472015032,21,182,0,1524.0,74.90582959641256,0.15642519761070678,0.7978492225587862,0.28874107126062304,0.3618992951257132,True,False,zero_or_structural_denominator,non_residential,0,6.0,2.0,22.948499432925942,31.694196356394244
210472015033,21,2071,0,4590.0,368.5022421524664,22.751244859526818,0.9137385576646528,2.0570170659965394,2.2512096581038405,True,False,,non_residential,0,6.0,4.0,23.63620149213682,33.23592835861452
210479801001,21,0,0,2444.0,121.39910313901346,0.7430196886508572,15.991200052265878,0.32793894682899927,0.020507463214590443,True,True,zero_or_structural_denominator,non_residential,0,10.0,5.0,29.957983440987228,51.38497006336865
210590002000,21,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,6.0,4.0,103.63097743560562,238.34326474343683
210590003000,21,0,0,21.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,7.0,5.0,144.44257101010783,238.34326474343683
210590004020,21,0,0,8.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,7.0,5.0,70.3343441616261,238.34326474343683
210590013000,21,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,7.0,6.0,24.222187773812806,168.6285938195344
210590014010,21,0,0,1.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,5.0,3.0,70.3343441616261,144.44257101010783
210590014020,21,0,0,2.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,6.0,4.0,59.332463370560035,70.3343441616261
210590015010,21,0,0,4.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,8.0,6.0,49.58535133258822,75.02319556651753
210619801001,21,108,0,340.0,252.53548106225512,91.07165266478643,68.90283021415107,0.4849249345703558,0.007037808651157022,True,True,,non_residential,0,9.0,9.0,26.95654016565821,37.07766497007163
210639201012,21,944,0,1188.0,8.28476821192053,0.0,0.5161737981878226,0.10200618978203971,0.197619852344621,True,False,zero_or_structural_denominator,non_residential,0,3.0,3.0,3.101012528938815,3.4703620388434975
210919601000,21,0,0,17.0,16.232593726090283,0.0,0.0,0.00603488675614104,,True,False,zero_or_structural_denominator,non_residential,0,11.0,10.0,27.572305375412434,93.3083274426272
210919602000,21,0,0,1.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,12.0,10.0,18.192050659923254,38.66508086155674
210939801001,21,674,0,1369.0,208.33902429451706,73.3766598003311,83.50156981994795,1.1017116840532875,0.0131939038562853,True,True,,non_residential,0,20.0,17.0,23.488235741292623,284.40659883696804
211110002020,21,0,0,55.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,10.0,8.0,102.02475737100602,466.40939325760723
211110004000,21,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,9.0,6.0,115.33235446128771,466.40939325760723
211110008000,21,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,7.0,4.0,93.27291402486834,259.0113381653555
211110008002,21,0,0,14.0,11.306770200138567,0.0,0.3563842615478262,4.269719318011186,11.98066182683602,True,False,zero_or_structural_denominator,non_residential,0,8.0,5.0,253.5546009943527,368.2237145700761
211110011000,21,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,6.0,3.0,156.47634331247428,235.67872396056924
211110012000,21,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,6.0,4.0,196.07753363652176,513.7714894983892
211110049000,21,0,0,41.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,8.0,6.0,145.32492866440583,337.4692478448727
211110074000,21,0,0,30.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,9.0,7.0,126.18268266703619,215.71305549946942
211110075010,21,0,0,22.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,9.0,7.0,72.55455513134768,215.71305549946942
211110075020,21,0,0,50.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,12.0,11.0,46.75960424237968,109.20984010992635
