block_group_geoid,state_fips,population_2024,households_total,exposure_proxy_2024,vehicle_exposure_2024,burglary_premises_total,land_area_sq_mi,expected_count_total,crime_density_total,non_residential_flag,special_use_tract_flag,suppression_reasons,suppression_modes,n_offenses_published,n_neighbours,n_neighbours_coloured,neighbour_median_index,neighbour_max_index
421019891003,42,438,0,5098.0,802.7962732252322,0.0,0.31668562370350034,26.634035551275723,84.10244595192634,True,True,zero_or_structural_denominator,non_residential,0,6.0,3.0,197.35393616935065,340.3005036076239
421019891004,42,0,0,379.0,146.69570454517296,11.107529786661827,0.5405395471101218,21.778508076683394,40.29031398926775,True,True,,non_residential,0,10.0,7.0,191.79283579253755,341.825383889305
421019892001,42,0,0,1025.0,550.7805756732685,125.38709915838817,0.10596033199550094,10.143979225426975,95.73374332063896,True,True,,non_residential,0,4.0,1.0,390.4480052903502,390.4480052903502
421019892002,42,0,0,1104.0,475.0146623367505,31.342602595292316,0.2193411613769918,9.956274048294969,45.39172668636809,True,True,,non_residential,0,7.0,2.0,75.95203141146911,90.837973353999
421019892003,42,0,0,323.0,22.031223026930736,0.11731889820803008,0.11884070000614791,6.789092599345806,57.12767258182247,True,True,zero_or_structural_denominator,non_residential,0,7.0,1.0,390.4480052903502,390.4480052903502
421019892004,42,0,0,4213.0,2263.842502742907,308.11703889531816,0.1922908441459988,29.31607275328023,152.45693513634845,True,True,,non_residential,0,4.0,1.0,61.06608946893921,61.06608946893921
421019892005,42,0,0,4626.0,2485.766773721502,283.80827694946055,0.3166338860142489,26.470978721627347,83.60121860247176,True,True,,non_residential,0,5.0,1.0,61.06608946893921,61.06608946893921
421019892006,42,0,0,439.0,214.93876123834866,14.352011880782348,0.5340186677536524,12.218877057167033,22.8809923603714,True,True,,non_residential,0,8.0,2.0,238.2487849280024,390.4480052903502
421019892007,42,0,0,126.0,36.53958941051927,2.6592283593820154,0.2857472577354805,7.631287459891779,26.706424132882315,True,True,,non_residential,0,4.0,2.0,73.55782701729694,86.04956456565466
421019893001,42,0,0,5788.0,1876.4153856107837,252.9451884791419,0.5157378888507717,77.14133038768308,149.57468135524917,True,True,,non_residential,0,9.0,8.0,363.29968740786717,919.6144558282308
421019893002,42,451,0,2297.0,1056.4240114864836,579.0212855878749,0.3562344539102923,41.22133210128884,115.71405193633876,True,True,,non_residential,0,10.0,9.0,348.850247413361,691.5220158252909
421070004003,42,2268,0,3407.0,534.3451754247707,0.0,0.35249157958489624,3.083924085025679,8.74892980041507,True,False,zero_or_structural_denominator,non_residential,0,2.0,2.0,85.36373940835175,126.55808853434382
421070004004,42,1152,0,1481.0,537.8722062856602,0.0,0.3155296338406743,1.451652434382359,4.600684939517809,True,False,zero_or_structural_denominator,non_residential,0,4.0,4.0,10.540943550020167,126.55808853434382
421070009024,42,1171,0,1205.0,0.0,0.0,0.48069487083475454,3.3970320629724364,7.066919722012622,True,False,zero_or_structural_denominator,non_residential,0,3.0,3.0,13.710045716003442,19.012773223285755
421199801011,42,2940,4,3351.0,493.2178391665691,6.233018571962557,3.339162819554411,2.4981423566919605,0.7481343353677258,True,True,,non_residential,0,2.0,2.0,22.278113375716757,22.55796679138396
421199805011,42,1144,3,1144.0,11.362460493971673,3.0,1.4684283627850323,0.9173076438517258,0.6246866834633684,True,True,,non_residential,0,4.0,4.0,29.72105824658037,59.04454850830346
421199808001,42,1940,1,5270.0,273.1230246985836,46.189639323832225,0.6497361873989452,4.14714558096744,6.38281453518772,True,True,,non_residential,0,7.0,6.0,20.265468639097556,31.74731315951681
440039800001,44,0,0,1620.0,1018.4542996335031,1088.806626923758,1.4561970325029794,12.080315601892856,8.295797431429074,True,True,,non_residential,0,10.0,10.0,36.27596118555519,172.02014122894423
440050401051,44,0,0,28.0,0.0,0.0,0.2727807889434674,0.0,0.0,True,False,zero_or_structural_denominator,non_residential,0,3.0,2.0,12.356998469929069,15.891787479696958
440050402002,44,0,0,2013.0,256.6182202504007,45.54159601845632,0.7024344988209232,0.6816421013268833,0.9703995211952984,True,False,,non_residential,0,9.0,8.0,40.85847938689578,195.9679352848401
440050411001,44,0,0,3.0,0.0,0.0,0.026544523403236785,0.0,0.0,True,False,zero_or_structural_denominator,non_residential,0,1.0,0.0,,
440059900000,44,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,46.0,41.0,24.8752230351135,151.48081679119497
440070024001,44,1951,0,5277.0,1028.0858938590686,112.97409830958057,0.10986421092103006,6.0586195648137915,55.14643498571798,True,False,,non_residential,0,5.0,4.0,79.64465122531986,189.82943987403502
440070024003,44,979,0,1494.0,0.0,0.0,0.040238408662038226,3.6557494721291413,90.85223779185019,True,False,zero_or_structural_denominator,non_residential,0,4.0,3.0,64.77254449506025,189.82943987403502
440099901000,44,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,26.0,24.0,24.948808839675543,54.20514769940817
440099902000,44,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,2.0,2.0,32.61416234245726,39.29510610309507
450039801001,45,0,0,12639.0,11069.139052399221,0.039106299402676695,113.52434239553324,27.732322755733954,0.2442852534578973,True,True,zero_or_structural_denominator,non_residential,0,11.0,10.0,69.14075663581116,168.20416032930214
450119801001,45,0,0,967.0,141.73787433940106,0.0,184.93916329214346,0.33728118280824715,0.0018237412606623134,True,True,zero_or_structural_denominator,non_residential,0,8.0,7.0,108.84817444092653,194.54407648306048
450139901000,45,0,0,12.0,2.459825685089008,23.551827621328638,0.0,0.12933626518545224,,True,False,,non_residential,0,17.0,15.0,57.81951192645617,117.71611786166122
450159801001,45,0,0,720.0,74.19747953748214,45.189639323832225,8.866570433792456,1.9705110933785805,0.22224050528810194,True,True,,non_residential,0,9.0,9.0,106.42161005611455,216.84945688234467
450199901000,45,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,18.0,16.0,39.740645730739466,207.53275786892752
450279800001,45,1110,0,1558.0,0.0,0.0,0.10496225791553924,4.114730153227507,39.2019973173456,True,True,zero_or_structural_denominator,non_residential,0,1.0,1.0,60.823543458731564,60.823543458731564
450299901000,45,0,0,17.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,5.0,3.0,74.64842332148422,95.90497503586568
450419801001,45,0,0,473.0,384.92325965361545,45.76377968424677,2.198800441597394,5.08922466734777,2.3145459547254448,True,True,,non_residential,0,4.0,4.0,198.93997531172772,321.19956449411245
450439901000,45,0,0,27.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,10.0,8.0,64.64037041158377,145.86198671066856
450499204011,45,207,0,1288.0,98.3136275326117,0.0,3.155359659160752,0.8643471042379602,0.27392982024364704,True,False,zero_or_structural_denominator,non_residential,0,2.0,2.0,161.60878646470445,253.27860466855202
450519901000,45,0,0,30.0,0.0,45.189639323832225,0.0,0.15459954106471127,,True,False,zero_or_structural_denominator,non_residential,0,29.0,27.0,136.64942568552772,397.42216357595055
450539901000,45,0,0,0.0,0.0,0.0,0.0,0.04645655963325348,,True,False,zero_or_structural_denominator,non_residential,0,6.0,4.0,34.60474561581471,117.71611786166122
450619203011,45,460,0,1580.0,0.0,0.0,0.08708804458565643,3.662087178713199,42.050400788495274,True,False,zero_or_structural_denominator,non_residential,0,1.0,1.0,327.1532441278549,327.1532441278549
450630210210,45,0,0,3.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,5.0,3.0,28.07897320089695,47.45801162799941
450630210250,45,0,0,1.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,10.0,5.0,35.7083180153164,113.41381595702926
450630211140,45,0,0,3.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,10.0,5.0,34.09791984128255,47.45801162799941
450630211150,45,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,6.0,4.0,40.86275099322924,113.41381595702926
450630212050,45,0,0,11.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,7.0,4.0,26.15778187126326,30.724586966353687
450630212060,45,0,0,3.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,6.0,5.0,30.724586966353687,35.51655206931729
450630212070,45,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,5.0,3.0,26.171249790066923,33.7686617096525
450630212080,45,0,0,1.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,8.0,3.0,26.171249790066923,38.47707212039316
450630213030,45,0,0,3.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,12.0,7.0,24.537847729351807,69.52790124009582
450639801001,45,0,0,7278.0,4107.504648318043,333.0799345930286,3.29220700553718,46.15517575645727,14.01952419116679,True,True,,non_residential,0,6.0,6.0,111.81828148434516,284.52179803187886
450750112002,45,1614,7,3453.0,190.7783189316575,120.29310096271807,0.13351335423698144,9.934534315547335,74.40854416640519,True,False,,non_residential,0,3.0,3.0,212.93176000700979,471.91294695355475
450770112021,45,1769,0,4068.0,700.1909773439183,248.54301628107723,0.13344115313332464,3.8538046178544967,28.880180719092387,True,False,,non_residential,0,3.0,3.0,77.7497905841623,150.90101503076033
450790001002,45,375,0,1137.0,288.9753800169115,0.6380053062750164,0.05706203801839075,5.83798066794382,102.30936136669837,True,False,zero_or_structural_denominator,non_residential,0,5.0,5.0,331.757222945225,543.7927404814801
450790013001,45,0,0,47.0,0.0,22.594819661916112,0.03301791219419922,0.29413095925313465,8.908224042851785,True,False,zero_or_structural_denominator,non_residential,0,2.0,2.0,266.9939397704219,384.46273388184625
450790104081,45,4265,0,9825.0,3721.052838573929,0.0,3.3998241018952013,12.674181114800614,3.7278931894551564,True,False,zero_or_structural_denominator,non_residential,0,8.0,8.0,179.121704615199,601.305872544761
450790108061,45,922,0,3249.0,1052.978781979431,405.67449125188426,2.1091316901837054,27.547539029958628,13.061080613491345,True,False,,non_residential,0,8.0,8.0,208.5756773928858,416.7307148956896
450790115011,45,8009,0,17047.0,1365.705563093623,468.47222668564046,3.8242820350244777,66.29563121609897,17.335445087191285,True,False,,non_residential,0,12.0,11.0,75.08308248251096,233.59713642697795
450799801001,45,402,0,2820.0,1979.2834247733665,2.3112311707679107,72.88095156544946,5.357746833082624,0.07351367837549697,True,True,,non_residential,0,14.0,13.0,107.73691200821078,339.0380815020831
450899708021,45,1178,0,1229.0,0.0,0.0,0.08724364375556921,3.877580002368791,44.44541556783918,True,False,zero_or_structural_denominator,non_residential,0,1.0,1.0,89.72407179952332,89.72407179952332
450910606001,45,1517,0,5456.0,1248.3486437317306,116.48312749409315,0.16088876948550934,8.5620018232122,53.21690165567055,True,False,,non_residential,0,5.0,5.0,121.85852963767721,151.7918263759121
470019801001,47,0,0,21876.0,18688.064595465596,461.67172796233905,16.99124943087094,34.29585869242593,2.018442424258378,True,True,,non_residential,0,8.0,7.0,22.794267451744037,205.27348161198543
470079532002,47,979,0,2909.0,880.2137638062871,22.594819661916112,3.394926782115614,0.5863278601431173,0.17270707080691025,True,False,,non_residential,0,3.0,3.0,38.09379467307999,54.60385319676683
470099801001,47,2,0,2359.0,2008.5295389156393,425.4559141140342,2.488701772457172,6.2205731685454655,2.499525349878986,True,True,,non_residential,0,4.0,4.0,84.93170661279875,148.9318787315388
470099802001,47,6,6,91.0,85.99710797394195,15.570079594125247,146.5409117264249,0.7128153685219649,0.004864275512716268,True,True,,non_residential,0,7.0,5.0,47.880431042418515,72.77682948680493
470179801001,47,0,0,3.0,0.0,22.594819661916112,18.89941842242666,0.02201190492856603,0.0011646868933514903,True,True,zero_or_structural_denominator,non_residential,0,5.0,4.0,26.367960025296874,119.4595235077183
470299801001,47,0,0,6.0,0.0,0.0,26.53673958371956,0.0,0.0,True,True,zero_or_structural_denominator,non_residential,0,6.0,4.0,59.08317152504344,87.77278029527292
470319801001,47,0,0,1521.0,1370.4424593348824,45.46338341965096,33.014074338742816,6.879933577948313,0.20839395669120864,True,True,,non_residential,0,7.0,7.0,59.63389041498226,203.25839261875876
470370130021,47,748,0,2479.0,492.4414859269951,0.0,1.482560860095995,6.559571423594554,4.424487115604702,True,False,zero_or_structural_denominator,non_residential,0,3.0,3.0,145.92279382859442,170.0261248327319
470370156134,47,826,0,2211.0,180.83587191856267,2.6201220599793387,0.3374057960443687,12.5582096358098,37.21989895561367,True,False,,non_residential,0,5.0,5.0,156.7541772862646,355.02078429351127
470370165002,47,3662,0,50520.0,35763.656322406656,1164.0154297676854,0.4115447464351487,181.94515854131595,442.1029793657854,True,False,,non_residential,0,9.0,9.0,274.54869630255666,380.3474834397856
470379801001,47,0,0,15148.0,10859.11938314278,1982.5648187914228,6.0175978954590645,277.5878469289405,46.12934459087253,True,True,,non_residential,0,12.0,12.0,209.83627187167508,541.9616996647687
470379802001,47,0,0,9584.0,6424.156987123485,1437.8518474329883,1.4479502764976016,245.5606501340265,169.59190803706667,True,True,,non_residential,0,10.0,10.0,164.66000896130433,549.0245908512053
470539801001,47,0,0,7.0,22.23192660550459,0.0,19.84422469028246,0.0,0.0,True,True,zero_or_structural_denominator,non_residential,0,6.0,5.0,68.75249778637213,142.32278271250976
470650004002,47,0,0,5660.0,1903.884867918766,187.77661566435407,0.08328841324294728,25.036125304077096,300.59553699322174,True,False,,non_residential,0,4.0,4.0,73.17092627139688,284.00604052791584
470650012003,47,3,0,4827.0,3994.36036036036,136.3180899180636,0.09990161692286688,11.764952568898357,117.76538690041392,True,False,,non_residential,0,4.0,4.0,186.06637039684193,291.51470118752695
470650030002,47,0,0,2744.0,2016.9951137578255,710.7276163682378,0.4517738886453807,67.029527367989,148.3696359012102,True,False,,non_residential,0,7.0,6.0,306.07930982158746,381.5574484750212
470650103044,47,0,0,64.0,0.0,0.0,0.6159190437364594,0.0,0.0,True,False,zero_or_structural_denominator,non_residential,0,5.0,5.0,39.68204434368012,45.79093908115091
470650114462,47,14,9,5358.0,3970.2536265078634,2936.381710926196,0.45293103681468255,165.6898520960365,365.81695363885774,True,False,,non_residential,0,5.0,5.0,189.8257849316227,326.3994005298719
470659801001,47,0,0,834.0,620.8679187662239,69.41304182183504,1.6703474364598532,14.925263139896547,8.935424339938079,True,True,,non_residential,0,8.0,7.0,160.17847497913328,381.5574484750212
470659802001,47,0,0,15746.0,13035.749427393494,372.923823361841,3.3342863492913875,60.1685340463357,18.045400947379008,True,True,,non_residential,0,5.0,3.0,242.66947616153246,246.33106783346054
470659802002,47,0,0,347.0,297.2240036646816,13.72631109033952,4.7654573981808745,3.229010764114224,0.6775867444218134,True,True,,non_residential,0,6.0,4.0,83.85888547706566,242.66947616153246
470659802003,47,0,0,559.0,420.2417162925637,14.782181174211791,2.2214982291945735,3.9490217097556783,1.7776389185722807,True,True,,non_residential,0,7.0,5.0,109.04252702176774,287.6189117596636
470699502004,47,3432,0,4125.0,377.21312227575135,22.594819661916112,0.6086379292297215,1.4030131872751461,2.3051688366690657,True,False,,non_residential,0,1.0,1.0,136.46973843224475,136.46973843224475
470930009011,47,2087,0,13114.0,9300.32878300531,384.50299724660067,0.26642631961735147,19.42263891745398,72.90060135706295,True,False,,non_residential,0,9.0,9.0,126.61246785827545,296.59681414853566
470930058103,47,0,0,335.0,276.50072260443545,238.82462003247159,0.5170687829914401,2.6437808913950698,5.113015866283377,True,False,,non_residential,0,6.0,6.0,28.074103631724263,50.1183627869537
470959601003,47,1903,0,2507.0,372.88135593220335,0.0,0.4405406324432895,1.4973550129671485,3.398903308107231,True,False,zero_or_structural_denominator,non_residential,0,1.0,1.0,88.43993703669416,88.43993703669416
471259801001,47,313,0,3969.0,15.011175985958376,22.594819661916112,60.54614899371102,3.33139057668527,0.05502233638395902,True,True,,non_residential,0,11.0,8.0,34.22534195599293,174.1470485502957
471459801001,47,0,0,9866.0,581.3364457960337,46.08908421009379,32.26690025229498,3.5360501835231983,0.10958753880524043,True,True,,non_residential,0,10.0,9.0,22.578688330371964,165.65882217558078
471490415001,47,2850,0,15614.0,302.3347344287352,286.1309606404562,0.7032422245366988,21.0287349439739,29.902548809306477,True,False,,non_residential,0,8.0,8.0,136.57062802474394,226.8408531714525
471559801001,47,9,5,217.0,121.70138095732531,261.46051953636396,185.75116354491684,1.629505433128094,0.008772518039888672,True,True,,non_residential,0,12.0,8.0,58.65101775705885,100.62090846589503
471570204001,47,126,5,1330.0,611.220880378158,97.87373679961355,4.494546115889312,4.112735207811825,0.9150501745376041,True,False,,non_residential,0,7.0,7.0,117.33878712033547,426.62133307757796
471570212001,47,1438,0,4234.0,800.5811456046778,454.0813848884643,0.8785341489463441,46.85701367306663,53.33544942932935,True,False,,non_residential,0,7.0,5.0,283.2739394037306,685.7302762101859
471570213204,47,0,0,3501.0,1562.4661026462938,802.6633775947827,0.11791444092768442,96.47203618231467,818.1528523845511,True,False,,non_residential,0,7.0,7.0,130.14293966561803,289.14527832949244
471579801001,47,0,0,30268.0,24236.712769997685,2312.270278753474,7.306817327435531,322.5897703744211,44.14914947485628,True,True,,non_residential,0,20.0,20.0,712.7190285411791,1391.626281719808
471579802001,47,0,0,3433.0,2372.506316566387,122.45781106861409,15.73109847210843,28.29570880899123,1.7987115686269537,True,True,,non_residential,0,6.0,5.0,500.98835357086955,649.210565950185
471579803001,47,0,0,1815.0,810.0402139200929,34.49175607316084,35.83927340886519,18.037278712229572,0.5032824886390659,True,True,,non_residential,0,7.0,6.0,311.7207793910821,580.7642029034638
471579804011,47,1740,0,3639.0,305.2699319974872,0.0,0.5854505640954468,12.85546835117573,21.95824744150368,True,True,zero_or_structural_denominator,non_residential,0,3.0,1.0,283.2739394037306,283.2739394037306
471579804021,47,0,0,881.0,804.8807221116847,52.44233548927347,6.454218046584006,19.93974342623325,3.089412734790803,True,True,,non_residential,0,15.0,13.0,154.09917461663957,377.8312946615255
471619801001,47,0,0,6.0,7.318447268979732,2.5520212251000656,100.35084562608282,0.0,0.0,True,True,,non_residential,0,9.0,8.0,52.45748361181134,83.26882914880959
471619802001,47,0,0,521.0,0.0,0.0,39.03504290604639,0.0,0.0,True,True,zero_or_structural_denominator,non_residential,0,8.0,5.0,35.15991174704516,49.09448023851301
471790607001,47,2113,0,7814.0,356.5304279172588,464.3374967106851,0.34989542867052004,17.300204620869188,49.44392868064582,True,False,,non_residential,0,5.0,5.0,98.54469590645648,301.501495369316
480019504021,48,5253,0,7200.0,0.0,0.0,27.465097127415,8.16739856784686,0.29737373692716196,True,False,zero_or_structural_denominator,non_residential,0,7.0,7.0,54.522813460377485,78.93199893259542
480079900000,48,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,4.0,2.0,181.07826624173848,257.32378944529125
480219501024,48,0,0,0.0,0.0,22.594819661916112,2.866193466810935,0.12512977329790578,0.04365712738754206,True,False,zero_or_structural_denominator,non_residential,0,6.0,5.0,77.7725875280518,89.29437285032375
480219505053,48,930,0,1099.0,135.35011058517125,0.0,15.619486376715452,3.1517303435833375,0.2017819451657347,True,False,zero_or_structural_denominator,non_residential,0,5.0,4.0,71.23800671864936,89.29437285032375
480259502011,48,4371,0,4393.0,48.964374482187246,0.0,0.4703778350550034,4.356102397982545,9.260858130088476,True,False,zero_or_structural_denominator,non_residential,0,2.0,2.0,52.93051679749451,82.2484410093443
480259502012,48,2400,0,2868.0,74.35330939887693,0.0,0.5472635162020107,1.9018033999630095,3.475114535610664,True,False,zero_or_structural_denominator,non_residential,0,1.0,1.0,23.61259258564472,23.61259258564472
480270232041,48,1035,8,3239.0,278.14585639122066,144.58029464175618,8.712031886509317,13.22895375816018,1.5184693915830783,True,False,,non_residential,0,13.0,12.0,97.52387665265061,231.99413141537715
480279800011,48,261,0,3099.0,1290.720427727358,47.422657895794785,22.269295668697104,3.3934352698728683,0.1523817960099591,True,True,,non_residential,0,13.0,12.0,63.709781512734295,106.226785310728
480279800021,48,0,0,1522.0,50.44594663624444,24.080859039217827,2.8971345354940645,1.4221414009242868,0.49087861937407784,True,True,,non_residential,0,3.0,2.0,75.27008225123356,79.6237348932184
480279800031,48,0,0,503.0,18.264911713122988,45.189639323832225,56.64772028625259,0.11723630882840226,0.0020695679938395237,True,True,,non_residential,0,13.0,10.0,39.42585611591223,58.86872370357356
480299800011,48,0,0,82.0,32.853187635616585,0.0,48.80075762201086,0.0,0.0,True,True,zero_or_structural_denominator,non_residential,0,13.0,13.0,68.49755024361049,394.56110234160207
480299800021,48,0,0,1052.0,129.8101560236558,28.812721266941708,0.6014869311504292,8.586522272350418,14.2754926627042,True,True,,non_residential,0,4.0,4.0,356.64021636739875,380.1045350146885
480299800041,48,0,0,5825.0,4116.264021564937,1377.531288145269,3.7795513277472153,92.64048792515106,24.5109749522489,True,True,,non_residential,0,12.0,12.0,162.79729665104037,427.4278389432799
480370111021,48,1256,0,2131.0,152.2581188040706,0.0,0.8856283900083233,1.0850417667460324,1.225165971402334,True,False,zero_or_structural_denominator,non_residential,0,3.0,3.0,85.47178011765436,121.91367551116235
480370115015,48,2963,0,3482.0,314.54521549343923,0.0,0.36527773866884666,2.022244817357748,5.536184123147657,True,False,zero_or_structural_denominator,non_residential,0,1.0,1.0,29.361041300091998,29.361041300091998
480396619022,48,2492,3,2492.0,46.84322374809266,3.0,10.475160829985432,4.74857923739027,0.4533180267550006,True,False,,non_residential,0,2.0,2.0,39.52181544253255,57.21340458361293
480396630003,48,2137,0,2137.0,10.492218060757386,0.0,10.044495532452464,4.065179554044967,0.40471714491891586,True,False,zero_or_structural_denominator,non_residential,0,6.0,6.0,76.4372157890252,141.17984079085844
480396631003,48,967,0,1100.0,0.0,0.0,8.702319486709921,4.702654410616324,0.5403909173638317,True,False,zero_or_structural_denominator,non_residential,0,4.0,4.0,72.52481916501583,106.06785857506803
480399900000,48,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,5.0,3.0,73.2333009799089,91.72464089159769
480410004013,48,667,0,883.0,79.27399170295905,0.0,0.07008140280613104,2.987677518318543,42.63153131485501,True,False,zero_or_structural_denominator,non_residential,0,3.0,3.0,65.4891090949972,176.62160610943272
480419800001,48,0,0,111.0,113.95636307300363,25.175835422492774,1.876458421270513,2.3701938405372993,1.2631208950169477,True,True,,non_residential,0,4.0,4.0,43.50937808015637,78.78622933331745
480579900000,48,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,4.0,2.0,69.42642637497494,104.83274303818571
480619800011,48,0,0,745.0,512.8499404779187,88.90186066319374,2.240728047203275,3.789508976043772,1.691195404446149,True,True,,non_residential,0,2.0,2.0,43.85599137845904,50.00989557712976
480619801001,48,0,0,60.0,17.473592520542375,23.18141415295626,1.8921689181036434,0.13097890515765356,0.06922157102597497,True,True,,non_residential,0,8.0,8.0,114.43494760311782,155.50171383815007
480619900000,48,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,3.0,2.0,138.58163660234152,247.15072946608998
480717106001,48,0,0,68.0,0.0,0.0,2.146386687466299,0.0,0.0,True,False,zero_or_structural_denominator,non_residential,0,20.0,19.0,64.79443184380231,190.17840314290655
480719900000,48,0,0,0.0,0.0,0.0,0.0,0.0,,True,False,zero_or_structural_denominator,non_residential,0,4.0,2.0,101.63152939761275,133.4143240847796
480759501002,48,1131,0,1457.0,78.81947743467933,0.9385511856642407,1.9435737872943364,1.3232166400067025,0.680816261598569,True,False,zero_or_structural_denominator,non_residential,0,1.0,1.0,34.73311664567662,34.73311664567662
480850303012,48,0,0,421.0,291.15918252600846,0.35195669462409024,0.10793370012806738,1.7269730525857574,16.00031362342474,True,False,zero_or_structural_denominator,non_residential,0,5.0,5.0,30.423871280896414,168.33810721614122
480850306042,48,1052,0,2920.0,1651.5157431641526,0.31285039522141356,0.5401573059731151,3.060439271529672,5.665829634602772,True,False,zero_or_structural_denominator,non_residential,0,5.0,5.0,44.473857060157954,137.40774298230838
480850306091,48,0,0,510.0,355.47700669446164,313.5767281824081,0.5820910892135331,5.919639897235564,10.169610919888202,True,False,,non_residential,0,5.0,5.0,66.68641680900343,213.26077743418767
480850309021,48,0,0,831.0,471.66404390198994,25.81015760576662,2.0706867260483293,2.201509287293019,1.0631783454247323,True,False,,non_residential,0,4.0,4.0,47.43012212440014,74.07346180647453
480850316214,48,31,0,2061.0,1011.795449015559,228.37603728806138,0.3714256433401156,9.70598948807848,26.13171616476323,True,False,,non_residential,0,8.0,5.0,53.26067454787024,199.1821087271808
480850316215,48,0,0,3752.0,2614.8999266765745,326.6467268075178,0.13730333302572575,20.454341846233497,148.9719251199902,True,False,,non_residential,0,6.0,4.0,54.922082466140786,119.84507562025247
480850316216,48,0,0,1736.0,529.7575625057541,564.3985502697808,0.1807564282602054,14.073616757775396,77.8595643498549,True,False,,non_residential,0,4.0,3.0,28.20638722633268,48.12645887395078
480850316473,48,68,0,8607.0,4101.817367130062,2140.0017894651273,0.4105829659580947,84.7204616381296,206.34188133069415,True,False,,non_residential,0,8.0,8.0,47.92320124964467,112.16523421319282
480850316572,48,141,0,25071.0,17288.35450067734,2555.123339241818,1.1958634049482182,102.55413244176486,85.75739672057742,True,False,,non_residential,0,15.0,13.0,93.86788653068184,317.70369424031134
480850316573,48,0,0,1781.0,715.795139939237,0.0,0.17253592720161176,4.033739396525976,23.379127245842945,True,False,zero_or_structural_denominator,non_residential,0,5.0,4.0,63.22526958174346,63.31618294878443
480850316691,48,0,0,3230.0,1264.9172086462459,518.5687686313977,0.23040182991419217,22.866579823818554,99.24652001390216,True,False,,non_residential,0,7.0,6.0,61.59470667616705,91.72796381603717
480850316701,48,0,0,16797.0,11619.395310260019,83.7912399572753,0.2628398166661854,19.70438208721927,74.9672646144189,True,False,,non_residential,0,5.0,4.0,51.065731012295934,62.31783301824976
480850316704,48,0,0,10804.0,7489.91436284245,233.9460595320033,0.42887996115163635,19.7168279400944,45.972835585860466,True,False,,non_residential,0,3.0,2.0,53.95214191119692,62.31783301824976
480850316712,48,0,0,5979.0,4144.00432706851,397.83182551003733,0.14326590866087027,41.30573048353547,288.3151397958303,True,False,,non_residential,0,6.0,4.0,58.209839331425,93.86788653068184
480850316722,48,0,0,17275.0,6682.829407954441,301.2524947638731,0.8297933846499396,22.702060449477262,27.358690572177142,True,False,,non_residential,0,7.0,5.0,70.83322785870592,93.86788653068184
480850317091,48,0,0,1778.0,1018.0197545802481,877.6580982967857,0.5162776596684839,46.91171854292638,90.86528859887078,True,False,,non_residential,0,10.0,8.0,125.91429659103557,409.26669184259845
480850318083,48,0,0,4826.0,812.6176709455106,1043.6276438681791,0.32639995401368854,25.05815073064698,76.77130594692453,True,False,,non_residential,0,6.0,6.0,107.74027481529919,190.39142981438786
480850319031,48,0,0,2284.0,578.8604175160785,76.59815000209771,0.16282429960653372,3.282691158672339,20.160941374260414,True,False,,non_residential,0,7.0,7.0,45.28584024991928,109.17948912693237
480990102011,48,3878,4,3878.0,29.38657157470023,4.0,1.7002881144500699,3.3830659784979744,1.9897015980683788,True,False,,non_residential,0,3.0,3.0,38.150390469455765,39.16746478054499
480990105031,48,4753,0,9737.0,510.1093368187759,407.0978169085168,2.7052610677815045,3.9971007777231633,1.4775286663926501,True,False,,non_residential,0,9.0,7.0,32.67794563056818,50.214034305225
480999800001,48,1756,0,6918.0,1711.717821219526,106.35883183781868,222.68901921715772,2.1825782885066007,0.009801014419926268,True,True,,non_residential,0,22.0,20.0,30.768356907814713,307.3658095272171
