priority_rank,review_lane,state_abbr,state_fips,ori9,agency_name,agency_type_name,official_is_nibrs,official_effective_nibrs_2024,official_nibrs_start_date,repo_has_srs_2024,repo_has_nibrs_2024,repo_preferred_source_any_offense_2024,repo_reporting_regime_mix_2024,repo_preferred_support_count_2024,official_repo_presence_flag,official_repo_transition_flag,mismatch_reason,state_priority_score_abs
257,source_policy_disagreement,GA,13.0,GA0810200,Wadley Police Department,City,True,True,2020-07-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,43.0,aligned,mixed_source_2024,aligned,0.0
258,source_policy_disagreement,GA,13.0,GA1130100,Blackshear Police Department,City,True,True,2019-10-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,43.0,aligned,mixed_source_2024,aligned,0.0
259,source_policy_disagreement,GA,13.0,GA0080700,Euharlee Police Department,City,True,True,2020-02-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,42.0,aligned,mixed_source_2024,aligned,0.0
260,source_policy_disagreement,GA,13.0,GA0560300,Tyrone Police Department,City,True,True,2019-08-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,41.0,aligned,mixed_source_2024,aligned,0.0
261,source_policy_disagreement,GA,13.0,GA1420000,Turner County Sheriff's Office,County,True,True,2019-12-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,40.0,aligned,mixed_source_2024,aligned,0.0
262,source_policy_disagreement,GA,13.0,GA0250900,Bloomingdale Police Department,City,True,True,2019-09-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,40.0,aligned,mixed_source_2024,aligned,0.0
263,source_policy_disagreement,GA,13.0,GA1410100,Hogansville Police Department,City,True,True,2019-11-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,39.0,aligned,mixed_source_2024,aligned,0.0
264,source_policy_disagreement,GA,13.0,GA1450000,Upson County Sheriff's Office,County,True,True,2022-10-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,38.0,aligned,mixed_source_2024,aligned,0.0
265,source_policy_disagreement,GA,13.0,GA0660100,Greensboro Police Department,City,True,True,2019-09-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,38.0,aligned,mixed_source_2024,aligned,0.0
266,source_policy_disagreement,GA,13.0,GA0720000,Harris County Sheriff's Office,County,True,True,2019-12-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,37.0,aligned,mixed_source_2024,aligned,0.0
267,source_policy_disagreement,GA,13.0,GA1510000,Wayne County Sheriff's Office,County,True,True,2019-10-01,True,True,srs_return_a_annual,lumpy_or_batched|structurally_missing_or_unreliable,37.0,aligned,mixed_source_2024,aligned,0.0
268,source_policy_disagreement,GA,13.0,GA1060000,Muscogee  County Sheriff's Office,County,True,True,2020-01-01,True,True,srs_return_a_annual,structurally_missing_or_unreliable|true_partial,36.0,aligned,mixed_source_2024,aligned,0.0
269,source_policy_disagreement,GA,13.0,GA0300000,Clay County Sheriff's Office,County,True,True,2019-06-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,35.0,aligned,mixed_source_2024,aligned,0.0
270,source_policy_disagreement,GA,13.0,GA0470500,Dougherty County Board of Education,Other,True,True,2019-07-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,35.0,aligned,mixed_source_2024,aligned,0.0
271,source_policy_disagreement,GA,13.0,GA0320000,Clinch County Sheriff's Office,County,True,True,2020-07-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,32.0,aligned,mixed_source_2024,aligned,0.0
272,source_policy_disagreement,GA,13.0,GA0780400,Arcade Police Department,City,True,True,2019-12-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,32.0,aligned,mixed_source_2024,aligned,0.0
273,source_policy_disagreement,GA,13.0,GA1050100,Chatsworth Police Department,City,True,True,2019-02-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,32.0,aligned,mixed_source_2024,aligned,0.0
274,source_policy_disagreement,GA,13.0,GA0980000,Marion County Sheriff's Office,County,True,True,2019-10-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,31.0,aligned,mixed_source_2024,aligned,0.0
275,source_policy_disagreement,GA,13.0,GA0190100,Arlington Police Department,City,True,True,2021-04-01,True,True,srs_return_a_annual,lumpy_or_batched|structurally_missing_or_unreliable,31.0,aligned,mixed_source_2024,aligned,0.0
276,source_policy_disagreement,GA,13.0,GA0330100,Austell Police Department,City,True,True,2020-01-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,31.0,aligned,mixed_source_2024,aligned,0.0
277,source_policy_disagreement,GA,13.0,GA0720300,Shiloh Police Department,City,True,True,2019-06-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,31.0,aligned,mixed_source_2024,aligned,0.0
278,source_policy_disagreement,GA,13.0,GA0910000,Long County Sheriff's Office,County,True,True,2019-06-01,True,True,srs_return_a_annual,lumpy_or_batched|structurally_missing_or_unreliable,30.0,aligned,mixed_source_2024,aligned,0.0
279,source_policy_disagreement,GA,13.0,GA1061900,Muscogee County Schools,Other,True,True,2019-10-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,30.0,aligned,mixed_source_2024,aligned,0.0
280,source_policy_disagreement,GA,13.0,GA0510300,Springfield Police Department,City,True,True,2019-08-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,29.0,aligned,mixed_source_2024,aligned,0.0
281,source_policy_disagreement,GA,13.0,GA0610100,Ellijay Police Department,City,True,True,2019-10-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,29.0,aligned,mixed_source_2024,aligned,0.0
282,source_policy_disagreement,GA,13.0,GA0050300,Georgia College and State University,University or College,True,True,2019-09-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,29.0,aligned,mixed_source_2024,aligned,0.0
283,source_policy_disagreement,GA,13.0,GA0670000,Gwinnett County Sheriff's Office,County,True,True,2022-01-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,28.0,aligned,mixed_source_2024,aligned,0.0
284,source_policy_disagreement,GA,13.0,GA0900000,Lincoln County Sheriff's Office,County,True,True,2021-07-01,True,True,srs_return_a_annual,structurally_missing_or_unreliable|true_partial,28.0,aligned,mixed_source_2024,aligned,0.0
285,source_policy_disagreement,GA,13.0,GA1070300,Porterdale Police Department,City,True,True,2023-12-01,True,True,srs_return_a_annual,annual_only_but_usable,28.0,aligned,mixed_source_2024,aligned,0.0
286,source_policy_disagreement,GA,13.0,GA0700100,Sparta Police Department,City,True,True,2019-10-01,True,True,srs_return_a_annual,structurally_missing_or_unreliable|true_partial,27.0,aligned,mixed_source_2024,aligned,0.0
287,source_policy_disagreement,GA,13.0,GA0620000,Glascock County Sheriff's Office,County,True,True,2019-10-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,26.0,aligned,mixed_source_2024,aligned,0.0
288,source_policy_disagreement,GA,13.0,GA0240100,Folkston Police Department,City,True,True,2019-06-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,26.0,aligned,mixed_source_2024,aligned,0.0
289,source_policy_disagreement,GA,13.0,GA0600800,Palmetto Police Department,City,True,True,2019-09-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,26.0,aligned,mixed_source_2024,aligned,0.0
290,source_policy_disagreement,GA,13.0,GA1250100,Donalsonville Police Department,City,True,True,2019-10-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,26.0,aligned,mixed_source_2024,aligned,0.0
291,source_policy_disagreement,GA,13.0,GA0600000,Fulton County Sheriff's Office,County,True,True,2019-10-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,25.0,aligned,mixed_source_2024,aligned,0.0
292,source_policy_disagreement,GA,13.0,GA0250600,Tybee Island Police Department,City,True,True,2019-05-01,True,True,srs_return_a_annual,lumpy_or_batched|structurally_missing_or_unreliable,25.0,aligned,mixed_source_2024,aligned,0.0
293,source_policy_disagreement,GA,13.0,GA0220300,Bowdon Police Department,City,True,True,2019-01-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,24.0,aligned,mixed_source_2024,aligned,0.0
294,source_policy_disagreement,GA,13.0,GA0380200,Grantville Police Department,City,True,True,2019-10-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,23.0,aligned,mixed_source_2024,aligned,0.0
295,source_policy_disagreement,GA,13.0,GA1230100,Ellaville Police Department,City,True,True,2019-10-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,23.0,aligned,mixed_source_2024,aligned,0.0
296,source_policy_disagreement,GA,13.0,GA1370400,Abraham Baldwin Agricultural College,University or College,True,True,2019-07-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,22.0,aligned,mixed_source_2024,aligned,0.0
297,source_policy_disagreement,GA,13.0,GA0310800,Clayton State University,University or College,True,True,2019-01-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,21.0,aligned,mixed_source_2024,aligned,0.0
298,source_policy_disagreement,GA,13.0,GA0440000,DeKalb County Sheriff's Office,County,True,True,2020-12-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,20.0,aligned,mixed_source_2024,aligned,0.0
299,source_policy_disagreement,GA,13.0,GA1230000,Schley County Sheriff's Office,County,True,True,2019-10-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,19.0,aligned,mixed_source_2024,aligned,0.0
300,source_policy_disagreement,GA,13.0,GA0710200,Tallapoosa Police Department,City,True,True,2019-06-01,True,True,srs_return_a_annual,structurally_missing_or_unreliable|true_partial,19.0,aligned,mixed_source_2024,aligned,0.0
301,source_policy_disagreement,GA,13.0,GA1390000,Towns County Sheriff's Office,County,True,True,2019-09-01,True,True,srs_return_a_annual,lumpy_or_batched|structurally_missing_or_unreliable,18.0,aligned,mixed_source_2024,aligned,0.0
302,source_policy_disagreement,GA,13.0,GA0070300,Statham Police Department,City,True,True,2023-03-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,18.0,aligned,mixed_source_2024,aligned,0.0
303,source_policy_disagreement,GA,13.0,GA0840100,Gray Police Department,City,True,True,2019-10-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,18.0,aligned,mixed_source_2024,aligned,0.0
304,source_policy_disagreement,GA,13.0,GA0920400,Remerton Police Department,City,True,True,2019-06-01,True,True,srs_return_a_annual,lumpy_or_batched|structurally_missing_or_unreliable,18.0,aligned,mixed_source_2024,aligned,0.0
305,source_policy_disagreement,GA,13.0,GA0720100,Pine Mountain Police Department,City,True,True,2019-01-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,17.0,aligned,mixed_source_2024,aligned,0.0
306,source_policy_disagreement,GA,13.0,GA0120200,Middle Georgia State University,University or College,True,True,2019-01-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,17.0,aligned,mixed_source_2024,aligned,0.0
307,source_policy_disagreement,GA,13.0,GA0252700,Savannah Airport,Other,True,True,2022-08-01,True,True,srs_return_a_annual,lumpy_or_batched|structurally_missing_or_unreliable,17.0,aligned,mixed_source_2024,aligned,0.0
308,source_policy_disagreement,GA,13.0,GA0280700,Cherokee County Board of Education,Other,True,True,2019-10-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,17.0,aligned,mixed_source_2024,aligned,0.0
309,source_policy_disagreement,GA,13.0,GA0080600,Emerson Police Department,City,True,True,2019-01-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,16.0,aligned,mixed_source_2024,aligned,0.0
310,source_policy_disagreement,GA,13.0,GA0350300,Doerun Police Department,City,True,True,2019-10-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,16.0,aligned,mixed_source_2024,aligned,0.0
311,source_policy_disagreement,GA,13.0,GA0880100,Leesburg Police Department,City,True,True,2020-01-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,16.0,aligned,mixed_source_2024,aligned,0.0
312,source_policy_disagreement,GA,13.0,GA1540200,Helen Police Department,City,True,True,2019-10-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,16.0,aligned,mixed_source_2024,aligned,0.0
313,source_policy_disagreement,GA,13.0,GA0470000,Dougherty County Sheriff's Office,County,True,True,2019-10-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,15.0,aligned,mixed_source_2024,aligned,0.0
314,source_policy_disagreement,GA,13.0,GA1440100,Blairsville Police Department,City,True,True,2019-10-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,15.0,aligned,mixed_source_2024,aligned,0.0
315,source_policy_disagreement,GA,13.0,GA0320100,Homerville Police Department,City,True,True,2018-12-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,14.0,aligned,mixed_source_2024,aligned,0.0
316,source_policy_disagreement,GA,13.0,GA0380300,Senoia Police Department,City,True,True,2021-10-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,14.0,aligned,mixed_source_2024,aligned,0.0
317,source_policy_disagreement,GA,13.0,GA1470300,Social Circle Police Department,City,True,True,2019-04-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,14.0,aligned,mixed_source_2024,aligned,0.0
318,source_policy_disagreement,GA,13.0,GA1200000,Randolph County Sheriff's Office,County,True,True,2019-10-01,True,True,srs_return_a_annual,lumpy_or_batched|structurally_missing_or_unreliable,13.0,aligned,mixed_source_2024,aligned,0.0
319,source_policy_disagreement,GA,13.0,GA1560000,Wilcox County Sheriff's Office,County,True,True,2019-10-01,True,True,srs_return_a_annual,structurally_missing_or_unreliable|true_partial,13.0,aligned,mixed_source_2024,aligned,0.0
320,source_policy_disagreement,GA,13.0,GA0250700,Thunderbolt Police Department,City,True,True,2019-08-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,13.0,aligned,mixed_source_2024,aligned,0.0
321,source_policy_disagreement,GA,13.0,GA0570300,Cave Spring Police Department,City,True,True,2019-03-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,13.0,aligned,mixed_source_2024,aligned,0.0
322,source_policy_disagreement,GA,13.0,GA1460400,Chickamauga Police Department,City,True,True,2020-01-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,13.0,aligned,mixed_source_2024,aligned,0.0
323,source_policy_disagreement,GA,13.0,GA1240100,Sylvania Police Department,City,True,True,2019-07-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,12.0,aligned,mixed_source_2024,aligned,0.0
324,source_policy_disagreement,GA,13.0,GA0630300,College of Coastal Georgia,University or College,True,True,2019-08-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,12.0,aligned,mixed_source_2024,aligned,0.0
325,source_policy_disagreement,GA,13.0,GA1360300,Coolidge Police Department,City,True,True,2019-10-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,11.0,aligned,mixed_source_2024,aligned,0.0
326,source_policy_disagreement,GA,13.0,GA0750000,Henry County Sheriff's Office,County,True,True,2019-09-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,10.0,aligned,mixed_source_2024,aligned,0.0
327,source_policy_disagreement,GA,13.0,GA1070200,Oxford Police Department,City,True,True,2019-06-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,10.0,aligned,mixed_source_2024,aligned,0.0
328,source_policy_disagreement,GA,13.0,GA0850300,Gordon State College,University or College,True,True,2019-09-01,True,True,srs_return_a_annual,lumpy_or_batched|structurally_missing_or_unreliable,10.0,aligned,mixed_source_2024,aligned,0.0
329,source_policy_disagreement,GA,13.0,GA0930200,University of North Georgia,University or College,True,True,2019-08-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,10.0,aligned,mixed_source_2024,aligned,0.0
330,source_policy_disagreement,GA,13.0,GA0250800,Ports Authority Savannah,Other State Agency,True,True,2018-12-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,10.0,aligned,mixed_source_2024,aligned,0.0
331,source_policy_disagreement,GA,13.0,GA0740100,Franklin Police Department,City,True,True,2019-10-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,9.0,aligned,mixed_source_2024,aligned,0.0
332,source_policy_disagreement,GA,13.0,GA0780900,Pendergrass  Police Department,City,True,True,2020-01-01,True,True,srs_return_a_annual,full_monthly|structurally_missing_or_unreliable,9.0,aligned,mixed_source_2024,aligned,0.0
333,source_policy_disagreement,GA,13.0,GA1240300,Newington Police Department,City,True,True,2019-10-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,9.0,aligned,mixed_source_2024,aligned,0.0
334,source_policy_disagreement,GA,13.0,GA1370200,Omega Police Department,City,True,True,2019-10-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,9.0,aligned,mixed_source_2024,aligned,0.0
335,source_policy_disagreement,GA,13.0,GA1290400,Georgia Southwestern State University,University or College,True,True,2018-12-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,9.0,aligned,mixed_source_2024,aligned,0.0
336,source_policy_disagreement,GA,13.0,GA0441100,Stone Mountain Park Police,Other,True,True,2019-09-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,9.0,aligned,mixed_source_2024,aligned,0.0
337,source_policy_disagreement,GA,13.0,GA0220700,Mount Zion Police Department,City,True,True,2019-10-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,8.0,aligned,mixed_source_2024,aligned,0.0
338,source_policy_disagreement,GA,13.0,GA0440300,Avondale Estates Police Department,City,True,True,2023-12-01,True,True,srs_return_a_annual,structurally_missing_or_unreliable|true_partial,8.0,aligned,mixed_source_2024,aligned,0.0
339,source_policy_disagreement,GA,13.0,GA0960400,Oglethorpe Police Department,City,True,True,2020-07-01,True,True,srs_return_a_annual,lumpy_or_batched|structurally_missing_or_unreliable,8.0,aligned,mixed_source_2024,aligned,0.0
340,source_policy_disagreement,GA,13.0,GA0850000,Lamar County Sheriff's Office,County,True,True,2019-06-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,7.0,aligned,mixed_source_2024,aligned,0.0
341,source_policy_disagreement,GA,13.0,GA0160200,Brooklet Police Department,City,True,True,2019-12-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,7.0,aligned,mixed_source_2024,aligned,0.0
342,source_policy_disagreement,GA,13.0,GA0340300,Broxton Police Department,City,True,True,2021-01-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,7.0,aligned,mixed_source_2024,aligned,0.0
343,source_policy_disagreement,GA,13.0,GA0680500,Baldwin Police Department,City,True,True,2024-01-01,True,True,srs_return_a_annual,structurally_missing_or_unreliable|true_partial,7.0,aligned,mixed_source_2024,aligned,0.0
344,source_policy_disagreement,GA,13.0,GA1140100,Zebulon Police Department,City,True,True,2020-01-01,True,True,srs_return_a_annual,lumpy_or_batched|structurally_missing_or_unreliable,7.0,aligned,mixed_source_2024,aligned,0.0
345,source_policy_disagreement,GA,13.0,GA0110400,Bibb County Board of Education,Other,True,True,2019-10-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,7.0,aligned,mixed_source_2024,aligned,0.0
346,source_policy_disagreement,GA,13.0,GA1150000,Polk County Sheriff's Office,County,True,True,2018-12-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,6.0,aligned,mixed_source_2024,aligned,0.0
347,source_policy_disagreement,GA,13.0,GA0360200,Harlem Police Department,City,True,True,2019-10-01,True,True,srs_return_a_annual,structurally_missing_or_unreliable|true_partial,6.0,aligned,mixed_source_2024,aligned,0.0
348,source_policy_disagreement,GA,13.0,GA0680300,Demorest Police Department,City,True,True,2019-08-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,6.0,aligned,mixed_source_2024,aligned,0.0
349,source_policy_disagreement,GA,13.0,GA0970300,Danielsville Police Department,City,True,True,2019-07-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,6.0,aligned,mixed_source_2024,aligned,0.0
350,source_policy_disagreement,GA,13.0,GA1400000,Treutlen County Sheriff's Office,County,True,True,2019-10-01,True,True,srs_return_a_annual,structurally_missing_or_unreliable|true_partial,5.0,aligned,mixed_source_2024,aligned,0.0
351,source_policy_disagreement,GA,13.0,GA0020200,Willacoochee Police Department,City,True,True,2024-02-01,True,True,srs_return_a_annual,lumpy_or_batched|structurally_missing_or_unreliable,5.0,aligned,mixed_source_2024,aligned,0.0
352,source_policy_disagreement,GA,13.0,GA1360200,Boston Police Department,City,True,True,2020-01-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,5.0,aligned,mixed_source_2024,aligned,0.0
353,source_policy_disagreement,GA,13.0,GA1460300,Lookout Mountain Police Department,City,True,True,2019-10-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,5.0,aligned,mixed_source_2024,aligned,0.0
354,source_policy_disagreement,GA,13.0,GA0710500,West Georgia Technical College,University or College,True,True,2019-03-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,5.0,aligned,mixed_source_2024,aligned,0.0
355,source_policy_disagreement,GA,13.0,GA1380000,Toombs County Sheriff's Office,County,True,True,2024-01-01,True,True,srs_return_a_annual,structurally_missing_or_unreliable|true_partial,4.0,aligned,mixed_source_2024,aligned,0.0
356,source_policy_disagreement,GA,13.0,GA0170200,Midville Police Department,City,True,True,2019-08-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,4.0,aligned,mixed_source_2024,aligned,0.0
357,source_policy_disagreement,GA,13.0,GA0720400,Hamilton Police Department,City,True,True,2021-01-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,4.0,aligned,mixed_source_2024,aligned,0.0
358,source_policy_disagreement,GA,13.0,GA0252400,Savannah Technical College,University or College,True,True,2019-01-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,4.0,aligned,mixed_source_2024,aligned,0.0
359,source_policy_disagreement,GA,13.0,GA0340800,Coffee County Board of Education,Other,True,True,2023-01-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,4.0,aligned,mixed_source_2024,aligned,0.0
360,source_policy_disagreement,GA,13.0,GA0602700,Fulton County Marshal,Other,True,True,2019-10-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,4.0,aligned,mixed_source_2024,aligned,0.0
361,source_policy_disagreement,GA,13.0,GA0500000,Echols County Sheriff's Office,County,True,True,2018-11-01,True,True,srs_return_a_annual,lumpy_or_batched|structurally_missing_or_unreliable,3.0,aligned,mixed_source_2024,aligned,0.0
362,source_policy_disagreement,GA,13.0,GA0570000,Floyd County Sheriff's Office,County,True,True,2019-10-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,3.0,aligned,mixed_source_2024,aligned,0.0
363,source_policy_disagreement,GA,13.0,GA0100400,Enigma Police Department,City,True,True,2020-11-01,True,True,srs_return_a_annual,lumpy_or_batched|structurally_missing_or_unreliable,3.0,aligned,mixed_source_2024,aligned,0.0
364,source_policy_disagreement,GA,13.0,GA0170300,Sardis Police Department,City,True,True,2020-01-01,True,True,srs_return_a_annual,lumpy_or_batched|structurally_missing_or_unreliable,3.0,aligned,mixed_source_2024,aligned,0.0
365,source_policy_disagreement,GA,13.0,GA0590500,Franklin Springs Police Department,City,True,True,2018-12-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,3.0,aligned,mixed_source_2024,aligned,0.0
366,source_policy_disagreement,GA,13.0,GA0680900,Alto Police Department,City,True,True,2019-01-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,3.0,aligned,mixed_source_2024,aligned,0.0
367,source_policy_disagreement,GA,13.0,GA0081100,Georgia Highlands College,University or College,True,True,2020-01-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,3.0,aligned,mixed_source_2024,aligned,0.0
368,source_policy_disagreement,GA,13.0,GA0630600,Glynn County School System,Other,True,True,2019-09-01,True,True,srs_return_a_annual,lumpy_or_batched|structurally_missing_or_unreliable,3.0,aligned,mixed_source_2024,aligned,0.0
369,source_policy_disagreement,GA,13.0,GA0080500,White Police Department,City,True,True,2022-09-01,True,True,srs_return_a_annual,lumpy_or_batched|structurally_missing_or_unreliable,2.0,aligned,mixed_source_2024,aligned,0.0
370,source_policy_disagreement,GA,13.0,GA1590300,Warwick Police Department,City,True,True,2019-03-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,2.0,aligned,mixed_source_2024,aligned,0.0
371,source_policy_disagreement,GA,13.0,GA0530700,East Georgia State College,University or College,True,True,2024-08-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,2.0,aligned,mixed_source_2024,aligned,0.0
372,source_policy_disagreement,GA,13.0,GA0530000,Emanuel County Sheriff's Office,County,True,True,2019-09-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,1.0,aligned,mixed_source_2024,aligned,0.0
373,source_policy_disagreement,GA,13.0,GA0080300,Kingston Police Department,City,True,True,2019-08-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,1.0,aligned,mixed_source_2024,aligned,0.0
374,source_policy_disagreement,GA,13.0,GA0100200,Alapaha Police Department,City,True,True,2018-12-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,1.0,aligned,mixed_source_2024,aligned,0.0
375,source_policy_disagreement,GA,13.0,GA0590400,Canon Police Department,City,True,True,2019-09-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,1.0,aligned,mixed_source_2024,aligned,0.0
376,source_policy_disagreement,GA,13.0,GA0720200,Waverly Hall Police Department,City,True,True,2019-08-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,1.0,aligned,mixed_source_2024,aligned,0.0
377,source_policy_disagreement,GA,13.0,GA1330100,Butler Police Department,City,True,True,2020-01-01,True,True,srs_return_a_annual,lumpy_or_batched|structurally_missing_or_unreliable,1.0,aligned,mixed_source_2024,aligned,0.0
378,source_policy_disagreement,GA,13.0,GA1530100,Alamo Police Department,City,True,True,2019-07-01,True,True,srs_return_a_annual,lumpy_or_batched|structurally_missing_or_unreliable,1.0,aligned,mixed_source_2024,aligned,0.0
379,source_policy_disagreement,GA,13.0,GA0081000,Chattahoochee Technical College,University or College,True,True,2019-10-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,1.0,aligned,mixed_source_2024,aligned,0.0
380,source_policy_disagreement,GA,13.0,GA0445400,Georgia Piedmont Technical College,University or College,True,True,2021-01-01,True,True,srs_return_a_annual,annual_only_but_usable|structurally_missing_or_unreliable,1.0,aligned,mixed_source_2024,aligned,0.0
