ori9,state_abbr,agency_name_std,agency_type_norm,population_latest_nibrs,offense,preferred_source,preferred_count,preferred_months_reported,srs_months,nibrs_months,reported_count_srs,reported_count_nibrs,reporting_regime,usable_as_observed,current_row_is_true_partial,agency_year_lane_mixed
VA0290500,VA,NORTHERN VA COMM COLLEGE,special_jurisdiction,0.0,robbery,nibrs_srs_equivalent_annual,0.0,12.0,11.0,12.0,0.0,0.0,true_partial,True,False,False
VA0300100,VA,REMINGTON,local_police,667.0,aggravated_assault,nibrs_srs_equivalent_annual,0.0,4.0,2.0,4.0,0.0,0.0,true_partial,True,False,False
VA0300100,VA,REMINGTON,local_police,667.0,burglary,nibrs_srs_equivalent_annual,0.0,4.0,2.0,4.0,0.0,0.0,true_partial,True,False,False
VA0300100,VA,REMINGTON,local_police,667.0,larceny,nibrs_srs_equivalent_annual,1.0,4.0,2.0,4.0,1.0,1.0,true_partial,True,False,False
VA0300100,VA,REMINGTON,local_police,667.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,1.0,4.0,2.0,4.0,1.0,1.0,true_partial,True,False,False
VA0300100,VA,REMINGTON,local_police,667.0,murder,nibrs_srs_equivalent_annual,0.0,4.0,2.0,4.0,0.0,0.0,true_partial,True,False,False
VA0300100,VA,REMINGTON,local_police,667.0,rape,nibrs_srs_equivalent_annual,0.0,4.0,2.0,4.0,0.0,0.0,true_partial,True,False,False
VA0300100,VA,REMINGTON,local_police,667.0,robbery,nibrs_srs_equivalent_annual,0.0,4.0,2.0,4.0,0.0,0.0,true_partial,True,False,False
VA030SP00,VA,SP FAUQUIER COUNTY,state_law_enforcement,0.0,aggravated_assault,nibrs_srs_equivalent_annual,0.0,12.0,5.0,12.0,0.0,0.0,true_partial,True,False,False
VA030SP00,VA,SP FAUQUIER COUNTY,state_law_enforcement,0.0,burglary,nibrs_srs_equivalent_annual,0.0,12.0,5.0,12.0,0.0,0.0,true_partial,True,False,False
VA030SP00,VA,SP FAUQUIER COUNTY,state_law_enforcement,0.0,larceny,nibrs_srs_equivalent_annual,1.0,12.0,5.0,12.0,1.0,1.0,true_partial,True,False,False
VA030SP00,VA,SP FAUQUIER COUNTY,state_law_enforcement,0.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,0.0,12.0,5.0,12.0,0.0,0.0,true_partial,True,False,False
VA030SP00,VA,SP FAUQUIER COUNTY,state_law_enforcement,0.0,murder,nibrs_srs_equivalent_annual,0.0,12.0,5.0,12.0,0.0,0.0,true_partial,True,False,False
VA030SP00,VA,SP FAUQUIER COUNTY,state_law_enforcement,0.0,rape,nibrs_srs_equivalent_annual,0.0,12.0,5.0,12.0,0.0,0.0,true_partial,True,False,False
VA030SP00,VA,SP FAUQUIER COUNTY,state_law_enforcement,0.0,robbery,nibrs_srs_equivalent_annual,0.0,12.0,5.0,12.0,0.0,0.0,true_partial,True,False,False
VA031SP00,VA,SP FLOYD COUNTY,state_law_enforcement,0.0,aggravated_assault,nibrs_srs_equivalent_annual,0.0,12.0,3.0,12.0,0.0,0.0,true_partial,True,False,False
VA031SP00,VA,SP FLOYD COUNTY,state_law_enforcement,0.0,burglary,nibrs_srs_equivalent_annual,0.0,12.0,3.0,12.0,0.0,0.0,true_partial,True,False,False
VA031SP00,VA,SP FLOYD COUNTY,state_law_enforcement,0.0,larceny,nibrs_srs_equivalent_annual,1.0,12.0,3.0,12.0,1.0,1.0,true_partial,True,False,False
VA031SP00,VA,SP FLOYD COUNTY,state_law_enforcement,0.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,1.0,12.0,3.0,12.0,1.0,1.0,true_partial,True,False,False
VA031SP00,VA,SP FLOYD COUNTY,state_law_enforcement,0.0,murder,nibrs_srs_equivalent_annual,0.0,12.0,3.0,12.0,0.0,0.0,true_partial,True,False,False
VA031SP00,VA,SP FLOYD COUNTY,state_law_enforcement,0.0,rape,nibrs_srs_equivalent_annual,0.0,12.0,3.0,12.0,0.0,0.0,true_partial,True,False,False
VA031SP00,VA,SP FLOYD COUNTY,state_law_enforcement,0.0,robbery,nibrs_srs_equivalent_annual,0.0,12.0,3.0,12.0,0.0,0.0,true_partial,True,False,False
VA032SP00,VA,SP FLUVANNA COUNTY,state_law_enforcement,0.0,aggravated_assault,nibrs_srs_equivalent_annual,0.0,12.0,1.0,12.0,0.0,0.0,true_partial,True,False,False
VA032SP00,VA,SP FLUVANNA COUNTY,state_law_enforcement,0.0,burglary,nibrs_srs_equivalent_annual,0.0,12.0,1.0,12.0,0.0,0.0,true_partial,True,False,False
VA032SP00,VA,SP FLUVANNA COUNTY,state_law_enforcement,0.0,larceny,nibrs_srs_equivalent_annual,0.0,12.0,1.0,12.0,0.0,0.0,true_partial,True,False,False
VA032SP00,VA,SP FLUVANNA COUNTY,state_law_enforcement,0.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,0.0,12.0,1.0,12.0,0.0,0.0,true_partial,True,False,False
VA032SP00,VA,SP FLUVANNA COUNTY,state_law_enforcement,0.0,murder,nibrs_srs_equivalent_annual,1.0,12.0,1.0,12.0,1.0,1.0,true_partial,True,False,False
VA032SP00,VA,SP FLUVANNA COUNTY,state_law_enforcement,0.0,rape,nibrs_srs_equivalent_annual,0.0,12.0,1.0,12.0,0.0,0.0,true_partial,True,False,False
VA032SP00,VA,SP FLUVANNA COUNTY,state_law_enforcement,0.0,robbery,nibrs_srs_equivalent_annual,0.0,12.0,1.0,12.0,0.0,0.0,true_partial,True,False,False
VA033SP00,VA,SP FRANKLIN COUNTY,state_law_enforcement,0.0,aggravated_assault,nibrs_srs_equivalent_annual,0.0,12.0,3.0,12.0,0.0,0.0,true_partial,True,False,False
VA033SP00,VA,SP FRANKLIN COUNTY,state_law_enforcement,0.0,burglary,nibrs_srs_equivalent_annual,0.0,12.0,3.0,12.0,0.0,0.0,true_partial,True,False,False
VA033SP00,VA,SP FRANKLIN COUNTY,state_law_enforcement,0.0,larceny,nibrs_srs_equivalent_annual,1.0,12.0,3.0,12.0,1.0,1.0,true_partial,True,False,False
VA033SP00,VA,SP FRANKLIN COUNTY,state_law_enforcement,0.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,0.0,12.0,3.0,12.0,0.0,0.0,true_partial,True,False,False
VA033SP00,VA,SP FRANKLIN COUNTY,state_law_enforcement,0.0,murder,nibrs_srs_equivalent_annual,0.0,12.0,3.0,12.0,0.0,0.0,true_partial,True,False,False
VA033SP00,VA,SP FRANKLIN COUNTY,state_law_enforcement,0.0,rape,nibrs_srs_equivalent_annual,0.0,12.0,3.0,12.0,0.0,0.0,true_partial,True,False,False
VA033SP00,VA,SP FRANKLIN COUNTY,state_law_enforcement,0.0,robbery,nibrs_srs_equivalent_annual,0.0,12.0,3.0,12.0,0.0,0.0,true_partial,True,False,False
VA0340100,VA,MIDDLETOWN,local_police,1440.0,aggravated_assault,nibrs_srs_equivalent_annual,0.0,10.0,8.0,10.0,0.0,0.0,true_partial,True,False,False
VA0340100,VA,MIDDLETOWN,local_police,1440.0,burglary,nibrs_srs_equivalent_annual,0.0,10.0,8.0,10.0,0.0,0.0,true_partial,True,False,False
VA0340100,VA,MIDDLETOWN,local_police,1440.0,larceny,nibrs_srs_equivalent_annual,10.0,10.0,8.0,10.0,10.0,10.0,true_partial,True,False,False
VA0340100,VA,MIDDLETOWN,local_police,1440.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,0.0,10.0,8.0,10.0,0.0,0.0,true_partial,True,False,False
VA0340100,VA,MIDDLETOWN,local_police,1440.0,murder,nibrs_srs_equivalent_annual,0.0,10.0,8.0,10.0,0.0,0.0,true_partial,True,False,False
VA0340100,VA,MIDDLETOWN,local_police,1440.0,rape,nibrs_srs_equivalent_annual,0.0,10.0,8.0,10.0,0.0,0.0,true_partial,True,False,False
VA0340100,VA,MIDDLETOWN,local_police,1440.0,robbery,nibrs_srs_equivalent_annual,0.0,10.0,8.0,10.0,0.0,0.0,true_partial,True,False,False
VA034SP00,VA,SP FREDERICK COUNTY,state_law_enforcement,0.0,aggravated_assault,nibrs_srs_equivalent_annual,4.0,12.0,10.0,12.0,4.0,4.0,true_partial,True,False,False
VA034SP00,VA,SP FREDERICK COUNTY,state_law_enforcement,0.0,burglary,nibrs_srs_equivalent_annual,0.0,12.0,10.0,12.0,0.0,0.0,true_partial,True,False,False
VA034SP00,VA,SP FREDERICK COUNTY,state_law_enforcement,0.0,larceny,nibrs_srs_equivalent_annual,2.0,12.0,10.0,12.0,2.0,2.0,true_partial,True,False,False
VA034SP00,VA,SP FREDERICK COUNTY,state_law_enforcement,0.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,0.0,12.0,10.0,12.0,0.0,0.0,true_partial,True,False,False
VA034SP00,VA,SP FREDERICK COUNTY,state_law_enforcement,0.0,murder,nibrs_srs_equivalent_annual,0.0,12.0,10.0,12.0,0.0,0.0,true_partial,True,False,False
VA034SP00,VA,SP FREDERICK COUNTY,state_law_enforcement,0.0,rape,nibrs_srs_equivalent_annual,0.0,12.0,10.0,12.0,0.0,0.0,true_partial,True,False,False
VA034SP00,VA,SP FREDERICK COUNTY,state_law_enforcement,0.0,robbery,nibrs_srs_equivalent_annual,0.0,12.0,10.0,12.0,0.0,0.0,true_partial,True,False,False
VA0350300,VA,PEMBROKE,local_police,1124.0,aggravated_assault,cius_publication_annual,1.0,12.0,8.0,12.0,1.0,1.0,annual_only_but_usable,True,False,False
VA0350300,VA,PEMBROKE,local_police,1124.0,burglary,cius_publication_annual,0.0,12.0,8.0,12.0,0.0,0.0,annual_only_but_usable,True,False,False
VA0350300,VA,PEMBROKE,local_police,1124.0,larceny,cius_publication_annual,23.0,12.0,8.0,12.0,23.0,23.0,annual_only_but_usable,True,False,False
VA0350300,VA,PEMBROKE,local_police,1124.0,motor_vehicle_theft,cius_publication_annual,0.0,12.0,8.0,12.0,0.0,0.0,annual_only_but_usable,True,False,False
VA0350300,VA,PEMBROKE,local_police,1124.0,murder,cius_publication_annual,0.0,12.0,8.0,12.0,0.0,0.0,annual_only_but_usable,True,False,False
VA0350300,VA,PEMBROKE,local_police,1124.0,rape,cius_publication_annual,2.0,12.0,8.0,12.0,2.0,2.0,annual_only_but_usable,True,False,False
VA0350300,VA,PEMBROKE,local_police,1124.0,robbery,cius_publication_annual,0.0,12.0,8.0,12.0,0.0,0.0,annual_only_but_usable,True,False,False
VA0350500,VA,NARROWS,local_police,2038.0,aggravated_assault,nibrs_srs_equivalent_annual,2.0,9.0,8.0,9.0,2.0,2.0,true_partial,True,False,False
VA0350500,VA,NARROWS,local_police,2038.0,burglary,nibrs_srs_equivalent_annual,1.0,9.0,8.0,9.0,1.0,1.0,true_partial,True,False,False
VA0350500,VA,NARROWS,local_police,2038.0,larceny,nibrs_srs_equivalent_annual,9.0,9.0,8.0,9.0,9.0,9.0,true_partial,True,False,False
VA0350500,VA,NARROWS,local_police,2038.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,1.0,9.0,8.0,9.0,1.0,1.0,true_partial,True,False,False
VA0350500,VA,NARROWS,local_police,2038.0,murder,nibrs_srs_equivalent_annual,0.0,9.0,8.0,9.0,0.0,0.0,true_partial,True,False,False
VA0350500,VA,NARROWS,local_police,2038.0,rape,nibrs_srs_equivalent_annual,1.0,9.0,8.0,9.0,1.0,1.0,true_partial,True,False,False
VA0350500,VA,NARROWS,local_police,2038.0,robbery,nibrs_srs_equivalent_annual,0.0,9.0,8.0,9.0,0.0,0.0,true_partial,True,False,False
VA035SP00,VA,SP GILES COUNTY,state_law_enforcement,0.0,aggravated_assault,nibrs_srs_equivalent_annual,0.0,12.0,8.0,12.0,0.0,0.0,true_partial,True,False,False
VA035SP00,VA,SP GILES COUNTY,state_law_enforcement,0.0,burglary,nibrs_srs_equivalent_annual,1.0,12.0,8.0,12.0,1.0,1.0,true_partial,True,False,False
VA035SP00,VA,SP GILES COUNTY,state_law_enforcement,0.0,larceny,nibrs_srs_equivalent_annual,5.0,12.0,8.0,12.0,5.0,5.0,true_partial,True,False,False
VA035SP00,VA,SP GILES COUNTY,state_law_enforcement,0.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,1.0,12.0,8.0,12.0,1.0,1.0,true_partial,True,False,False
VA035SP00,VA,SP GILES COUNTY,state_law_enforcement,0.0,murder,nibrs_srs_equivalent_annual,0.0,12.0,8.0,12.0,0.0,0.0,true_partial,True,False,False
VA035SP00,VA,SP GILES COUNTY,state_law_enforcement,0.0,rape,nibrs_srs_equivalent_annual,0.0,12.0,8.0,12.0,0.0,0.0,true_partial,True,False,False
VA035SP00,VA,SP GILES COUNTY,state_law_enforcement,0.0,robbery,nibrs_srs_equivalent_annual,0.0,12.0,8.0,12.0,0.0,0.0,true_partial,True,False,False
VA036SP00,VA,SP GLOUCESTER COUNTY,state_law_enforcement,0.0,aggravated_assault,nibrs_srs_equivalent_annual,1.0,12.0,5.0,12.0,1.0,1.0,true_partial,True,False,False
VA036SP00,VA,SP GLOUCESTER COUNTY,state_law_enforcement,0.0,burglary,nibrs_srs_equivalent_annual,0.0,12.0,5.0,12.0,0.0,0.0,true_partial,True,False,False
VA036SP00,VA,SP GLOUCESTER COUNTY,state_law_enforcement,0.0,larceny,nibrs_srs_equivalent_annual,1.0,12.0,5.0,12.0,1.0,1.0,true_partial,True,False,False
VA036SP00,VA,SP GLOUCESTER COUNTY,state_law_enforcement,0.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,1.0,12.0,5.0,12.0,1.0,1.0,true_partial,True,False,False
VA036SP00,VA,SP GLOUCESTER COUNTY,state_law_enforcement,0.0,murder,nibrs_srs_equivalent_annual,0.0,12.0,5.0,12.0,0.0,0.0,true_partial,True,False,False
VA036SP00,VA,SP GLOUCESTER COUNTY,state_law_enforcement,0.0,rape,nibrs_srs_equivalent_annual,0.0,12.0,5.0,12.0,0.0,0.0,true_partial,True,False,False
VA036SP00,VA,SP GLOUCESTER COUNTY,state_law_enforcement,0.0,robbery,nibrs_srs_equivalent_annual,0.0,12.0,5.0,12.0,0.0,0.0,true_partial,True,False,False
VA037SP00,VA,SP GOOCHLAND COUNTY,state_law_enforcement,0.0,aggravated_assault,nibrs_srs_equivalent_annual,2.0,12.0,9.0,12.0,2.0,2.0,true_partial,True,False,False
VA037SP00,VA,SP GOOCHLAND COUNTY,state_law_enforcement,0.0,burglary,nibrs_srs_equivalent_annual,0.0,12.0,9.0,12.0,0.0,0.0,true_partial,True,False,False
VA037SP00,VA,SP GOOCHLAND COUNTY,state_law_enforcement,0.0,larceny,nibrs_srs_equivalent_annual,2.0,12.0,9.0,12.0,2.0,2.0,true_partial,True,False,False
VA037SP00,VA,SP GOOCHLAND COUNTY,state_law_enforcement,0.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,0.0,12.0,9.0,12.0,0.0,0.0,true_partial,True,False,False
VA037SP00,VA,SP GOOCHLAND COUNTY,state_law_enforcement,0.0,murder,nibrs_srs_equivalent_annual,0.0,12.0,9.0,12.0,0.0,0.0,true_partial,True,False,False
VA037SP00,VA,SP GOOCHLAND COUNTY,state_law_enforcement,0.0,rape,nibrs_srs_equivalent_annual,3.0,12.0,9.0,12.0,3.0,3.0,true_partial,True,False,False
VA037SP00,VA,SP GOOCHLAND COUNTY,state_law_enforcement,0.0,robbery,nibrs_srs_equivalent_annual,0.0,12.0,9.0,12.0,0.0,0.0,true_partial,True,False,False
VA038SP00,VA,SP GRAYSON COUNTY,state_law_enforcement,0.0,aggravated_assault,nibrs_srs_equivalent_annual,0.0,12.0,3.0,12.0,0.0,0.0,true_partial,True,False,False
VA038SP00,VA,SP GRAYSON COUNTY,state_law_enforcement,0.0,burglary,nibrs_srs_equivalent_annual,1.0,12.0,3.0,12.0,1.0,1.0,true_partial,True,False,False
VA038SP00,VA,SP GRAYSON COUNTY,state_law_enforcement,0.0,larceny,nibrs_srs_equivalent_annual,2.0,12.0,3.0,12.0,2.0,2.0,true_partial,True,False,False
VA038SP00,VA,SP GRAYSON COUNTY,state_law_enforcement,0.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,0.0,12.0,3.0,12.0,0.0,0.0,true_partial,True,False,False
VA038SP00,VA,SP GRAYSON COUNTY,state_law_enforcement,0.0,murder,nibrs_srs_equivalent_annual,0.0,12.0,3.0,12.0,0.0,0.0,true_partial,True,False,False
VA038SP00,VA,SP GRAYSON COUNTY,state_law_enforcement,0.0,rape,nibrs_srs_equivalent_annual,0.0,12.0,3.0,12.0,0.0,0.0,true_partial,True,False,False
VA038SP00,VA,SP GRAYSON COUNTY,state_law_enforcement,0.0,robbery,nibrs_srs_equivalent_annual,0.0,12.0,3.0,12.0,0.0,0.0,true_partial,True,False,False
VA040SP00,VA,SP GREENSVILLE COUNTY,state_law_enforcement,0.0,aggravated_assault,nibrs_srs_equivalent_annual,4.0,12.0,6.0,12.0,4.0,4.0,true_partial,True,False,False
VA040SP00,VA,SP GREENSVILLE COUNTY,state_law_enforcement,0.0,burglary,nibrs_srs_equivalent_annual,0.0,12.0,6.0,12.0,0.0,0.0,true_partial,True,False,False
VA040SP00,VA,SP GREENSVILLE COUNTY,state_law_enforcement,0.0,larceny,nibrs_srs_equivalent_annual,2.0,12.0,6.0,12.0,2.0,2.0,true_partial,True,False,False
VA040SP00,VA,SP GREENSVILLE COUNTY,state_law_enforcement,0.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,0.0,12.0,6.0,12.0,0.0,0.0,true_partial,True,False,False
VA040SP00,VA,SP GREENSVILLE COUNTY,state_law_enforcement,0.0,murder,nibrs_srs_equivalent_annual,0.0,12.0,6.0,12.0,0.0,0.0,true_partial,True,False,False
VA040SP00,VA,SP GREENSVILLE COUNTY,state_law_enforcement,0.0,rape,nibrs_srs_equivalent_annual,0.0,12.0,6.0,12.0,0.0,0.0,true_partial,True,False,False
VA040SP00,VA,SP GREENSVILLE COUNTY,state_law_enforcement,0.0,robbery,nibrs_srs_equivalent_annual,1.0,12.0,6.0,12.0,1.0,1.0,true_partial,True,False,False
VA0410100,VA,HALIFAX,local_police,1219.0,aggravated_assault,nibrs_srs_equivalent_annual,0.0,11.0,10.0,11.0,0.0,0.0,true_partial,True,False,False
VA0410100,VA,HALIFAX,local_police,1219.0,burglary,nibrs_srs_equivalent_annual,0.0,11.0,10.0,11.0,0.0,0.0,true_partial,True,False,False
VA0410100,VA,HALIFAX,local_police,1219.0,larceny,nibrs_srs_equivalent_annual,4.0,11.0,10.0,11.0,4.0,4.0,true_partial,True,False,False
VA0410100,VA,HALIFAX,local_police,1219.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,1.0,11.0,10.0,11.0,1.0,1.0,true_partial,True,False,False
VA0410100,VA,HALIFAX,local_police,1219.0,murder,nibrs_srs_equivalent_annual,0.0,11.0,10.0,11.0,0.0,0.0,true_partial,True,False,False
VA0410100,VA,HALIFAX,local_police,1219.0,rape,nibrs_srs_equivalent_annual,0.0,11.0,10.0,11.0,0.0,0.0,true_partial,True,False,False
VA0410100,VA,HALIFAX,local_police,1219.0,robbery,nibrs_srs_equivalent_annual,0.0,11.0,10.0,11.0,0.0,0.0,true_partial,True,False,False
VA041SP00,VA,SP HALIFAX COUNTY,state_law_enforcement,0.0,aggravated_assault,nibrs_srs_equivalent_annual,4.0,12.0,6.0,12.0,4.0,4.0,true_partial,True,False,False
VA041SP00,VA,SP HALIFAX COUNTY,state_law_enforcement,0.0,burglary,nibrs_srs_equivalent_annual,0.0,12.0,6.0,12.0,0.0,0.0,true_partial,True,False,False
VA041SP00,VA,SP HALIFAX COUNTY,state_law_enforcement,0.0,larceny,nibrs_srs_equivalent_annual,4.0,12.0,6.0,12.0,4.0,4.0,true_partial,True,False,False
VA041SP00,VA,SP HALIFAX COUNTY,state_law_enforcement,0.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,0.0,12.0,6.0,12.0,0.0,0.0,true_partial,True,False,False
VA041SP00,VA,SP HALIFAX COUNTY,state_law_enforcement,0.0,murder,nibrs_srs_equivalent_annual,0.0,12.0,6.0,12.0,0.0,0.0,true_partial,True,False,False
VA041SP00,VA,SP HALIFAX COUNTY,state_law_enforcement,0.0,rape,nibrs_srs_equivalent_annual,0.0,12.0,6.0,12.0,0.0,0.0,true_partial,True,False,False
VA041SP00,VA,SP HALIFAX COUNTY,state_law_enforcement,0.0,robbery,nibrs_srs_equivalent_annual,0.0,12.0,6.0,12.0,0.0,0.0,true_partial,True,False,False
VA042SP00,VA,SP HANOVER COUNTY,state_law_enforcement,0.0,aggravated_assault,nibrs_srs_equivalent_annual,4.0,12.0,8.0,12.0,4.0,4.0,true_partial,True,False,False
VA042SP00,VA,SP HANOVER COUNTY,state_law_enforcement,0.0,burglary,nibrs_srs_equivalent_annual,0.0,12.0,8.0,12.0,0.0,0.0,true_partial,True,False,False
VA042SP00,VA,SP HANOVER COUNTY,state_law_enforcement,0.0,larceny,nibrs_srs_equivalent_annual,2.0,12.0,8.0,12.0,2.0,2.0,true_partial,True,False,False
VA042SP00,VA,SP HANOVER COUNTY,state_law_enforcement,0.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,0.0,12.0,8.0,12.0,0.0,0.0,true_partial,True,False,False
VA042SP00,VA,SP HANOVER COUNTY,state_law_enforcement,0.0,murder,nibrs_srs_equivalent_annual,0.0,12.0,8.0,12.0,0.0,0.0,true_partial,True,False,False
VA042SP00,VA,SP HANOVER COUNTY,state_law_enforcement,0.0,rape,nibrs_srs_equivalent_annual,1.0,12.0,8.0,12.0,1.0,1.0,true_partial,True,False,False
VA042SP00,VA,SP HANOVER COUNTY,state_law_enforcement,0.0,robbery,nibrs_srs_equivalent_annual,0.0,12.0,8.0,12.0,0.0,0.0,true_partial,True,False,False
VA0430300,VA,ALCOHOLIC BEV CONTROL CO,special_jurisdiction,0.0,aggravated_assault,nibrs_srs_equivalent_annual,0.0,12.0,10.0,12.0,0.0,0.0,true_partial,True,False,False
VA0430300,VA,ALCOHOLIC BEV CONTROL CO,special_jurisdiction,0.0,burglary,nibrs_srs_equivalent_annual,0.0,12.0,10.0,12.0,0.0,0.0,true_partial,True,False,False
VA0430300,VA,ALCOHOLIC BEV CONTROL CO,special_jurisdiction,0.0,larceny,nibrs_srs_equivalent_annual,147.0,12.0,10.0,12.0,147.0,147.0,true_partial,True,False,False
VA0430300,VA,ALCOHOLIC BEV CONTROL CO,special_jurisdiction,0.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,0.0,12.0,10.0,12.0,0.0,0.0,true_partial,True,False,False
VA0430300,VA,ALCOHOLIC BEV CONTROL CO,special_jurisdiction,0.0,murder,nibrs_srs_equivalent_annual,0.0,12.0,10.0,12.0,0.0,0.0,true_partial,True,False,False
VA0430300,VA,ALCOHOLIC BEV CONTROL CO,special_jurisdiction,0.0,rape,nibrs_srs_equivalent_annual,0.0,12.0,10.0,12.0,0.0,0.0,true_partial,True,False,False
VA0430300,VA,ALCOHOLIC BEV CONTROL CO,special_jurisdiction,0.0,robbery,nibrs_srs_equivalent_annual,1.0,12.0,10.0,12.0,1.0,1.0,true_partial,True,False,False
VA0430700,VA,J SARGEANT REYNOLDS CC,special_jurisdiction,0.0,aggravated_assault,nibrs_srs_equivalent_annual,0.0,10.0,5.0,10.0,0.0,0.0,true_partial,True,False,False
VA0430700,VA,J SARGEANT REYNOLDS CC,special_jurisdiction,0.0,burglary,nibrs_srs_equivalent_annual,0.0,10.0,5.0,10.0,0.0,0.0,true_partial,True,False,False
VA0430700,VA,J SARGEANT REYNOLDS CC,special_jurisdiction,0.0,larceny,nibrs_srs_equivalent_annual,5.0,10.0,5.0,10.0,5.0,5.0,true_partial,True,False,False
VA0430700,VA,J SARGEANT REYNOLDS CC,special_jurisdiction,0.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,0.0,10.0,5.0,10.0,0.0,0.0,true_partial,True,False,False
VA0430700,VA,J SARGEANT REYNOLDS CC,special_jurisdiction,0.0,murder,nibrs_srs_equivalent_annual,0.0,10.0,5.0,10.0,0.0,0.0,true_partial,True,False,False
VA0430700,VA,J SARGEANT REYNOLDS CC,special_jurisdiction,0.0,rape,nibrs_srs_equivalent_annual,0.0,10.0,5.0,10.0,0.0,0.0,true_partial,True,False,False
VA0430700,VA,J SARGEANT REYNOLDS CC,special_jurisdiction,0.0,robbery,nibrs_srs_equivalent_annual,0.0,10.0,5.0,10.0,0.0,0.0,true_partial,True,False,False
VA044SP00,VA,SP HENRY COUNTY,state_law_enforcement,0.0,aggravated_assault,nibrs_srs_equivalent_annual,1.0,12.0,8.0,12.0,1.0,1.0,true_partial,True,False,False
VA044SP00,VA,SP HENRY COUNTY,state_law_enforcement,0.0,burglary,nibrs_srs_equivalent_annual,0.0,12.0,8.0,12.0,0.0,0.0,true_partial,True,False,False
VA044SP00,VA,SP HENRY COUNTY,state_law_enforcement,0.0,larceny,nibrs_srs_equivalent_annual,1.0,12.0,8.0,12.0,1.0,1.0,true_partial,True,False,False
VA044SP00,VA,SP HENRY COUNTY,state_law_enforcement,0.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,2.0,12.0,8.0,12.0,2.0,2.0,true_partial,True,False,False
VA044SP00,VA,SP HENRY COUNTY,state_law_enforcement,0.0,murder,nibrs_srs_equivalent_annual,0.0,12.0,8.0,12.0,0.0,0.0,true_partial,True,False,False
VA044SP00,VA,SP HENRY COUNTY,state_law_enforcement,0.0,rape,nibrs_srs_equivalent_annual,0.0,12.0,8.0,12.0,0.0,0.0,true_partial,True,False,False
VA044SP00,VA,SP HENRY COUNTY,state_law_enforcement,0.0,robbery,nibrs_srs_equivalent_annual,0.0,12.0,8.0,12.0,0.0,0.0,true_partial,True,False,False
VA0450000,VA,HIGHLAND,sheriff,2391.0,aggravated_assault,nibrs_srs_equivalent_annual,1.0,12.0,9.0,12.0,1.0,1.0,true_partial,True,False,False
VA0450000,VA,HIGHLAND,sheriff,2391.0,burglary,nibrs_srs_equivalent_annual,1.0,12.0,9.0,12.0,1.0,1.0,true_partial,True,False,False
VA0450000,VA,HIGHLAND,sheriff,2391.0,larceny,nibrs_srs_equivalent_annual,13.0,12.0,9.0,12.0,13.0,13.0,true_partial,True,False,False
VA0450000,VA,HIGHLAND,sheriff,2391.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,3.0,12.0,9.0,12.0,3.0,3.0,true_partial,True,False,False
VA0450000,VA,HIGHLAND,sheriff,2391.0,murder,nibrs_srs_equivalent_annual,0.0,12.0,9.0,12.0,0.0,0.0,true_partial,True,False,False
VA0450000,VA,HIGHLAND,sheriff,2391.0,rape,nibrs_srs_equivalent_annual,0.0,12.0,9.0,12.0,0.0,0.0,true_partial,True,False,False
VA0450000,VA,HIGHLAND,sheriff,2391.0,robbery,nibrs_srs_equivalent_annual,0.0,12.0,9.0,12.0,0.0,0.0,true_partial,True,False,False
VA046SP00,VA,SP ISLE OF WIGHT COUNTY,state_law_enforcement,0.0,aggravated_assault,nibrs_srs_equivalent_annual,0.0,12.0,2.0,12.0,0.0,0.0,true_partial,True,False,False
VA046SP00,VA,SP ISLE OF WIGHT COUNTY,state_law_enforcement,0.0,burglary,nibrs_srs_equivalent_annual,0.0,12.0,2.0,12.0,0.0,0.0,true_partial,True,False,False
VA046SP00,VA,SP ISLE OF WIGHT COUNTY,state_law_enforcement,0.0,larceny,nibrs_srs_equivalent_annual,1.0,12.0,2.0,12.0,1.0,1.0,true_partial,True,False,False
VA046SP00,VA,SP ISLE OF WIGHT COUNTY,state_law_enforcement,0.0,motor_vehicle_theft,nibrs_srs_equivalent_annual,0.0,12.0,2.0,12.0,0.0,0.0,true_partial,True,False,False
