ori9,year,header_months,agency_indicator,city_name,header_population,state_abbr,in_nibrs_lane,in_srs_lane,agency_name_std,agency_type_norm,population_latest_nibrs,county_fips,place_fips,county_fips_source,defect,absent_from_both_lanes
SC044990X,2023,10,other agencies,,0.0,SC,False,False,,unknown,0.0,087,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,True
SC044FC00,2023,3,other agencies,columbia,0.0,SC,False,True,FC UNION COUNTY,special_jurisdiction,0.0,087,99087,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC044NR00,2023,12,other agencies,columbia,0.0,SC,False,True,DNR UNION COUNTY,special_jurisdiction,0.0,087,99087,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC044SP00,2023,12,state police,union,0.0,SC,False,True,HP UNION COUNTY,state_law_enforcement,0.0,087,99087,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC0452600,2023,2,other agencies,blythewood,0.0,SC,False,True,STP WILLIAMSBURG COUNTY,special_jurisdiction,0.0,089,99089,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC045FC00,2023,5,other agencies,columbia,0.0,SC,False,True,FC WILLIAMSBURG COUNTY,special_jurisdiction,0.0,089,99089,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC045NR00,2023,12,other agencies,columbia,0.0,SC,False,True,DNR WILLIAMSBURG COUNTY,special_jurisdiction,0.0,089,99089,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC045SP00,2023,12,state police,kingstree,0.0,SC,False,True,HP WILLIAMSBURG COUNTY,state_law_enforcement,0.0,089,99089,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC0460700,2023,12,university or college,,0.0,SC,False,True,YORK TECHNICAL COLLEGE,special_jurisdiction,0.0,091,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC0462600,2023,5,other agencies,blythewood,0.0,SC,False,True,STP YORK COUNTY,special_jurisdiction,0.0,091,99091,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC046FC00,2023,3,other agencies,columbia,0.0,SC,False,True,FC YORK COUNTY,special_jurisdiction,0.0,091,99091,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC046NR00,2023,12,other agencies,columbia,0.0,SC,False,True,DNR YORK COUNTY,special_jurisdiction,0.0,091,99091,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SC046SP00,2023,12,state police,rock hill,0.0,SC,False,True,HP YORK COUNTY,state_law_enforcement,0.0,091,99091,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
SDDCI0000,2023,6,other agencies,pierre,0.0,SD,False,True,DIV OF CRIMINAL INVEST,special_jurisdiction,0.0,065,49600,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TN0050600,2023,12,5,alcoa,0.0,TN,False,True,DTF 5TH JUDICIAL DISTRIC,special_jurisdiction,0.0,009,46380,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TN0060300,2023,12,5,charleston,0.0,TN,False,True,DTF 10TH JUDICIAL DISTRI,special_jurisdiction,0.0,011,13020,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TN0180300,2023,7,other agencies,crossville,0.0,TN,False,True,WILDLIFE RA REGION 3,special_jurisdiction,0.0,035,18540,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TN0191000,2023,11,other agencies,nashville,0.0,TN,False,True,WILDLIFE RA REGION 2,special_jurisdiction,0.0,037,52000,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TN0191800,2023,12,other agencies,nashville,0.0,TN,False,True,ALCOHOLIC BEVERAGE COMMI,special_jurisdiction,0.0,037,52000,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TN0192100,2023,6,other agencies,nashville,0.0,TN,False,True,TN DEPT OF REVENUE SIU,special_jurisdiction,0.0,037,52000,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TN019980X,2023,10,other agencies,nashville,0.0,TN,False,False,NASHVILLE,unknown,0.0,,,,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,True
TN0220600,2023,3,5,dickson,0.0,TN,False,True,DICKSON CITY PARK RNGR D,special_jurisdiction,0.0,043,20620,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TN0300300,2023,12,5,greeneville,0.0,TN,False,True,DTF 3RD JUDICIAL DISTRIC,special_jurisdiction,0.0,059,30980,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TN0320400,2023,11,other agencies,morristown,0.0,TN,False,True,WILDLIFE RA REGION 4,special_jurisdiction,0.0,063,50280,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TN0500800,2023,7,5,lawrenceburg,0.0,TN,False,True,DTF 22ND JUDICIAL DISTRI,special_jurisdiction,0.0,099,41340,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TN0570700,2023,2,other agencies,jackson,0.0,TN,False,True,WILDLIFE RA REGION 1,special_jurisdiction,0.0,113,37640,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TN0570800,2023,1,university or college,jackson,0.0,TN,False,True,JACKSON STATE COMM COLL,special_jurisdiction,0.0,113,37640,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TN0590500,2023,12,5,shelbyville,0.0,TN,False,True,DTF 17TH JUDICIAL DISTRI,special_jurisdiction,0.0,003,67760,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TN0660600,2023,1,5,union city,0.0,TN,False,True,DTF 27TH JUDICIAL DISTRI,special_jurisdiction,0.0,131,75940,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TN0730500,2023,11,5,kingston,0.0,TN,False,True,DTF 9TH JUDICIAL DISTRIC,special_jurisdiction,0.0,145,39620,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TN0792000,2023,7,5,memphis,0.0,TN,False,True,WEST TN VIOLENT CRIME TF,special_jurisdiction,0.0,157,48000,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TN0820600,2023,10,5,blountville,0.0,TN,False,True,DTF 2ND JUDICIAL DISTRIC,special_jurisdiction,0.0,163,06740,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TN0830700,2023,12,5,gallatin,0.0,TN,False,True,DTF 18TH JUDICIAL DISTRI,special_jurisdiction,0.0,165,99165,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TN0850200,2023,10,5,hartsville,0.0,TN,False,True,DTF 15TH JUDICIAL DISTRI,special_jurisdiction,0.0,169,32720,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TN0890300,2023,2,5,mcminnville,0.0,TN,False,True,DTF 31ST JUDICIAL DISTRI,special_jurisdiction,0.0,177,45100,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TN0940400,2023,1,5,franklin,0.0,TN,False,True,DTF 21ST JUDICIAL DISTRI,special_jurisdiction,0.0,187,27740,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0031500,2023,12,5,,0.0,TX,False,True,INDEPENDENT SCHOOL DISTR,unknown,0.0,005,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0050700,2023,4,5,,0.0,TX,False,True,ARCHER COUNTY CONSTABLE,unknown,0.0,009,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0080300,2023,4,5,,0.0,TX,False,True,AUSTIN COUNTY CONSTABLE,unknown,0.0,015,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0080400,2023,4,5,,0.0,TX,False,True,AUSTIN COUNTY CONSTABLE,unknown,0.0,015,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0080600,2023,4,5,,0.0,TX,False,True,AUSTIN COUNTY CONSTABLE,unknown,0.0,015,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0110500,2023,4,5,,0.0,TX,False,True,BASTROP COUNTY CONSTABLE,unknown,0.0,021,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0142300,2023,10,university or college,,0.0,TX,False,True,TX A M UN CENTRAL TEXAS,special_jurisdiction,0.0,027,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0180300,2023,4,5,,0.0,TX,False,True,BOSQUE COUNTY CONSTABLE,unknown,0.0,035,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0181000,2023,4,5,,0.0,TX,False,True,BOSQUE COUNTY CONSTABLE,unknown,0.0,035,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0181200,2023,12,5,,0.0,TX,False,True,ISD KOPPERL,unknown,0.0,035,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0190700,2023,12,5,,0.0,TX,False,True,BOWIE COUNTY CONSTABLE,unknown,0.0,037,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0191100,2023,12,5,,0.0,TX,False,True,BOWIE COUNTY CONSTABLE,unknown,0.0,037,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0191200,2023,4,5,,0.0,TX,False,True,BOWIE COUNTY CONSTABLE,unknown,0.0,037,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0191400,2023,4,university or college,,0.0,TX,False,True,TEXARKANA COLLEGE,special_jurisdiction,0.0,037,72368,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0191700,2023,4,university or college,,0.0,TX,False,True,TEXAS A M UNIVERSITY TE,special_jurisdiction,0.0,037,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0192000,2023,5,5,,0.0,TX,False,True,INDEPENDENT SCHOOL DISTR,unknown,0.0,037,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0192300,2023,4,5,,0.0,TX,False,True,INDEPENDENT SCHOOL DISTR,unknown,0.0,037,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0192400,2023,4,5,,0.0,TX,False,True,INDEPENDENT SCHOOL DISTR,unknown,0.0,037,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0201700,2023,12,university or college,alvin,0.0,TX,False,True,ALVIN COMMUNITY COLLEGE,special_jurisdiction,0.0,039,02272,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0202000,2023,5,5,,0.0,TX,False,True,BRAZORIA COUNTY CONSTABL,unknown,0.0,039,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0202200,2023,5,5,,0.0,TX,False,True,BRAZORIA COUNTY CONSTABL,unknown,0.0,039,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0210300,2023,3,5,,0.0,TX,False,True,BRAZOS COUNTY CONSTABLE,constable_marshal,0.0,041,99041,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0210500,2023,7,5,,0.0,TX,False,True,BRAZOS COUNTY CONSTABLE,unknown,0.0,041,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0210600,2023,3,5,,0.0,TX,False,True,BRAZOS COUNTY CONSTABLE,unknown,0.0,041,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0210700,2023,4,5,,0.0,TX,False,True,BRAZOS COUNTY CONSTABLE,unknown,0.0,041,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0250400,2023,2,5,,0.0,TX,False,True,BROWN COUNTY CONSTABLE,unknown,0.0,049,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0250500,2023,4,5,,0.0,TX,False,True,BROWN COUNTY CONSTABLE,unknown,0.0,049,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0250600,2023,1,5,,0.0,TX,False,True,BROWN COUNTY CONSTABLE,unknown,0.0,049,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0250700,2023,4,5,,0.0,TX,False,True,BROWN COUNTY CONSTABLE,unknown,0.0,049,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0270500,2023,4,5,,0.0,TX,False,True,BURNET COUNTY CONSTABLE,unknown,0.0,053,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0270800,2023,1,5,,0.0,TX,False,True,BURNET COUNTY CONSTABLE,unknown,0.0,053,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0271000,2023,4,5,,0.0,TX,False,True,BURNET COUNTY CONSTABLE,unknown,0.0,053,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0290400,2023,4,5,,0.0,TX,False,True,CALHOUN COUNTY CONSTABLE,unknown,0.0,057,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0290600,2023,4,5,,0.0,TX,False,True,CALHOUN COUNTY CONSTABLE,unknown,0.0,057,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0312100,2023,4,5,,0.0,TX,False,True,CAMERON COUNTY CONSTABLE,unknown,0.0,061,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0313100,2023,12,5,,0.0,TX,False,True,INDEPENDENT SCHOOL DISTR,unknown,0.0,061,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0342000,2023,2,5,,0.0,TX,False,True,INDEPENDENT SCHOOL DISTR,unknown,0.0,067,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX034210X,2023,4,5,,0.0,TX,False,False,,unknown,0.0,067,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,True
TX0370500,2023,1,5,,0.0,TX,False,True,CHEROKEE COUNTY CONSTABL,unknown,0.0,073,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0370600,2023,4,5,,0.0,TX,False,True,CHEROKEE COUNTY CONSTABL,unknown,0.0,073,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0410200,2023,4,5,,0.0,TX,False,True,COKE COUNTY CONSTABLE P,unknown,0.0,081,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0420300,2023,4,5,,0.0,TX,False,True,COLEMAN COUNTY CONSTABLE,unknown,0.0,083,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0431000,2023,6,5,,0.0,TX,False,True,COLLIN COUNTY CONSTABLE,constable_marshal,0.0,085,99085,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0431200,2023,9,5,,0.0,TX,False,True,COLLIN COUNTY CONSTABLE,unknown,0.0,085,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0431300,2023,5,5,,0.0,TX,False,True,COLLIN COUNTY CONSTABLE,unknown,0.0,085,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0431500,2023,4,5,,0.0,TX,False,True,COLLIN COUNTY CONSTABLE,constable_marshal,0.0,085,99085,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0460200,2023,3,5,,0.0,TX,False,True,COMAL COUNTY CONSTABLE,unknown,0.0,091,99091,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0460300,2023,4,5,,0.0,TX,False,True,COMAL COUNTY CONSTABLE,unknown,0.0,091,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0460400,2023,4,5,,0.0,TX,False,True,COMAL COUNTY CONSTABLE,unknown,0.0,091,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0460500,2023,5,5,,0.0,TX,False,True,COMAL COUNTY CONSTABLE,constable_marshal,0.0,091,99091,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0480300,2023,3,5,,0.0,TX,False,True,CONCHO COUNTY CONSTABLE,constable_marshal,0.0,095,99095,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0490300,2023,4,5,,0.0,TX,False,True,COOKE COUNTY CONSTABLE,unknown,0.0,097,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0491200,2023,4,5,,0.0,TX,False,True,COOKE COUNTY CONSTABLE,unknown,0.0,097,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0530200,2023,4,5,,0.0,TX,False,True,CROCKETT COUNTY CONSTABL,unknown,0.0,105,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0573900,2023,4,5,,0.0,TX,False,True,DALLAS COUNTY CONSTABLE,constable_marshal,0.0,113,99113,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0578400,2023,12,5,,0.0,TX,False,True,ISD HIGHLAND PARK,unknown,0.0,113,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0579000,2023,12,university or college,,0.0,TX,False,True,DALLAS COUNTY COMM COLLE,special_jurisdiction,0.0,113,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0600700,2023,4,5,,0.0,TX,False,True,INDEPENDENT SCHOOL DISTR,unknown,0.0,119,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0611700,2023,6,5,,0.0,TX,False,True,DENTON COUNTY CONSTABLE,constable_marshal,0.0,121,99121,srs_agency_header,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0611900,2023,6,5,,0.0,TX,False,True,DENTON COUNTY CONSTABLE,unknown,0.0,121,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0612100,2023,6,5,,0.0,TX,False,True,DENTON COUNTY CONSTABLE,unknown,0.0,121,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0613300,2023,4,5,,0.0,TX,False,True,DENTON COUNTY CONSTABLE,unknown,0.0,121,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0614500,2023,12,5,,0.0,TX,False,True,ISD AUBREY,unknown,0.0,121,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0614800,2023,12,5,,0.0,TX,False,True,INDEPENDENT SCHOOL DISTR,unknown,0.0,121,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0615200,2023,12,5,,0.0,TX,False,True,INDEPENDENT SCHOOL DISTR,unknown,0.0,121,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0670600,2023,4,5,,0.0,TX,False,True,EASTLAND COUNTY CONSTABL,unknown,0.0,133,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
TX0670700,2023,2,5,,0.0,TX,False,True,EASTLAND COUNTY CONSTABL,unknown,0.0,133,,fbi_cde_agency_roster,nibrs_submitted_year_absent_from_lane_reads_as_missing_not_zero,False
