ori9,state_abbr,agency_name_std,agency_type_norm,population_latest_nibrs,offense,months,preferred_count,implied_full_year_if_annualized,understatement,reporting_regime,preferred_source
WI0690400,WI,MANAWA,local_police,1408.0,burglary,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0690400,WI,MANAWA,local_police,1408.0,motor_vehicle_theft,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0451300,OH,UTICA,local_police,2293.0,motor_vehicle_theft,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0451300,OH,UTICA,local_police,2293.0,larceny,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0690400,WI,MANAWA,local_police,1408.0,murder,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0451300,OH,UTICA,local_police,2293.0,aggravated_assault,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0690400,WI,MANAWA,local_police,1408.0,robbery,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0620500,OH,GENOA,local_police,2284.0,larceny,4.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0620500,OH,GENOA,local_police,2284.0,murder,4.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0300300,WI,UNIV OF WI PARKSIDE,special_jurisdiction,0.0,motor_vehicle_theft,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0390200,WI,WESTFIELD,local_police,1336.0,rape,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0773000,OH,SAGAMORE HILLS,local_police,10956.0,rape,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0773000,OH,SAGAMORE HILLS,local_police,10956.0,murder,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0773000,OH,SAGAMORE HILLS,local_police,10956.0,motor_vehicle_theft,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0380500,WI,CRIVITZ,local_police,1101.0,murder,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0380500,WI,CRIVITZ,local_police,1101.0,rape,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0773000,OH,SAGAMORE HILLS,local_police,10956.0,burglary,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0773000,OH,SAGAMORE HILLS,local_police,10956.0,aggravated_assault,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0772700,OH,COPLEY TOWNSHIP,local_police,18287.0,robbery,8.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0772700,OH,COPLEY TOWNSHIP,local_police,18287.0,rape,8.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0380500,WI,CRIVITZ,local_police,1101.0,robbery,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0772700,OH,COPLEY TOWNSHIP,local_police,18287.0,murder,8.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0390200,WI,WESTFIELD,local_police,1336.0,aggravated_assault,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0772700,OH,COPLEY TOWNSHIP,local_police,18287.0,aggravated_assault,8.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0771900,OH,REMINDERVILLE,local_police,5398.0,robbery,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0390200,WI,WESTFIELD,local_police,1336.0,burglary,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0771900,OH,REMINDERVILLE,local_police,5398.0,murder,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0771900,OH,REMINDERVILLE,local_police,5398.0,motor_vehicle_theft,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0773000,OH,SAGAMORE HILLS,local_police,10956.0,robbery,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0380500,WI,CRIVITZ,local_police,1101.0,motor_vehicle_theft,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0380500,WI,CRIVITZ,local_police,1101.0,larceny,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0370700,WI,SPENCER,local_police,1908.0,robbery,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0790100,OH,DENNISON,local_police,2658.0,motor_vehicle_theft,5.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0790100,OH,DENNISON,local_police,2658.0,larceny,5.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0790100,OH,DENNISON,local_police,2658.0,burglary,5.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
SC0101300,SC,STATE PORTS AUTHORITY,special_jurisdiction,0.0,burglary,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0782600,OH,KINSMAN,local_police,1711.0,rape,6.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0782600,OH,KINSMAN,local_police,1711.0,murder,6.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0370700,WI,SPENCER,local_police,1908.0,murder,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0371300,WI,EVEREST METROPOLITAN,local_police,18014.0,murder,5.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0380500,WI,CRIVITZ,local_police,1101.0,burglary,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0371300,WI,EVEREST METROPOLITAN,local_police,18014.0,robbery,5.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0371500,WI,MOUNTAIN BAY METROPOLITA,local_police,23701.0,motor_vehicle_theft,8.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0781300,OH,BROOKFIELD TOWNSHIP,local_police,8434.0,robbery,4.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0371500,WI,MOUNTAIN BAY METROPOLITA,local_police,23701.0,murder,8.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0781300,OH,BROOKFIELD TOWNSHIP,local_police,8434.0,murder,4.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0371500,WI,MOUNTAIN BAY METROPOLITA,local_police,23701.0,rape,8.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0371500,WI,MOUNTAIN BAY METROPOLITA,local_police,23701.0,robbery,8.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0390200,WI,WESTFIELD,local_police,1336.0,murder,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0771900,OH,REMINDERVILLE,local_police,5398.0,burglary,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0762100,OH,MARLBORO TOWNSHIP,local_police,4369.0,robbery,8.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0771900,OH,REMINDERVILLE,local_police,5398.0,aggravated_assault,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0770400,OH,FAIRLAWN,local_police,7674.0,murder,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0390400,WI,OXFORD,local_police,604.0,robbery,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0390500,WI,ENDEAVOR,local_police,465.0,aggravated_assault,6.0,0.0,0.0,0.0,annual_only_but_usable,nibrs_srs_equivalent_annual
OH0763000,OH,MAGNOLIA,local_police,1014.0,robbery,8.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0763000,OH,MAGNOLIA,local_police,1014.0,rape,8.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0763000,OH,MAGNOLIA,local_police,1014.0,murder,8.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0763000,OH,MAGNOLIA,local_police,1014.0,motor_vehicle_theft,8.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0390500,WI,ENDEAVOR,local_police,465.0,burglary,6.0,0.0,0.0,0.0,annual_only_but_usable,nibrs_srs_equivalent_annual
OH0763000,OH,MAGNOLIA,local_police,1014.0,burglary,8.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0390500,WI,ENDEAVOR,local_police,465.0,motor_vehicle_theft,6.0,0.0,0.0,0.0,annual_only_but_usable,nibrs_srs_equivalent_annual
OH0763000,OH,MAGNOLIA,local_police,1014.0,aggravated_assault,8.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0762700,OH,STARK COUNTY PARK DISTRI,unknown,0.0,robbery,8.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0762700,OH,STARK COUNTY PARK DISTRI,unknown,0.0,rape,8.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0762700,OH,STARK COUNTY PARK DISTRI,unknown,0.0,murder,8.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0762700,OH,STARK COUNTY PARK DISTRI,unknown,0.0,motor_vehicle_theft,8.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0390500,WI,ENDEAVOR,local_police,465.0,murder,6.0,0.0,0.0,0.0,annual_only_but_usable,nibrs_srs_equivalent_annual
OH0762700,OH,STARK COUNTY PARK DISTRI,unknown,0.0,burglary,8.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0770400,OH,FAIRLAWN,local_police,7674.0,rape,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0770400,OH,FAIRLAWN,local_police,7674.0,robbery,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0390400,WI,OXFORD,local_police,604.0,rape,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0771500,OH,BOSTON HEIGHTS,local_police,1393.0,aggravated_assault,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0771500,OH,BOSTON HEIGHTS,local_police,1393.0,robbery,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0771500,OH,BOSTON HEIGHTS,local_police,1393.0,rape,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0771500,OH,BOSTON HEIGHTS,local_police,1393.0,murder,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0390200,WI,WESTFIELD,local_police,1336.0,robbery,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0390300,WI,NESHKORO,local_police,429.0,aggravated_assault,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0390300,WI,NESHKORO,local_police,429.0,burglary,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0771500,OH,BOSTON HEIGHTS,local_police,1393.0,burglary,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0770700,OH,MACEDONIA,local_police,12248.0,robbery,7.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0390400,WI,OXFORD,local_police,604.0,murder,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0390300,WI,NESHKORO,local_police,429.0,motor_vehicle_theft,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0390300,WI,NESHKORO,local_police,429.0,murder,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0390300,WI,NESHKORO,local_police,429.0,rape,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0770700,OH,MACEDONIA,local_police,12248.0,murder,7.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0390300,WI,NESHKORO,local_police,429.0,robbery,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0390400,WI,OXFORD,local_police,604.0,aggravated_assault,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0390400,WI,OXFORD,local_police,604.0,motor_vehicle_theft,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0790100,OH,DENNISON,local_police,2658.0,murder,5.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0790100,OH,DENNISON,local_police,2658.0,robbery,5.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0790900,OH,BOLIVAR,local_police,989.0,aggravated_assault,3.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0370700,WI,SPENCER,local_police,1908.0,burglary,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0840200,OH,MARIETTA,local_police,13618.0,murder,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0831500,OH,WAYNESVILLE,local_police,3297.0,robbery,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0831500,OH,WAYNESVILLE,local_police,3297.0,murder,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0831500,OH,WAYNESVILLE,local_police,3297.0,motor_vehicle_theft,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0330200,WI,BLANCHARDVILLE,local_police,833.0,murder,4.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0831500,OH,WAYNESVILLE,local_police,3297.0,aggravated_assault,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0330200,WI,BLANCHARDVILLE,local_police,833.0,robbery,4.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0330400,WI,SHULLSBURG,local_police,1203.0,aggravated_assault,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0830800,OH,CARLISLE,local_police,5818.0,rape,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0830800,OH,CARLISLE,local_police,5818.0,murder,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0330400,WI,SHULLSBURG,local_police,1203.0,burglary,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0330400,WI,SHULLSBURG,local_police,1203.0,motor_vehicle_theft,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0830800,OH,CARLISLE,local_police,5818.0,burglary,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0330400,WI,SHULLSBURG,local_police,1203.0,murder,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0820100,OH,MCARTHUR,local_police,1754.0,robbery,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0820100,OH,MCARTHUR,local_police,1754.0,rape,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0820100,OH,MCARTHUR,local_police,1754.0,murder,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0840200,OH,MARIETTA,local_police,13618.0,robbery,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0840400,OH,BEVERLY,local_police,1339.0,aggravated_assault,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0840400,OH,BEVERLY,local_police,1339.0,motor_vehicle_theft,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0330200,WI,BLANCHARDVILLE,local_police,833.0,motor_vehicle_theft,4.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0300300,WI,UNIV OF WI PARKSIDE,special_jurisdiction,0.0,murder,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0300300,WI,UNIV OF WI PARKSIDE,special_jurisdiction,0.0,rape,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0300300,WI,UNIV OF WI PARKSIDE,special_jurisdiction,0.0,robbery,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0850700,OH,CRESTON,local_police,2200.0,burglary,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0850700,OH,CRESTON,local_police,2200.0,aggravated_assault,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0330200,WI,BLANCHARDVILLE,local_police,833.0,aggravated_assault,4.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0330200,WI,BLANCHARDVILLE,local_police,833.0,burglary,4.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0850400,OH,APPLE CREEK,local_police,1194.0,robbery,3.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0840400,OH,BEVERLY,local_police,1339.0,murder,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0850400,OH,APPLE CREEK,local_police,1194.0,rape,3.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0850400,OH,APPLE CREEK,local_police,1194.0,murder,3.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0850400,OH,APPLE CREEK,local_police,1194.0,motor_vehicle_theft,3.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0850400,OH,APPLE CREEK,local_police,1194.0,burglary,3.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0850400,OH,APPLE CREEK,local_police,1194.0,aggravated_assault,3.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0840400,OH,BEVERLY,local_police,1339.0,robbery,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0840400,OH,BEVERLY,local_police,1339.0,rape,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0820100,OH,MCARTHUR,local_police,1754.0,motor_vehicle_theft,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0330400,WI,SHULLSBURG,local_police,1203.0,robbery,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0360600,WI,CLEVELAND,local_police,1599.0,burglary,2.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0791800,OH,STRASBURG,local_police,2760.0,larceny,7.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0791800,OH,STRASBURG,local_police,2760.0,robbery,7.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0370400,WI,ATHENS,local_police,1086.0,motor_vehicle_theft,5.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0370400,WI,ATHENS,local_police,1086.0,murder,5.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0791800,OH,STRASBURG,local_police,2760.0,murder,7.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0370400,WI,ATHENS,local_police,1086.0,rape,5.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0370400,WI,ATHENS,local_police,1086.0,robbery,5.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0791800,OH,STRASBURG,local_police,2760.0,motor_vehicle_theft,7.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0791800,OH,STRASBURG,local_police,2760.0,burglary,7.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0792100,OH,MUSKINGUM WATERSHED C D,unknown,0.0,burglary,7.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0791800,OH,STRASBURG,local_police,2760.0,aggravated_assault,7.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0790900,OH,BOLIVAR,local_police,989.0,robbery,3.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0790900,OH,BOLIVAR,local_police,989.0,rape,3.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0790900,OH,BOLIVAR,local_police,989.0,murder,3.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0790900,OH,BOLIVAR,local_police,989.0,motor_vehicle_theft,3.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0790900,OH,BOLIVAR,local_police,989.0,larceny,3.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0370700,WI,SPENCER,local_police,1908.0,aggravated_assault,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0792100,OH,MUSKINGUM WATERSHED C D,unknown,0.0,aggravated_assault,7.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0370400,WI,ATHENS,local_police,1086.0,burglary,5.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0360600,WI,CLEVELAND,local_police,1599.0,larceny,2.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0360600,WI,CLEVELAND,local_police,1599.0,rape,2.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0820100,OH,MCARTHUR,local_police,1754.0,aggravated_assault,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0800200,OH,RICHWOOD,local_police,2588.0,robbery,8.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0800200,OH,RICHWOOD,local_police,2588.0,rape,8.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0360600,WI,CLEVELAND,local_police,1599.0,motor_vehicle_theft,2.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0800200,OH,RICHWOOD,local_police,2588.0,murder,8.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0360600,WI,CLEVELAND,local_police,1599.0,murder,2.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0800200,OH,RICHWOOD,local_police,2588.0,motor_vehicle_theft,8.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0360600,WI,CLEVELAND,local_police,1599.0,robbery,2.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0370100,WI,ROTHSCHILD,local_police,5522.0,robbery,5.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0800200,OH,RICHWOOD,local_police,2588.0,aggravated_assault,8.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0370100,WI,ROTHSCHILD,local_police,5522.0,motor_vehicle_theft,5.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0792100,OH,MUSKINGUM WATERSHED C D,unknown,0.0,robbery,7.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0370100,WI,ROTHSCHILD,local_police,5522.0,murder,5.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0792100,OH,MUSKINGUM WATERSHED C D,unknown,0.0,rape,7.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0792100,OH,MUSKINGUM WATERSHED C D,unknown,0.0,murder,7.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0792100,OH,MUSKINGUM WATERSHED C D,unknown,0.0,motor_vehicle_theft,7.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0762700,OH,STARK COUNTY PARK DISTRI,unknown,0.0,aggravated_assault,8.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0762100,OH,MARLBORO TOWNSHIP,local_police,4369.0,rape,8.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0560600,WI,HAMMOND,local_police,1887.0,burglary,8.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0640700,OH,JUNCTION CITY,local_police,806.0,aggravated_assault,2.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0480500,WI,ELMWOOD,local_police,806.0,murder,1.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0480500,WI,ELMWOOD,local_police,806.0,robbery,1.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0490200,WI,ST CROIX FALLS,local_police,2263.0,murder,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0490200,WI,ST CROIX FALLS,local_police,2263.0,robbery,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0490700,WI,OSCEOLA,local_police,2910.0,motor_vehicle_theft,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0650300,OH,COMMERCIAL POINT,local_police,3260.0,aggravated_assault,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0490700,WI,OSCEOLA,local_police,2910.0,murder,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0641100,OH,SOMERSET,local_police,1470.0,robbery,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0641100,OH,SOMERSET,local_police,1470.0,rape,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0641100,OH,SOMERSET,local_police,1470.0,murder,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0641100,OH,SOMERSET,local_police,1470.0,motor_vehicle_theft,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0490700,WI,OSCEOLA,local_police,2910.0,robbery,10.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0641100,OH,SOMERSET,local_police,1470.0,burglary,9.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0521300,WI,WATERFORD TOWN,local_police,6526.0,aggravated_assault,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0640700,OH,JUNCTION CITY,local_police,806.0,robbery,2.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0640700,OH,JUNCTION CITY,local_police,806.0,rape,2.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0640700,OH,JUNCTION CITY,local_police,806.0,murder,2.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0480500,WI,ELMWOOD,local_police,806.0,motor_vehicle_theft,1.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0480500,WI,ELMWOOD,local_police,806.0,larceny,1.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0650300,OH,COMMERCIAL POINT,local_police,3260.0,murder,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0660600,OH,PIKETON,local_police,2188.0,robbery,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0670200,OH,GARRETTSVILLE,local_police,2475.0,robbery,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0670200,OH,GARRETTSVILLE,local_police,2475.0,rape,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
WI0480400,WI,SPRING VALLEY,local_police,1430.0,larceny,8.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
OH0670200,OH,GARRETTSVILLE,local_police,2475.0,murder,11.0,0.0,0.0,0.0,true_partial,nibrs_srs_equivalent_annual
