ori9,state_abbr,agency_name_std,agency_type_norm,population_latest_nibrs,offense,months,preferred_count,implied_full_year_if_annualized,understatement,reporting_regime,preferred_source
OR012SP00,OR,SP GRANT COUNTY,state_law_enforcement,0.0,aggravated_assault,11.0,5.0,5.454545454545454,0.45454545454545414,true_partial,nibrs_srs_equivalent_annual
GA0850300,GA,GORDON STATE COLLEGE,special_jurisdiction,0.0,larceny,11.0,5.0,5.454545454545454,0.45454545454545414,true_partial,nibrs_srs_equivalent_annual
FL0521200,FL,REDINGTON BEACHES,local_police,1488.0,burglary,11.0,5.0,5.454545454545454,0.45454545454545414,true_partial,nibrs_srs_equivalent_annual
KS0100000,KS,CHAUTAUQUA,sheriff,1943.0,larceny,11.0,5.0,5.454545454545454,0.45454545454545414,true_partial,nibrs_srs_equivalent_annual
FL0521200,FL,REDINGTON BEACHES,local_police,1488.0,larceny,11.0,5.0,5.454545454545454,0.45454545454545414,true_partial,nibrs_srs_equivalent_annual
TN0270500,TN,BRADFORD,local_police,990.0,larceny,11.0,5.0,5.454545454545454,0.45454545454545414,true_partial,nibrs_srs_equivalent_annual
MO1080300,MO,LICKING,local_police,3094.0,burglary,11.0,5.0,5.454545454545454,0.45454545454545414,true_partial,nibrs_srs_equivalent_annual
GA0960400,GA,OGLETHORPE,local_police,1160.0,aggravated_assault,11.0,5.0,5.454545454545454,0.45454545454545414,true_partial,nibrs_srs_equivalent_annual
TN0270800,TN,RUTHERFORD,local_police,1140.0,larceny,11.0,5.0,5.454545454545454,0.45454545454545414,true_partial,nibrs_srs_equivalent_annual
ND0350100,ND,RUGBY,local_police,2679.0,motor_vehicle_theft,11.0,5.0,5.454545454545454,0.45454545454545414,true_partial,nibrs_srs_equivalent_annual
SC0190200,SC,JOHNSTON,local_police,2397.0,burglary,11.0,5.0,5.454545454545454,0.45454545454545414,true_partial,nibrs_srs_equivalent_annual
OR0020400,OR,OREGON STATE UNIVERSITY,special_jurisdiction,0.0,burglary,11.0,5.0,5.454545454545454,0.45454545454545414,true_partial,nibrs_srs_equivalent_annual
MO0261700,MO,CAPITOL POLICE,special_jurisdiction,0.0,larceny,11.0,5.0,5.454545454545454,0.45454545454545414,true_partial,nibrs_srs_equivalent_annual
IL0980400,IL,MORRISON,local_police,4054.0,aggravated_assault,11.0,5.0,5.454545454545454,0.45454545454545414,true_partial,nibrs_srs_equivalent_annual
ND0520000,ND,WELLS,sheriff,2319.0,larceny,11.0,5.0,5.454545454545454,0.45454545454545414,true_partial,nibrs_srs_equivalent_annual
TX1720200,TX,LONE STAR,local_police,1497.0,burglary,11.0,5.0,5.454545454545454,0.45454545454545414,true_partial,nibrs_srs_equivalent_annual
KS0050100,KS,ELLINWOOD,local_police,1992.0,larceny,11.0,5.0,5.454545454545454,0.45454545454545414,true_partial,nibrs_srs_equivalent_annual
MO1040300,MO,BLOOMFIELD,local_police,1851.0,burglary,11.0,5.0,5.454545454545454,0.45454545454545414,true_partial,nibrs_srs_equivalent_annual
WV0180100,WV,RAVENSWOOD,local_police,3838.0,aggravated_assault,11.0,5.0,5.454545454545454,0.45454545454545414,true_partial,nibrs_srs_equivalent_annual
IN0290300,IN,SHERIDAN,local_police,3449.0,burglary,11.0,5.0,5.454545454545454,0.45454545454545414,true_partial,nibrs_srs_equivalent_annual
AL0620300,AL,CAMP HILL,local_police,977.0,larceny,11.0,5.0,5.454545454545454,0.45454545454545414,true_partial,nibrs_srs_equivalent_annual
OH0670200,OH,GARRETTSVILLE,local_police,2475.0,larceny,11.0,5.0,5.454545454545454,0.45454545454545414,true_partial,nibrs_srs_equivalent_annual
SC0370500,SC,SALEM,local_police,154.0,larceny,11.0,5.0,5.454545454545454,0.45454545454545414,true_partial,nibrs_srs_equivalent_annual
MO1040300,MO,BLOOMFIELD,local_police,1851.0,larceny,11.0,5.0,5.454545454545454,0.45454545454545414,true_partial,nibrs_srs_equivalent_annual
OK0611400,OK,HAILEYVILLE,local_police,760.0,aggravated_assault,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
IN0220200,IN,INDIANA UNIV SOUTHEAST,special_jurisdiction,0.0,aggravated_assault,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
WI0200300,WI,CAMPBELLSPORT,local_police,1969.0,larceny,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
WI0100600,WI,GREENWOOD,local_police,1136.0,aggravated_assault,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
NJ0073100,NJ,ESSEX COUNTY COLLEGE,special_jurisdiction,0.0,motor_vehicle_theft,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
WI0330400,WI,SHULLSBURG,local_police,1203.0,rape,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
OK0612100,OK,SAVANNA,local_police,653.0,aggravated_assault,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
TX0312500,TX,PALM VALLEY,local_police,1384.0,larceny,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
GA0100400,GA,ENIGMA,local_police,1354.0,larceny,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
VA0710100,VA,CHATHAM,local_police,1434.0,larceny,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
ALLEA0000,AL,ALABAMA LAW ENFORCEMENT,unknown,0.0,burglary,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
NC0160900,NC,INDIAN BEACH,local_police,231.0,larceny,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
MI4214200,MI,KEWEENAW,sheriff,2242.0,burglary,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
WI0137800,WI,CAPITOL POLICE,special_jurisdiction,0.0,aggravated_assault,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
KS0170000,KS,COMANCHE,sheriff,977.0,rape,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
TN0472200,TN,PELLISSIPPI ST COMM COL,special_jurisdiction,0.0,burglary,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
NM0290500,NM,TAOS SKI VALLEY,local_police,82.0,aggravated_assault,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
NM0290500,NM,TAOS SKI VALLEY,local_police,82.0,burglary,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
MI4214200,MI,KEWEENAW,sheriff,2242.0,motor_vehicle_theft,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
WADI06800,WA,TULALIP TRIBAL,local_police,0.0,rape,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
NJ0032600,NJ,NEW HANOVER TOWNSHIP,local_police,8123.0,burglary,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
CO0260000,CO,GUNNISON,sheriff,8238.0,aggravated_assault,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
OH0502100,OH,JACKSON TOWNSHIP,local_police,2098.0,burglary,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
ND0380000,ND,RENVILLE,sheriff,2433.0,aggravated_assault,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
OH0390700,OH,MONROEVILLE,local_police,1358.0,aggravated_assault,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
GA060240X,GA,ATLANTA,unknown,0.0,robbery,10.0,2.0,2.4,0.3999999999999999,annual_only_but_usable,nibrs_srs_equivalent_annual
VA0530200,VA,MIDDLEBURG,local_police,879.0,burglary,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
NC0100100,NC,OAK ISLAND,local_police,9838.0,rape,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
NB0410000,NE,HAMILTON,sheriff,4972.0,rape,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
VA0530200,VA,MIDDLEBURG,local_police,879.0,larceny,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
NC0922600,NC,SPR FALLS LAKE REC AREA,special_jurisdiction,0.0,burglary,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
NB0410000,NE,HAMILTON,sheriff,4972.0,aggravated_assault,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
TN0070100,TN,JELLICO,local_police,2198.0,motor_vehicle_theft,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
NC0922600,NC,SPR FALLS LAKE REC AREA,special_jurisdiction,0.0,larceny,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
SC0210300,SC,COWARD,local_police,773.0,aggravated_assault,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
AR0590100,AR,HAZEN,local_police,1418.0,motor_vehicle_theft,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
ND0230000,ND,LAMOURE,sheriff,4035.0,burglary,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
AR0620600,AR,MADISON,local_police,721.0,larceny,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
NC0620300,NC,CANDOR,local_police,826.0,larceny,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
NC0620300,NC,CANDOR,local_police,826.0,motor_vehicle_theft,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
OK0361800,OK,KAW TRIBAL,local_police,0.0,aggravated_assault,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
GA0910000,GA,LONG,sheriff,19003.0,rape,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
KS0871400,KS,MOUNT HOPE,local_police,805.0,burglary,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
MO0500100,MO,CRYSTAL CITY,local_police,4726.0,burglary,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
OK0270900,OK,POND CREEK,local_police,894.0,motor_vehicle_theft,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
ND0290200,ND,HAZEN,local_police,2366.0,aggravated_assault,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
MI7107100,MI,SP PRESQUE ISLE COUNTY,state_law_enforcement,0.0,larceny,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
MO0580000,MO,LINN,sheriff,5264.0,larceny,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
AR0590100,AR,HAZEN,local_police,1418.0,aggravated_assault,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
KS0871400,KS,MOUNT HOPE,local_police,805.0,larceny,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
MO0130300,MO,HAMILTON,local_police,1694.0,rape,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
AR0590100,AR,HAZEN,local_police,1418.0,burglary,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
OH0880100,OH,CAREY,local_police,3564.0,burglary,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
MI7107100,MI,SP PRESQUE ISLE COUNTY,state_law_enforcement,0.0,rape,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
OH0880100,OH,CAREY,local_police,3564.0,larceny,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
MO0580000,MO,LINN,sheriff,5264.0,aggravated_assault,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
MO1030000,MO,SHELBY,sheriff,4394.0,burglary,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
MI7107100,MI,SP PRESQUE ISLE COUNTY,state_law_enforcement,0.0,motor_vehicle_theft,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
NC0620300,NC,CANDOR,local_police,826.0,burglary,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
AL0210200,AL,CASTLEBERRY,local_police,548.0,burglary,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
MO0930200,MO,OSCEOLA,local_police,983.0,rape,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
SC0321600,SC,MIDLANDS TECHNICAL COLLE,special_jurisdiction,0.0,burglary,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
MI3273800,MI,SEBEWAING,local_police,1718.0,burglary,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
OH0700700,OH,LEXINGTON,local_police,4863.0,larceny,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
NC0840600,NC,SPR MORROW MOUNTAIN,special_jurisdiction,0.0,larceny,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
NC0310700,NC,MAGNOLIA,local_police,954.0,motor_vehicle_theft,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
OH0291400,OH,CENTRAL STATE UNIVERSITY,special_jurisdiction,0.0,larceny,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
OH0572700,OH,JACKSON TOWNSHIP,local_police,3685.0,larceny,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
AL0080300,AL,CLEVELAND,local_police,1316.0,larceny,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
NJ0160900,NJ,POMPTON LAKES,local_police,11374.0,burglary,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
MO0930200,MO,OSCEOLA,local_police,983.0,aggravated_assault,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
NJ0160900,NJ,POMPTON LAKES,local_police,11374.0,aggravated_assault,10.0,2.0,2.4,0.3999999999999999,true_partial,nibrs_srs_equivalent_annual
TX1220000,TX,JEFF DAVIS,sheriff,2265.0,larceny,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
MO0670400,MO,BERTRAND,local_police,756.0,motor_vehicle_theft,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
TN0910100,TN,WAYNESBORO,local_police,2417.0,aggravated_assault,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
KS0580200,KS,MARION,local_police,1937.0,larceny,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
KS0400300,KS,HALSTEAD,local_police,2161.0,aggravated_assault,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
KS0930000,KS,STAFFORD,sheriff,1488.0,aggravated_assault,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
KS0580200,KS,MARION,local_police,1937.0,aggravated_assault,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
KS0560000,KS,LYON,sheriff,7816.0,rape,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
IA0771400,IA,PLEASANT HILL,local_police,12137.0,rape,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
TX1720200,TX,LONE STAR,local_police,1497.0,motor_vehicle_theft,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
MO0220900,MO,NIXA SCHOOLS,unknown,0.0,aggravated_assault,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
KS0400300,KS,HALSTEAD,local_police,2161.0,larceny,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
IA0260100,IA,BLOOMFIELD,local_police,2811.0,aggravated_assault,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
KS0010100,KS,HUMBOLDT,local_police,1844.0,larceny,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
MO0270000,MO,COOPER,sheriff,8443.0,aggravated_assault,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
TX0190300,TX,NASH,local_police,4379.0,burglary,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
WA0220600,WA,ODESSA,local_police,954.0,burglary,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
TX0612500,TX,DOUBLE OAK,local_police,3124.0,larceny,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
KS0930000,KS,STAFFORD,sheriff,1488.0,larceny,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
MO0220400,MO,CLEVER,local_police,3101.0,aggravated_assault,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
TX0310700,TX,PRIMERA,local_police,5405.0,burglary,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
WA0140800,WA,OCEAN SHORES,local_police,7828.0,aggravated_assault,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
WA0140800,WA,OCEAN SHORES,local_police,7828.0,motor_vehicle_theft,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
VA0410100,VA,HALIFAX,local_police,1219.0,larceny,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
MO0190300,MO,DREXEL,local_police,962.0,larceny,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
IL0230100,IL,CHRISMAN,local_police,1266.0,aggravated_assault,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
OH0831500,OH,WAYNESVILLE,local_police,3297.0,larceny,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
AL0540200,AL,GORDO,local_police,1629.0,larceny,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
OH0500600,OH,POLAND VILLAGE,local_police,2432.0,larceny,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
NB0390000,NE,GREELEY,sheriff,2345.0,burglary,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
CO0440300,CO,WIGGINS,local_police,1937.0,larceny,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
TN0290100,TN,RUTLEDGE,local_police,1362.0,burglary,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
OH0660600,OH,PIKETON,local_police,2188.0,aggravated_assault,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
NC0640300,NC,BAILEY,local_police,581.0,burglary,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
ND0210000,ND,HETTINGER,sheriff,2485.0,larceny,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
MO1040300,MO,BLOOMFIELD,local_police,1851.0,aggravated_assault,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
AL0670500,AL,LYNN,local_police,640.0,burglary,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
ND0400100,ND,DUNSEITH,local_police,790.0,burglary,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
AL0130300,AL,LEESBURG,local_police,1021.0,larceny,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
SC0190100,SC,EDGEFIELD,local_police,4831.0,motor_vehicle_theft,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
AK0012100,AK,HAINES,local_police,2624.0,burglary,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
SC0190200,SC,JOHNSTON,local_police,2397.0,aggravated_assault,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
NC0410900,NC,GUILFORD TECHNICAL COMMU,special_jurisdiction,0.0,larceny,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
WV0270300,WV,MASON,local_police,941.0,larceny,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
SC0210400,SC,JOHNSONVILLE,local_police,1494.0,burglary,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
NC0160500,NC,CAPE CARTERET,local_police,2290.0,aggravated_assault,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
SC0220300,SC,PAWLEYS ISLAND,local_police,136.0,larceny,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
OH0151000,OH,NEW WATERFORD,local_police,1186.0,larceny,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
NC0810400,NC,LAKE LURE,local_police,1393.0,larceny,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
AL0230700,AL,RIVER FALLS,local_police,536.0,larceny,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
WVWSP2700,WV,SP GAULEY BRIDGE,state_law_enforcement,0.0,rape,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
MO0860000,MO,PUTNAM,sheriff,3004.0,burglary,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
AL0230300,AL,FLORALA,local_police,1939.0,larceny,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
OH0311700,OH,INDIAN HILL,local_police,6009.0,burglary,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
NB0680000,NE,PERKINS,sheriff,2911.0,aggravated_assault,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
NJ0032900,NJ,PEMBERTON BOROUGH,local_police,1379.0,burglary,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
CO0110000,CO,CONEJOS,sheriff,7294.0,larceny,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
MO0831400,MO,TRACY,local_police,379.0,larceny,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
OR025SP00,OR,SP MORROW COUNTY,state_law_enforcement,0.0,larceny,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
AL0060700,AL,BAKER HILL,local_police,252.0,larceny,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
NH0072800,NH,HILL,local_police,1118.0,larceny,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
MO0890900,MO,ORRICK,local_police,802.0,aggravated_assault,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
OH0412100,OH,CROSS CREEK TOWNSHIP,local_police,5136.0,motor_vehicle_theft,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
AL0281300,AL,VALLEY HEAD,local_police,593.0,larceny,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
GA0850300,GA,GORDON STATE COLLEGE,special_jurisdiction,0.0,burglary,11.0,4.0,4.363636363636363,0.3636363636363633,true_partial,nibrs_srs_equivalent_annual
IL0620300,IL,TOLUCA,local_police,1334.0,aggravated_assault,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
MO0250200,MO,GOWER,local_police,1525.0,burglary,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
OH0181100,OH,BROOKLYN HEIGHTS,local_police,1517.0,burglary,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
MO0250200,MO,GOWER,local_police,1525.0,larceny,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
NC0240300,NC,FAIR BLUFF,local_police,889.0,rape,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
SC0381000,SC,SPRINGFIELD,local_police,488.0,larceny,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
ND0110100,ND,ELLENDALE,local_police,1232.0,burglary,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
NC0240300,NC,FAIR BLUFF,local_police,889.0,robbery,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
NC0930200,NC,WARRENTON,local_police,861.0,motor_vehicle_theft,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
OK0420400,OK,LANGSTON,local_police,1882.0,burglary,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
MO0262100,MO,DPT SCL SRVCS ST TECH AT,special_jurisdiction,0.0,aggravated_assault,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
OK0420400,OK,LANGSTON,local_police,1882.0,aggravated_assault,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
SC040219E,SC,COLUMBIA,special_jurisdiction,0.0,larceny,9.0,1.0,1.3333333333333333,0.33333333333333326,annual_only_but_usable,nibrs_srs_equivalent_annual
OH0185300,OH,VALLEY VIEW,local_police,2005.0,motor_vehicle_theft,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
WA0190600,WA,KITTITAS,local_police,1538.0,larceny,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
SC040219E,SC,COLUMBIA,special_jurisdiction,0.0,motor_vehicle_theft,9.0,1.0,1.3333333333333333,0.33333333333333326,annual_only_but_usable,nibrs_srs_equivalent_annual
WA0190600,WA,KITTITAS,local_police,1538.0,burglary,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
OH0181100,OH,BROOKLYN HEIGHTS,local_police,1517.0,motor_vehicle_theft,9.0,1.0,1.3333333333333333,0.33333333333333326,true_partial,nibrs_srs_equivalent_annual
