ori7c,ori9,state_abbr,state_fips,year,aggravated_assault,burglary,larceny,motor_vehicle_theft,murder,rape,robbery,total,sig,preferred_sources,max_preferred_months,n_usable,agency_name_std,agency_type_norm,population_latest_nibrs,county_fips,place_fips,county_fips_source,cw_n_jurisdictions,cw_weight_sum,cw_relationship,cw_jurisdictions,estimated_count_2024_all_offenses,n_ori9,n_ori7,group_total_sum,group_total_max,group_excess_mass,duplicate_class,match_evidence
PA01321,PA0132100,PA,42,2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,1.0,0,SPR HICKORY RUN,unknown,0.0,025,,fbi_cde_agency_roster,1.0,1.0,overlap,42:statewide_overlap_layer,27.0,31,31,31.0,1.0,30.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA01520,PA0152000,PA,42,2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,2.0,0,BIRMINGHAM TOWNSHIP,local_police,4210.0,029,06544,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4202906544,2.0,31,31,31.0,1.0,30.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA01529,PA0152900,PA,42,2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,3.0,0,HONEY BROOK,local_police,1908.0,029,35528,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4202935528,8.727272727272727,31,31,31.0,1.0,30.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA01604,PA0160400,PA,42,2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,2.0,0,KNOX,local_police,1098.0,031,40272,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4203140272,5.0,31,31,31.0,1.0,30.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA01722,PA0172200,PA,42,2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,2.0,0,BIGLER TOWNSHIP REGIONAL,local_police,1229.0,,,,1.0,1.0,unresolved,42:state_nonmunicipal_remainder,11.106150433660169,31,31,31.0,1.0,30.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA01802,PA0180200,PA,42,2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,1.0,0,RENOVO,local_police,1219.0,035,64200,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4203564200,43.0,31,31,31.0,1.0,30.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA02615,PA0261500,PA,42,2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,1.0,0,LUZERNE TOWNSHIP,local_police,5940.0,051,45560,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4205145560,0.0,31,31,31.0,1.0,30.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA02818,PA0281800,PA,42,2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,1.0,0,GREENCASTLE ANTRIM SCHOO,unknown,0.0,,,,1.0,1.0,overlap,42:statewide_overlap_layer,,31,31,31.0,1.0,30.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA03304,PA0330400,PA,42,2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,4.0,0,REYNOLDSVILLE,local_police,2660.0,065,64376,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4206564376,12.0,31,31,31.0,1.0,30.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA03515,PA0351500,PA,42,2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,1.0,0,DALTON,local_police,1294.0,069,18088,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4206918088,30.0,31,31,31.0,1.0,30.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA03706,PA0370600,PA,42,2022,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0|0|0|0|0|5|0,srs_return_a_annual,5.0,0,NEW WILMINGTON,local_police,2188.0,073,54352,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4207354352,34.0,7,7,35.0,5.0,30.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA03718,PA0371800,PA,42,2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,1.0,0,NEW BEAVER,local_police,1425.0,073,53184,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4207353184,0.0,31,31,31.0,1.0,30.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA03814,PA0381400,PA,42,2022,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0|0|0|0|0|5|0,srs_return_a_annual,4.0,0,CLEONA,local_police,4303.0,075,14160,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4207514160,7.0,7,7,35.0,5.0,30.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA03825,PA0382500,PA,42,2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,1.0,0,FORT INDIANTOWN GAP,local_police,0.0,075,26812,srs_agency_header,1.0,1.0,exclusive,42:municipal:place:4226812,9.749673202614378,31,31,31.0,1.0,30.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA04126,PA0412600,PA,42,2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,2.0,0,MONTGOMERY AREA SCHOOL D,unknown,0.0,,,,1.0,1.0,overlap,42:statewide_overlap_layer,,31,31,31.0,1.0,30.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA04315,PA0431500,PA,42,2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,2.0,0,JEFFERSON TOWNSHIP MERC,local_police,1897.0,085,37904,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4208537904,10.0,31,31,31.0,1.0,30.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA04828,PA0482800,PA,42,2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,2.0,0,WALNUTPORT,local_police,2119.0,095,80800,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4209580800,0.0,31,31,31.0,1.0,30.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA05627,PA0562700,PA,42,2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,1.0,0,SPR KOOSER,unknown,0.0,111,,fbi_cde_agency_roster,1.0,1.0,overlap,42:statewide_overlap_layer,12.0,31,31,31.0,1.0,30.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA05628,PA0562800,PA,42,2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,1.0,0,SPR LAUREL RIDGE,unknown,0.0,111,,fbi_cde_agency_roster,1.0,1.0,overlap,42:statewide_overlap_layer,24.0,31,31,31.0,1.0,30.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA06114,PA0611400,PA,42,2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,2.0,0,POLK,local_police,778.0,121,61936,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4212161936,12.0,31,31,31.0,1.0,30.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA06561,PA0656100,PA,42,2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,2.0,0,SPR LINN RUN,unknown,0.0,129,,fbi_cde_agency_roster,1.0,1.0,overlap,42:statewide_overlap_layer,18.0,31,31,31.0,1.0,30.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA06764,PA0676400,PA,42,2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,srs_return_a_annual,1.0,0,SPR SAMUEL S LEWIS,unknown,0.0,133,,fbi_cde_agency_roster,1.0,1.0,overlap,42:statewide_overlap_layer,,31,31,31.0,1.0,30.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA00504,PA0050400,PA,42,2022,1.0,5.0,21.0,1.0,0.0,1.0,0.0,29.0,0|1|0|1|5|21|1,nibrs_srs_equivalent_annual,12.0,7,SAXTON,local_police,2089.0,009,68072,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4200968072,8.0,2,2,58.0,29.0,29.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA04654,PA0465400,PA,42,2022,1.0,5.0,21.0,1.0,0.0,1.0,0.0,29.0,0|1|0|1|5|21|1,srs_return_a_annual,10.0,0,NEW HANOVER TOWNSHIP,local_police,13791.0,091,53664,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4209153664,50.0,2,2,58.0,29.0,29.0,T2_different_ori7_identical_signature,identical_7_offense_vector
KS02500,KS0250000,KS,20,2022,6.0,8.0,12.0,1.0,0.0,1.0,0.0,28.0,0|1|0|6|8|12|1,nibrs_srs_equivalent_annual,12.0,7,ELK,sheriff,1918.0,049,99049,srs_agency_header,1.0,1.0,exclusive,20:state_nonmunicipal_remainder,8.399999999999999,2,2,56.0,28.0,28.0,T2_different_ori7_identical_signature,identical_7_offense_vector
KS08001,KS0800100,KS,20,2022,6.0,8.0,12.0,1.0,0.0,1.0,0.0,28.0,0|1|0|6|8|12|1,nibrs_srs_equivalent_annual|srs_return_a_annual,6.0,2,LYONS,local_police,3567.0,159,43525,srs_agency_header,1.0,1.0,exclusive,20:municipal:place:2043525,37.0,2,2,56.0,28.0,28.0,T2_different_ori7_identical_signature,identical_7_offense_vector
NH00222,NH0022200,NH,33,2022,1.0,1.0,11.0,1.0,0.0,0.0,0.0,14.0,0|0|0|1|1|11|1,nibrs_srs_equivalent_annual,11.0,7,MADISON,local_police,2759.0,003,45060,srs_agency_header,1.0,1.0,exclusive,33:municipal:cousub:3300345060,10.0,3,3,42.0,14.0,28.0,T2_different_ori7_identical_signature,identical_7_offense_vector
NH00712,NH0071200,NH,33,2022,1.0,1.0,11.0,1.0,0.0,0.0,0.0,14.0,0|0|0|1|1|11|1,cius_publication_annual,12.0,7,CANTERBURY,local_police,2510.0,013,09860,srs_agency_header,1.0,1.0,exclusive,33:municipal:cousub:3301309860,27.0,3,3,42.0,14.0,28.0,T2_different_ori7_identical_signature,identical_7_offense_vector
NH00832,NH0083200,NH,33,2022,1.0,1.0,11.0,1.0,0.0,0.0,0.0,14.0,0|0|0|1|1|11|1,cius_publication_annual,12.0,7,HAMPTON FALLS,local_police,2459.0,015,33460,srs_agency_header,1.0,1.0,exclusive,33:municipal:cousub:3301533460,14.0,3,3,42.0,14.0,28.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA00322,PA0032200,PA,42,2022,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0|0|0|0|0|7|0,srs_return_a_annual,7.0,0,EAST FRANKLIN TOWNSHIP,local_police,3854.0,005,21160,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4200521160,0.0,5,5,35.0,7.0,28.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA03824,PA0382400,PA,42,2022,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0|0|0|0|0|7|0,srs_return_a_annual,4.0,0,MILLCREEK TOWNSHIP,local_police,5894.0,075,49560,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4207549560,15.416413882620827,5,5,35.0,7.0,28.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA05454,PA0545400,PA,42,2022,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0|0|0|0|0|7|0,srs_return_a_annual,5.0,0,SPR TUSCARORA,unknown,0.0,107,,fbi_cde_agency_roster,1.0,1.0,overlap,42:statewide_overlap_layer,24.0,5,5,35.0,7.0,28.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA06336,PA0633600,PA,42,2022,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0|0|0|0|0|7|0,srs_return_a_annual,6.0,0,WEST BROWNSVILLE,local_police,974.0,125,82616,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4212582616,11.0,5,5,35.0,7.0,28.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA06402,PA0640200,PA,42,2022,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0|0|0|0|0|7|0,srs_return_a_annual,7.0,0,HAWLEY,local_police,1234.0,127,33200,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4212733200,2.0,5,5,35.0,7.0,28.0,T2_different_ori7_identical_signature,identical_7_offense_vector
NY00521,NY0052100,NY,36,2022,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0|0|0|0|0|9|0,cius_publication_annual,12.0,7,WEEDSPORT VILLAGE,local_police,1790.0,011,79015,srs_agency_header,1.0,1.0,exclusive,36:municipal:place:3679015,1.0,4,4,36.0,9.0,27.0,T2_different_ori7_identical_signature,identical_7_offense_vector
NY00526,NY0052600,NY,36,2022,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0|0|0|0|0|9|0,cius_publication_annual,12.0,7,MORAVIA VILLAGE,local_police,1264.0,011,48296,srs_agency_header,1.0,1.0,exclusive,36:municipal:place:3648296,3.9260919876037907,4,4,36.0,9.0,27.0,T2_different_ori7_identical_signature,identical_7_offense_vector
NY05028,NY0502800,NY,36,2022,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0|0|0|0|0|9|0,cius_publication_annual,12.0,7,HAMMONDSPORT VILLAGE,local_police,626.0,101,31852,srs_agency_header,1.0,1.0,exclusive,36:municipal:place:3631852,2.0,4,4,36.0,9.0,27.0,T2_different_ori7_identical_signature,identical_7_offense_vector
NY232UN,NY232UN00,NY,36,2022,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0|0|0|0|0|9|0,nibrs_srs_equivalent_annual,8.0,7,SUNY POLICE POLYTECHNIC,special_jurisdiction,0.0,065,76540,srs_agency_header,1.0,1.0,overlap,36:statewide_overlap_layer,14.0,4,4,36.0,9.0,27.0,T2_different_ori7_identical_signature,identical_7_offense_vector
NY361SE,NY361SE00,NY,36,2022,1.0,2.0,15.0,0.0,0.0,9.0,0.0,27.0,0|9|0|1|2|15|0,srs_return_a_annual,11.0,0,SP YATES COUNTY,state_law_enforcement,0.0,123,99123,srs_agency_header,1.0,1.0,overlap,36:statewide_overlap_layer,21.5359708397221,2,2,54.0,27.0,27.0,T2_different_ori7_identical_signature,identical_7_offense_vector
NY362SP,NY362SP00,NY,36,2022,1.0,2.0,15.0,0.0,0.0,9.0,0.0,27.0,0|9|0|1|2|15|0,state_publication_annual,12.0,7,YATES STATE POLICE,state_law_enforcement,,123,99123,srs_agency_header,1.0,1.0,overlap,36:statewide_overlap_layer,12.0,2,2,54.0,27.0,27.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA0020V,PA0020V00,PA,42,2022,0.0,1.0,8.0,0.0,0.0,0.0,0.0,9.0,0|0|0|0|1|8|0,srs_return_a_annual,4.0,0,INDIANA TOWNSHIP,local_police,7389.0,003,36808,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4200336808,13.0,4,4,36.0,9.0,27.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA00257,PA0025700,PA,42,2022,0.0,1.0,8.0,0.0,0.0,0.0,0.0,9.0,0|0|0|0|1|8|0,srs_return_a_annual,3.0,0,CASTLE SHANNON,local_police,8377.0,003,11680,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4200311680,28.0,4,4,36.0,9.0,27.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA00417,PA0041700,PA,42,2022,0.0,1.0,8.0,0.0,0.0,0.0,0.0,9.0,0|0|0|0|1|8|0,srs_return_a_annual,3.0,0,NORTH SEWICKLEY TOWNSHIP,local_police,5430.0,007,55400,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4200755400,8.0,4,4,36.0,9.0,27.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA05415,PA0541500,PA,42,2022,0.0,1.0,8.0,0.0,0.0,0.0,0.0,9.0,0|0|0|0|1|8|0,srs_return_a_annual,6.0,0,HEGINS TOWNSHIP,local_police,3391.0,107,33584,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4210733584,2.0,4,4,36.0,9.0,27.0,T2_different_ori7_identical_signature,identical_7_offense_vector
NY03370,NY0337000,NY,36,2022,0.0,4.0,22.0,0.0,0.0,0.0,0.0,26.0,0|0|0|0|4|22|0,state_publication_annual,12.0,7,ONONDAGA CO PARK RANGERS,special_jurisdiction,,067,99067,srs_agency_header,1.0,1.0,overlap,36:statewide_overlap_layer,16.0,2,2,52.0,26.0,26.0,T2_different_ori7_identical_signature,identical_7_offense_vector
NY343SF,NY343SF00,NY,36,2022,4.0,0.0,12.0,1.0,0.0,9.0,0.0,26.0,0|9|0|4|0|12|1,srs_return_a_annual,12.0,7,SP ROCKLAND COUNTY,state_law_enforcement,0.0,087,99087,srs_agency_header,1.0,1.0,overlap,36:statewide_overlap_layer,17.883332919796946,2,2,52.0,26.0,26.0,T2_different_ori7_identical_signature,identical_7_offense_vector
NY344SP,NY344SP00,NY,36,2022,4.0,0.0,12.0,1.0,0.0,9.0,0.0,26.0,0|9|0|4|0|12|1,state_publication_annual,12.0,7,ROCKLAND STATE POLICE,state_law_enforcement,,087,99087,srs_agency_header,1.0,1.0,overlap,36:statewide_overlap_layer,47.0,2,2,52.0,26.0,26.0,T2_different_ori7_identical_signature,identical_7_offense_vector
NY433PR,NY433PR00,NY,36,2022,0.0,4.0,22.0,0.0,0.0,0.0,0.0,26.0,0|0|0|0|4|22|0,srs_return_a_annual,8.0,0,ONONDAGA COUNTY PARKS,special_jurisdiction,,067,99067,srs_agency_header,1.0,1.0,overlap,36:statewide_overlap_layer,33.060621354867656,2,2,52.0,26.0,26.0,T2_different_ori7_identical_signature,identical_7_offense_vector
NY320SG,NY320SG00,NY,36,2022,0.0,5.0,14.0,0.0,0.0,5.0,0.0,24.0,0|5|0|0|5|14|0,srs_return_a_annual,11.0,0,SP HAMILTON COUNTY,state_law_enforcement,0.0,041,99041,srs_agency_header,1.0,1.0,overlap,36:statewide_overlap_layer,35.51343502980868,2,2,48.0,24.0,24.0,T2_different_ori7_identical_signature,identical_7_offense_vector
NY321SP,NY321SP00,NY,36,2022,0.0,5.0,14.0,0.0,0.0,5.0,0.0,24.0,0|5|0|0|5|14|0,state_publication_annual,12.0,7,HAMILTON STATE POLICE,state_law_enforcement,,041,99041,srs_agency_header,1.0,1.0,overlap,36:statewide_overlap_layer,13.0,2,2,48.0,24.0,24.0,T2_different_ori7_identical_signature,identical_7_offense_vector
OH00504,OH0050400,OH,39,2022,0.0,1.0,7.0,0.0,0.0,0.0,0.0,8.0,0|0|0|0|1|7|0,nibrs_srs_equivalent_annual|srs_return_a_annual,6.0,5,ALBANY,local_police,923.0,009,01042,srs_agency_header,1.0,1.0,exclusive,39:municipal:place:3901042,3.600670355379048,4,4,32.0,8.0,24.0,T2_different_ori7_identical_signature,identical_7_offense_vector
OH01505,OH0150500,OH,39,2022,0.0,1.0,7.0,0.0,0.0,0.0,0.0,8.0,0|0|0|0|1|7|0,cius_publication_annual,12.0,7,LISBON,local_police,2653.0,029,44030,srs_agency_header,1.0,1.0,exclusive,39:municipal:place:3944030,13.0,4,4,32.0,8.0,24.0,T2_different_ori7_identical_signature,identical_7_offense_vector
OH03113,OH0311300,OH,39,2022,0.0,1.0,7.0,0.0,0.0,0.0,0.0,8.0,0|0|0|0|1|7|0,nibrs_srs_equivalent_annual,10.0,7,GLENDALE,local_police,2266.0,061,30380,srs_agency_header,1.0,1.0,exclusive,39:municipal:place:3930380,3.791993243812444,4,4,32.0,8.0,24.0,T2_different_ori7_identical_signature,identical_7_offense_vector
OH07309,OH0730900,OH,39,2022,0.0,1.0,7.0,0.0,0.0,0.0,0.0,8.0,0|0|0|0|1|7|0,srs_return_a_annual,6.0,0,SHAWNEE STATE UNIVERSITY,special_jurisdiction,0.0,145,64304,srs_agency_header,1.0,1.0,overlap,39:statewide_overlap_layer,23.387598631639,4,4,32.0,8.0,24.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA02116,PA0211600,PA,42,2022,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,0|0|0|0|0|11|0,srs_return_a_annual,4.0,0,SHIPPENSBURG UNIVERSITY,special_jurisdiction,0.0,041,70352,srs_agency_header,1.0,1.0,overlap,42:statewide_overlap_layer,30.0,3,3,33.0,11.0,22.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA02507,PA0250700,PA,42,2022,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,0|0|0|0|0|11|0,srs_return_a_annual,6.0,0,UNION CITY,local_police,3162.0,049,78448,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4204978448,18.0,3,3,33.0,11.0,22.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA04657,PA0465700,PA,42,2022,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,0|0|0|0|0|11|0,srs_return_a_annual,10.0,0,MARLBOROUGH TOWNSHIP,local_police,3531.0,091,47592,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4209147592,24.0,3,3,33.0,11.0,22.0,T2_different_ori7_identical_signature,identical_7_offense_vector
NY209UN,NY209UN00,NY,36,2022,1.0,0.0,20.0,0.0,0.0,0.0,0.0,21.0,0|0|0|1|0|20|0,state_publication_annual,12.0,7,SUNY POLICE PLATTSBURGH,special_jurisdiction,0.0,019,58574,srs_agency_header,1.0,1.0,overlap,36:statewide_overlap_layer,42.0,2,2,42.0,21.0,21.0,T2_different_ori7_identical_signature,identical_7_offense_vector
NY223UN,NY223UN00,NY,36,2022,1.0,0.0,20.0,0.0,0.0,0.0,0.0,21.0,0|0|0|1|0|20|0,srs_return_a_annual,10.0,0,SUNY POLICE DOWNSTATE M,special_jurisdiction,0.0,047,99047,srs_agency_header,1.0,1.0,overlap,36:statewide_overlap_layer,40.40757239756552,2,2,42.0,21.0,21.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA00265,PA0026500,PA,42,2022,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0|0|0|1|0|2|0,srs_return_a_annual,4.0,0,EDGEWORTH,local_police,1653.0,003,22576,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4200322576,3.0,8,8,24.0,3.0,21.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA01110,PA0111000,PA,42,2022,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0|0|0|1|0|2|0,srs_return_a_annual,5.0,0,GALLITZIN,local_police,1779.0,021,28328,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4202128328,1.0,8,8,24.0,3.0,21.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA01112,PA0111200,PA,42,2022,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0|0|0|1|0|2|0,srs_return_a_annual,3.0,0,NANTY GLO,local_police,2512.0,021,52616,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4202152616,3.0,8,8,24.0,3.0,21.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA01532,PA0153200,PA,42,2022,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0|0|0|1|0|2|0,srs_return_a_annual,3.0,0,EAST PIKELAND TOWNSHIP,local_police,8755.0,029,21696,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4202921696,38.0,8,8,24.0,3.0,21.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA03102,PA0310200,PA,42,2022,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0|0|0|1|0|2|0,srs_return_a_annual,5.0,0,MOUNT UNION,local_police,2367.0,061,51984,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4206151984,5.0,8,8,24.0,3.0,21.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA03719,PA0371900,PA,42,2022,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0|0|0|1|0|2|0,srs_return_a_annual,3.0,0,HICKORY TOWNSHIP,local_police,2401.0,073,34248,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4207334248,16.79837670354492,8,8,24.0,3.0,21.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PA06350,PA0635000,PA,42,2022,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0|0|0|1|0|2|0,srs_return_a_annual,4.0,0,WEST PIKE RUN,local_police,1981.0,125,83840,srs_agency_header,1.0,1.0,exclusive,42:municipal:cousub:4212583840,0.0,8,8,24.0,3.0,21.0,T2_different_ori7_identical_signature,identical_7_offense_vector
PAPSP22,PAPSP2200,PA,42,2022,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0|0|0|1|0|2|0,srs_return_a_annual,1.0,0,STATE POLICE EBENSBURG,unknown,,021,,leaic_crosswalk,1.0,1.0,overlap,42:statewide_overlap_layer,165.27793088039138,8,8,24.0,3.0,21.0,T2_different_ori7_identical_signature,identical_7_offense_vector
UT01821,UT0182100,UT,49,2022,2.0,0.0,19.0,0.0,0.0,0.0,0.0,21.0,0|0|0|2|0|19|0,nibrs_srs_equivalent_annual,10.0,7,ALTA,local_police,385.0,035,00650,srs_agency_header,1.0,1.0,exclusive,49:municipal:place:4900650,24.0,2,2,42.0,21.0,21.0,T2_different_ori7_identical_signature,identical_7_offense_vector
UT02014,UT0201400,UT,49,2022,2.0,0.0,19.0,0.0,0.0,0.0,0.0,21.0,0|0|0|2|0|19|0,nibrs_srs_equivalent_annual,10.0,7,GUNNISON VALLEY,local_police,5244.0,039,,fbi_cde_agency_roster,1.0,1.0,unresolved,49:state_nonmunicipal_remainder,9.0,2,2,42.0,21.0,21.0,T2_different_ori7_identical_signature,identical_7_offense_vector
MA00702,MA007029E,MA,25,2022,0.0,3.0,16.0,0.0,0.0,1.0,0.0,20.0,0|1|0|0|3|16|0,nibrs_srs_equivalent_annual,12.0,7,SPRINGFIELD,special_jurisdiction,0.0,013,,fbi_cde_agency_roster,1.0,1.0,overlap,25:statewide_overlap_layer,10.0,2,2,40.0,20.0,20.0,T2_different_ori7_identical_signature,identical_7_offense_vector
MA00798,MA0079800,MA,25,2022,0.0,3.0,16.0,0.0,0.0,1.0,0.0,20.0,0|1|0|0|3|16|0,srs_return_a_annual,8.0,0,WESTERN NEW ENGLAND UNIV,special_jurisdiction,,013,67000,srs_agency_header,1.0,1.0,overlap,25:statewide_overlap_layer,18.176361184320708,2,2,40.0,20.0,20.0,T2_different_ori7_identical_signature,identical_7_offense_vector
OH02108,OH0210800,OH,39,2022,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0|0|0|0|0|4|0,nibrs_srs_equivalent_annual,5.0,7,GENOA TOWNSHIP,local_police,29340.0,041,29694,srs_agency_header,1.0,1.0,exclusive,39:municipal:cousub:3904129694,80.0,6,6,24.0,4.0,20.0,T2_different_ori7_identical_signature,identical_7_offense_vector
