ori9,state_abbr,state_fips,year,total,max_months,min_months,n_usable,n_partial,sources,own_history_median_full_year_total,own_history_full_years,agency_name_std,agency_type_norm,population_latest_nibrs,county_fips,place_fips,county_fips_source,population,rate_per_100k,own_history_ratio,pop_band,peer_median_rate_per_100k,peer_rate_ratio,screen_own_history,screen_peer_floor,REVIEW_both,REVIEW_peer_only_no_history
KS0340100,KS,20,2024,8.0,12.0,12.0,7,0,cius_publication_annual,51.0,5.0,ULYSSES,local_police,5878.0,067,71975,srs_agency_header,5878.0,136.10071452875127,0.1568627450980392,"(5000.0, 10000.0]",1096.8692275851467,0.1240810764911227,True,True,True,False
MN0540000,MN,27,2024,3.0,12.0,12.0,7,0,nibrs_srs_equivalent_annual,15.0,5.0,NORMAN,sheriff,5779.0,107,99107,srs_agency_header,5779.0,51.91209551825575,0.2,"(5000.0, 10000.0]",593.5221298965575,0.08746446493461547,True,True,True,False
PA0066000,PA,42,2024,2.0,12.0,12.0,7,0,cius_publication_annual,7.5,2.0,TULPEHOCKEN TOWNSHIP,local_police,5642.0,011,77752,srs_agency_header,5642.0,35.44842254519674,0.26666666666666666,"(5000.0, 10000.0]",1096.8692275851467,0.032317820259430134,True,True,True,False
AL0350000,AL,01,2024,6.0,12.0,12.0,7,0,nibrs_srs_equivalent_annual,38.0,5.0,GREENE,sheriff,5581.0,063,99063,srs_agency_header,5581.0,107.50761512273786,0.15789473684210525,"(5000.0, 10000.0]",593.5221298965575,0.1811349732510815,True,True,True,False
PA0631600,PA,42,2024,10.0,12.0,12.0,7,0,cius_publication_annual,45.0,2.0,CENTERVILLE,local_police,5508.0,125,12224,srs_agency_header,5508.0,181.5541031227306,0.2222222222222222,"(5000.0, 10000.0]",1096.8692275851467,0.16552028132144594,True,True,True,False
MO0140500,MO,29,2024,7.0,12.0,12.0,7,0,cius_publication_annual,54.0,3.0,HOLTS SUMMIT,local_police,5493.0,027,32770,srs_agency_header,5493.0,127.43491716730384,0.12962962962962962,"(5000.0, 10000.0]",1096.8692275851467,0.11618059287510775,True,True,True,False
WI0651200,WI,55,2024,5.0,12.0,12.0,7,0,cius_publication_annual,16.0,5.0,GENEVA TOWN,local_police,5484.0,127,28550,srs_agency_header,5484.0,91.17432530999271,0.3125,"(5000.0, 10000.0]",1096.8692275851467,0.08312232946011343,True,True,True,False
IA0550100,IA,19,2024,12.0,12.0,12.0,7,0,cius_publication_annual,37.0,6.0,ALGONA,local_police,5456.0,109,01135,srs_agency_header,5456.0,219.94134897360706,0.32432432432432434,"(5000.0, 10000.0]",1096.8692275851467,0.20051738479146428,True,True,True,False
PA0041700,PA,42,2024,8.0,12.0,12.0,7,0,cius_publication_annual,35.0,3.0,NORTH SEWICKLEY TOWNSHIP,local_police,5430.0,007,55400,srs_agency_header,5430.0,147.32965009208104,0.22857142857142856,"(5000.0, 10000.0]",1096.8692275851467,0.1343183365773148,True,True,True,False
PA0150900,PA,42,2024,8.0,12.0,12.0,7,0,cius_publication_annual,38.0,1.0,PARKESBURG,local_police,5391.0,029,58032,srs_agency_header,5391.0,148.3954739380449,0.21052631578947367,"(5000.0, 10000.0]",1096.8692275851467,0.1352900329465441,True,True,True,False
PA0402000,PA,42,2024,8.0,12.0,12.0,7,0,cius_publication_annual,29.5,4.0,NEWPORT TOWNSHIP,local_police,5386.0,079,53960,srs_agency_header,5386.0,148.53323431117713,0.2711864406779661,"(5000.0, 10000.0]",1096.8692275851467,0.13541562711006672,True,True,True,False
MN0120200,MN,27,2024,0.0,12.0,12.0,7,0,cius_publication_annual,2.0,5.0,MONTEVIDEO,local_police,5247.0,023,43720,srs_agency_header,5247.0,0.0,0.0,"(5000.0, 10000.0]",1096.8692275851467,0.0,True,True,True,False
PA0024500,PA,42,2024,3.0,12.0,12.0,7,0,cius_publication_annual,12.0,2.0,TURTLE CREEK,local_police,5192.0,003,77912,srs_agency_header,5192.0,57.781201848998464,0.25,"(5000.0, 10000.0]",1096.8692275851467,0.052678296004537224,True,True,True,False
MN0701000,MN,27,2024,0.0,12.0,12.0,7,0,cius_publication_annual,21.5,4.0,ELKO NEW MARKET,local_police,5128.0,139,,fbi_cde_agency_roster,5128.0,0.0,0.0,"(5000.0, 10000.0]",1096.8692275851467,0.0,True,True,True,False
