ori9,state_abbr,2018,2019,2020,2021,2022,2023,2024,max_months,min_months,n_usable,n_partial,src,baseline_median_2021_2023,ratio_2024_vs_baseline,estimated_2024,fill_sources,agency_name_std,agency_type_norm,population_latest_nibrs,published_as_full_year
LA0170200,LA,14032.0,13739.0,12667.0,12520.0,15130.0,14307.0,4475.0,4.0,4.0,6,1,srs_return_a_annual,14307.0,0.31278395191165165,4523.0,observed|true_partial_month_ratio,BATON ROUGE,local_police,224790.0,False
FL0360000,FL,3683.0,5868.0,5562.0,0.0,5912.0,6355.0,258.0,12.0,12.0,7,0,state_publication_annual,5912.0,0.043640054127198916,7187.779629201084,observed|trend_log_linear,LEE,sheriff,531625.0,True
UT0180000,UT,9887.0,8733.0,9617.0,7491.0,5729.0,4716.0,1560.0,11.0,11.0,0,7,srs_return_a_annual,5729.0,0.27229883051143305,1701.8181818181818,true_partial_month_ratio,SALT LAKE CNTY UNIFD PD,local_police,315234.0,False
GA0250300,GA,6942.0,5118.0,0.0,6029.0,4855.0,0.0,49.0,12.0,12.0,7,0,cius_publication_annual,4855.0,0.010092687950566427,5582.482418454728,hist_median|observed,SAVANNAH CHATHAM METRO,local_police,242265.0,True
MA0146000,MA,5250.0,4957.0,4873.0,4745.0,4689.0,2196.0,35.0,12.0,12.0,7,0,cius_publication_annual,4689.0,0.007464278097675411,4669.857647066464,hist_median|observed,WORCESTER,local_police,212425.0,True
CA0192000,CA,2982.0,2825.0,2454.0,0.0,3398.0,3591.0,0.0,0.0,0.0,0,0,srs_return_a_annual,3398.0,0.0,3696.595250420021,trend_log_linear,DOWNEY,local_police,113277.0,False
NC0260000,NC,2934.0,2422.0,2871.0,2756.0,1987.0,1.0,1.0,1.0,1.0,6,1,nibrs_srs_equivalent_annual|srs_return_a_annual,1987.0,0.0005032712632108706,12.0,observed|true_partial_month_ratio,CUMBERLAND,sheriff,100381.0,False
IN0450500,IN,3097.0,3070.0,2646.0,0.0,1810.0,2514.0,612.0,3.0,3.0,6,1,srs_return_a_annual,1810.0,0.33812154696132596,1527.0,observed|true_partial_month_ratio,GARY,local_police,75426.0,False
AZ0070000,AZ,6814.0,1185.0,6962.0,5520.0,1557.0,0.0,454.0,1.0,1.0,0,7,srs_return_a_annual,1557.0,0.2915863840719332,5448.0,true_partial_month_ratio,MARICOPA,sheriff,458571.0,False
FL0030000,FL,1206.0,2552.0,2192.0,0.0,1588.0,1531.0,63.0,12.0,12.0,7,0,state_publication_annual,1531.0,0.041149575440888306,1533.282373796202,observed|trend_log_linear,BAY,sheriff,107874.0,True
LA0530100,LA,2423.0,1945.0,1362.0,1481.0,1629.0,0.0,0.0,0.0,0.0,0,0,srs_return_a_annual,1481.0,0.0,1338.3979415705362,hist_median,HAMMOND,local_police,23557.0,False
NC0290000,NC,1682.0,789.0,1446.0,1381.0,1351.0,384.0,57.0,1.0,1.0,2,5,nibrs_srs_equivalent_annual|srs_return_a_annual,1351.0,0.04219096965210955,684.0,observed|true_partial_month_ratio,DAVIDSON,sheriff,123983.0,False
MI6160300,MI,1968.0,1601.0,1262.0,1260.0,1334.0,1426.0,407.0,6.0,6.0,7,0,nibrs_srs_equivalent_annual,1334.0,0.30509745127436283,407.0,observed,MUSKEGON,local_police,38188.0,False
OH0780700,OH,1745.0,1690.0,1270.0,1200.0,1286.0,1021.0,0.0,0.0,0.0,0,0,srs_return_a_annual,1200.0,0.0,1189.9854556981988,hist_median,WARREN,local_police,39280.0,False
CO0510000,CO,1178.0,1103.0,1072.0,1195.0,1255.0,662.0,174.0,5.0,5.0,7,0,nibrs_srs_equivalent_annual,1195.0,0.14560669456066946,174.0,observed,PUEBLO,sheriff,60352.0,False
FL0030100,FL,2384.0,2142.0,1756.0,0.0,1269.0,1182.0,31.0,12.0,12.0,7,0,state_publication_annual,1182.0,0.02622673434856176,898.8855271547976,observed|trend_log_linear,PANAMA CITY,local_police,37318.0,True
NC0180000,NC,1221.0,741.0,1207.0,1245.0,990.0,390.0,0.0,0.0,0.0,0,0,srs_return_a_annual,990.0,0.0,1113.223519456515,hist_median|trend_log_linear,CATAWBA,sheriff,89091.0,False
NJ0090700,NJ,715.0,715.0,519.0,418.0,914.0,1069.0,259.0,3.0,3.0,0,5,srs_return_a_annual,914.0,0.2833698030634573,1036.5704334317809,trend_log_linear|true_partial_month_ratio,KEARNY,local_police,42339.0,False
FL0580300,FL,1303.0,1062.0,860.0,0.0,898.0,971.0,7.0,12.0,12.0,7,0,state_publication_annual,898.0,0.0077951002227171495,644.1127538749329,observed|trend_log_linear,NORTH PORT,local_police,93930.0,True
AZ0111500,AZ,1046.0,1000.0,526.0,868.0,932.0,614.0,0.0,0.0,0.0,0,0,srs_return_a_annual,868.0,0.0,860.371472132105,hist_median,GILA RIVER INDIAN COMNTY,local_police,0.0,False
IL0900900,IL,898.0,750.0,768.0,680.0,827.0,834.0,212.0,4.0,4.0,1,6,nibrs_srs_equivalent_annual|srs_return_a_annual,827.0,0.25634824667472794,636.0,observed|true_partial_month_ratio,PEKIN,local_police,32541.0,False
NC0530100,NC,848.0,886.0,987.0,824.0,828.0,0.0,0.0,0.0,0.0,0,0,srs_return_a_annual,824.0,0.0,812.4165360823679,hist_median,SANFORD,local_police,32687.0,False
LA0490000,LA,1142.0,905.0,890.0,884.0,809.0,820.0,240.0,4.0,4.0,0,7,srs_return_a_annual,820.0,0.2926829268292683,720.0,true_partial_month_ratio,ST LANDRY,sheriff,53184.0,False
NY309SB00,NY,699.0,774.0,813.0,0.0,772.0,880.0,0.0,0.0,0.0,0,0,srs_return_a_annual,772.0,0.0,888.6226626264353,trend_log_linear,SP CLINTON COUNTY,state_law_enforcement,0.0,False
OR0230200,OR,633.0,755.0,708.0,737.0,797.0,584.0,115.0,4.0,4.0,7,0,nibrs_srs_equivalent_annual,737.0,0.1560379918588874,115.0,observed,ONTARIO,local_police,11908.0,False
NY313SK00,NY,640.0,576.0,603.0,0.0,657.0,701.0,0.0,0.0,0.0,0,0,srs_return_a_annual,657.0,0.0,685.669207815939,trend_log_linear,SP DUTCHESS COUNTY,state_law_enforcement,0.0,False
FL0350300,FL,781.0,757.0,705.0,0.0,643.0,880.0,0.0,0.0,0.0,0,0,srs_return_a_annual,643.0,0.0,771.1849078995097,trend_log_linear,CLERMONT,local_police,50524.0,False
NY359SK00,NY,415.0,339.0,440.0,0.0,667.0,635.0,0.0,0.0,0.0,0,0,srs_return_a_annual,635.0,0.0,775.193062745604,trend_log_linear,SP WESTCHESTER COUNTY,state_law_enforcement,0.0,False
SC0020300,SC,936.0,706.0,771.0,623.0,612.0,381.0,117.0,12.0,12.0,7,0,cius_publication_annual,612.0,0.19117647058823528,117.0,observed,NORTH AUGUSTA,local_police,26377.0,True
OH0120000,OH,668.0,812.0,771.0,762.0,605.0,331.0,0.0,0.0,0.0,0,0,srs_return_a_annual,605.0,0.0,412.0269398371999,trend_log_linear,CLARK,sheriff,65146.0,False
NY345SG00,NY,686.0,572.0,535.0,0.0,598.0,674.0,0.0,0.0,0.0,0,0,srs_return_a_annual,598.0,0.0,622.4823323106392,trend_log_linear,SP SARATOGA COUNTY,state_law_enforcement,0.0,False
VA0SI0200,VA,,1.0,1138.0,1114.0,575.0,130.0,9.0,9.0,9.0,0,3,srs_return_a_annual,575.0,0.01565217391304348,14.23745556223189,trend_log_linear|true_partial_month_ratio,UNITED STATES AIR FORCE,unknown,,False
NY322SD00,NY,554.0,482.0,585.0,0.0,579.0,574.0,0.0,0.0,0.0,0,0,srs_return_a_annual,574.0,0.0,591.7511636005547,trend_log_linear,SP JEFFERSON COUNTY,state_law_enforcement,0.0,False
NY333SD00,NY,594.0,651.0,649.0,0.0,556.0,573.0,0.0,0.0,0.0,0,0,srs_return_a_annual,556.0,0.0,557.6615612991059,trend_log_linear,SP ONONDAGA COUNTY,state_law_enforcement,0.0,False
KS0870100,KS,542.0,383.0,511.0,554.0,625.0,115.0,3.0,2.0,2.0,5,2,nibrs_srs_equivalent_annual|srs_return_a_annual,554.0,0.005415162454873646,18.0,observed|true_partial_month_ratio,DERBY,local_police,26409.0,False
UT0060100,UT,685.0,483.0,399.0,552.0,590.0,157.0,0.0,0.0,0.0,0,0,srs_return_a_annual,552.0,0.0,408.50076364084646,hist_median|trend_log_linear,BOUNTIFUL,local_police,45098.0,False
FL0290300,FL,638.0,636.0,555.0,0.0,586.0,539.0,111.0,12.0,12.0,7,0,state_publication_annual,539.0,0.20593692022263452,111.0,observed,TEMPLE TERRACE,local_police,27462.0,True
NM0010200,NM,671.0,578.0,384.0,466.0,591.0,529.0,0.0,0.0,0.0,0,0,srs_return_a_annual,529.0,0.0,482.2801657970391,trend_log_linear,UNIVERSITY OF NEW MEXICO,special_jurisdiction,0.0,False
GA1061900,GA,,7.0,97.0,517.0,495.0,956.0,30.0,12.0,12.0,7,0,nibrs_srs_equivalent_annual,517.0,0.058027079303675046,30.0,observed,MUSCOGEE COUNTY SCHOOLS,unknown,0.0,True
OH0181000,OH,588.0,222.0,491.0,513.0,529.0,17.0,176.0,6.0,6.0,1,6,nibrs_srs_equivalent_annual|srs_return_a_annual,513.0,0.34307992202729043,352.0,observed|true_partial_month_ratio,BROOKLYN,local_police,11043.0,False
NC0921700,NC,292.0,281.0,406.0,455.0,486.0,535.0,150.0,5.0,5.0,1,6,nibrs_srs_equivalent_annual|srs_return_a_annual,486.0,0.30864197530864196,359.99999999999994,observed|true_partial_month_ratio,HOLLY SPRINGS,local_police,48199.0,False
MI7317300,MI,622.0,621.0,470.0,485.0,472.0,481.0,149.0,5.0,5.0,1,6,nibrs_srs_equivalent_annual|srs_return_a_annual,481.0,0.3097713097713098,357.59999999999997,observed|true_partial_month_ratio,SAGINAW,sheriff,43023.0,False
NY335SF00,NY,802.0,646.0,495.0,0.0,476.0,492.0,0.0,0.0,0.0,0,0,srs_return_a_annual,476.0,0.0,411.7341079278853,trend_log_linear,SP ORANGE COUNTY,state_law_enforcement,0.0,False
NY358SE00,NY,566.0,434.0,429.0,0.0,506.0,475.0,0.0,0.0,0.0,0,0,srs_return_a_annual,475.0,0.0,474.8439642422004,trend_log_linear,SP WAYNE COUNTY,state_law_enforcement,0.0,False
NY303SC00,NY,528.0,445.0,458.0,0.0,470.0,472.0,0.0,0.0,0.0,0,0,srs_return_a_annual,470.0,0.0,456.4929559511924,trend_log_linear,SP BROOME COUNTY,state_law_enforcement,0.0,False
NY0310100,NY,0.0,0.0,606.0,468.0,519.0,125.0,0.0,0.0,0.0,0,0,srs_return_a_annual,468.0,0.0,114.19744592828829,trend_log_linear,LOCKPORT,local_police,20642.0,False
FL0550100,FL,320.0,547.0,533.0,22.0,516.0,457.0,139.0,12.0,12.0,7,0,state_publication_annual,457.0,0.3041575492341357,139.0,observed,ST AUGUSTINE,local_police,16914.0,True
NC0350000,NC,610.0,693.0,581.0,715.0,454.0,0.0,0.0,0.0,0.0,0,0,srs_return_a_annual,454.0,0.0,591.4152291981118,hist_median,FRANKLIN,sheriff,65611.0,False
NY316SB00,NY,296.0,273.0,363.0,0.0,482.0,449.0,0.0,0.0,0.0,0,0,srs_return_a_annual,449.0,0.0,537.0459046795528,trend_log_linear,SP FRANKLIN COUNTY,state_law_enforcement,0.0,False
NY350SE00,NY,399.0,352.0,375.0,0.0,443.0,470.0,0.0,0.0,0.0,0,0,srs_return_a_annual,443.0,0.0,478.1858836160044,trend_log_linear,SP STEUBEN COUNTY,state_law_enforcement,0.0,False
GA1510000,GA,865.0,542.0,226.0,608.0,441.0,374.0,37.0,4.0,4.0,3,4,nibrs_srs_equivalent_annual|srs_return_a_annual,441.0,0.08390022675736962,111.0,observed|true_partial_month_ratio,WAYNE,sheriff,20964.0,False
FL0460200,FL,724.0,543.0,536.0,168.0,465.0,439.0,93.0,12.0,12.0,7,0,state_publication_annual,439.0,0.21184510250569477,93.0,observed,FORT WALTON BEACH,local_police,22871.0,True
OH0572200,OH,312.0,378.0,426.0,436.0,438.0,478.0,29.0,3.0,3.0,2,5,nibrs_srs_equivalent_annual|srs_return_a_annual,438.0,0.06621004566210045,116.0,observed|true_partial_month_ratio,RIVERSIDE,local_police,25168.0,False
MS0430100,MS,439.0,432.0,447.0,432.0,513.0,383.0,0.0,0.0,0.0,0,0,srs_return_a_annual,432.0,0.0,435.5354830931357,trend_log_linear,BROOKHAVEN,local_police,12125.0,False
NY337SD00,NY,611.0,519.0,527.0,0.0,430.0,462.0,0.0,0.0,0.0,0,0,srs_return_a_annual,430.0,0.0,436.5106734623042,trend_log_linear,SP OSWEGO COUNTY,state_law_enforcement,0.0,False
MS0300200,MS,625.0,515.0,466.0,428.0,434.0,308.0,0.0,0.0,0.0,0,0,srs_return_a_annual,428.0,0.0,376.04380567144585,hist_median|trend_log_linear,OCEAN SPRINGS,local_police,19191.0,False
OH0440000,OH,569.0,511.0,444.0,427.0,429.0,197.0,0.0,0.0,0.0,0,0,srs_return_a_annual,427.0,0.0,414.35661481045844,hist_median|trend_log_linear,LAWRENCE,sheriff,42464.0,False
NY332SD00,NY,468.0,417.0,444.0,0.0,473.0,419.0,0.0,0.0,0.0,0,0,srs_return_a_annual,419.0,0.0,442.09129791868355,trend_log_linear,SP ONEIDA COUNTY,state_law_enforcement,0.0,False
IL0570100,IL,1532.0,1483.0,1275.0,1050.0,418.0,0.0,0.0,0.0,0.0,0,0,srs_return_a_annual,418.0,0.0,1279.960539320606,hist_median,BLOOMINGTON,local_police,78955.0,False
GA0640100,GA,542.0,420.0,552.0,416.0,518.0,104.0,0.0,0.0,0.0,0,0,srs_return_a_annual,416.0,0.0,431.0738843980124,hist_median|trend_log_linear,CALHOUN,local_police,19560.0,False
GA0060000,GA,447.0,245.0,355.0,416.0,414.0,143.0,0.0,0.0,0.0,0,0,srs_return_a_annual,414.0,0.0,423.3932878772551,hist_median|trend_log_linear,BANKS,sheriff,18053.0,False
SD0600200,SD,197.0,78.0,88.0,410.0,546.0,251.0,0.0,2.0,2.0,0,0,srs_return_a_annual,410.0,0.0,451.8299614958326,hist_median|trend_log_linear,ROSEBUD TRIBAL,local_police,0.0,False
NY338SC00,NY,400.0,360.0,373.0,0.0,424.0,405.0,0.0,0.0,0.0,0,0,srs_return_a_annual,405.0,0.0,416.8592101034432,trend_log_linear,SP OTSEGO COUNTY,state_law_enforcement,0.0,False
GA0440500,GA,478.0,450.0,329.0,370.0,402.0,440.0,0.0,0.0,0.0,0,0,srs_return_a_annual,402.0,0.0,371.9440529772764,hist_median,CLARKSTON,local_police,14442.0,False
NY344SB00,NY,388.0,312.0,373.0,0.0,459.0,401.0,0.0,0.0,0.0,0,0,srs_return_a_annual,401.0,0.0,447.1785825377619,trend_log_linear,SP ST LAWRENCE COUNTY,state_law_enforcement,0.0,False
MI1811800,MI,327.0,181.0,367.0,463.0,348.0,391.0,0.0,2.0,2.0,0,0,srs_return_a_annual,391.0,0.0,449.6301902664405,trend_log_linear,CLARE,sheriff,28623.0,False
NY314SA00,NY,261.0,299.0,325.0,0.0,380.0,379.0,0.0,0.0,0.0,0,0,srs_return_a_annual,379.0,0.0,429.3331050369147,trend_log_linear,SP ERIE COUNTY,state_law_enforcement,0.0,False
NC0180100,NC,315.0,338.0,446.0,371.0,373.0,160.0,0.0,0.0,0.0,0,0,srs_return_a_annual,371.0,0.0,335.8747244874361,hist_median|trend_log_linear,CONOVER,local_police,8701.0,False
HI0010000,HI,5440.0,1281.0,4643.0,4706.0,370.0,0.0,0.0,0.0,0.0,0,0,srs_return_a_annual,370.0,0.0,4464.976105769738,hist_median,HAWAII POLICE DEPARTMENT,local_police,212335.0,False
MI8237000,MI,390.0,223.0,406.0,364.0,345.0,373.0,43.0,3.0,3.0,2,5,nibrs_srs_equivalent_annual|srs_return_a_annual,364.0,0.11813186813186813,172.0,observed|true_partial_month_ratio,ECORSE,local_police,9635.0,False
AR0470200,AR,472.0,488.0,491.0,397.0,342.0,79.0,0.0,0.0,0.0,0,0,srs_return_a_annual,342.0,0.0,118.93787418079573,trend_log_linear,OSCEOLA,local_police,6819.0,False
LA0060000,LA,174.0,259.0,279.0,392.0,330.0,250.0,113.0,12.0,12.0,7,0,nibrs_srs_equivalent_annual|srs_return_a_annual,330.0,0.3424242424242424,113.0,observed,BEAUREGARD,sheriff,27254.0,True
OH0090700,OH,486.0,374.0,421.0,327.0,383.0,243.0,28.0,2.0,2.0,3,4,nibrs_srs_equivalent_annual|srs_return_a_annual,327.0,0.0856269113149847,168.0,observed|true_partial_month_ratio,OXFORD,local_police,23732.0,False
NC0840000,NC,427.0,505.0,444.0,324.0,371.0,266.0,0.0,0.0,0.0,0,0,srs_return_a_annual,324.0,0.0,300.4922879023693,trend_log_linear,STANLY,sheriff,35754.0,False
LA0570100,LA,330.0,416.0,432.0,358.0,319.0,42.0,0.0,0.0,0.0,0,0,srs_return_a_annual,319.0,0.0,91.91977908223554,trend_log_linear,ABBEVILLE,local_police,12279.0,False
NY334SE00,NY,286.0,251.0,279.0,0.0,318.0,325.0,0.0,0.0,0.0,0,0,srs_return_a_annual,318.0,0.0,338.4610520754123,trend_log_linear,SP ONTARIO COUNTY,state_law_enforcement,0.0,False
CA0320000,CA,442.0,422.0,441.0,0.0,424.0,315.0,30.0,1.0,1.0,0,6,srs_return_a_annual,315.0,0.09523809523809523,360.7022487342825,trend_log_linear|true_partial_month_ratio,PLUMAS,sheriff,20084.0,False
ND0360100,ND,299.0,291.0,303.0,307.0,328.0,132.0,26.0,9.0,9.0,7,0,nibrs_srs_equivalent_annual,307.0,0.08469055374592833,26.0,observed,DEVILS LAKE,local_police,7339.0,False
GA1110100,GA,355.0,89.0,305.0,303.0,413.0,211.0,0.0,0.0,0.0,0,0,srs_return_a_annual,303.0,0.0,335.45253316032654,hist_median,FORT VALLEY,local_police,8946.0,False
AL0640000,AL,595.0,438.0,228.0,469.0,301.0,0.0,0.0,0.0,0.0,0,0,srs_return_a_annual,301.0,0.0,458.321356534232,hist_median,WALKER,sheriff,41418.0,False
AL0010800,AL,477.0,306.0,316.0,294.0,419.0,60.0,0.0,0.0,0.0,0,0,srs_return_a_annual,294.0,0.0,108.4101402284657,trend_log_linear,TARRANT,local_police,6175.0,False
OH0182800,OH,0.0,159.0,311.0,252.0,329.0,290.0,0.0,0.0,0.0,0,0,srs_return_a_annual,290.0,0.0,306.94855440926744,trend_log_linear,MAPLE HEIGHTS,local_police,23048.0,False
NY304SA00,NY,231.0,213.0,238.0,0.0,344.0,287.0,0.0,0.0,0.0,0,0,srs_return_a_annual,287.0,0.0,339.15704984295996,trend_log_linear,SP CATTARAUGUS COUNTY,state_law_enforcement,0.0,False
WA0290300,WA,321.0,230.0,264.0,318.0,285.0,143.0,91.0,12.0,12.0,7,0,nibrs_srs_equivalent_annual|srs_return_a_annual,285.0,0.3192982456140351,91.0,observed,SEDRO WOOLLEY,local_police,13147.0,True
TN0260000,TN,401.0,336.0,354.0,304.0,284.0,211.0,77.0,12.0,12.0,7,0,nibrs_srs_equivalent_annual|srs_return_a_annual,284.0,0.2711267605633803,77.0,observed,FRANKLIN,sheriff,26354.0,True
SC0090000,SC,359.0,356.0,292.0,280.0,335.0,194.0,45.0,8.0,8.0,7,0,nibrs_srs_equivalent_annual,280.0,0.16071428571428573,45.0,observed,CALHOUN,sheriff,12310.0,False
NY356SG00,NY,254.0,198.0,263.0,0.0,314.0,271.0,0.0,0.0,0.0,0,0,srs_return_a_annual,271.0,0.0,308.2913551326559,trend_log_linear,SP WARREN COUNTY,state_law_enforcement,0.0,False
OR0010100,OR,343.0,346.0,378.0,307.0,268.0,123.0,69.0,8.0,8.0,7,0,nibrs_srs_equivalent_annual,268.0,0.2574626865671642,69.0,observed,BAKER CITY,local_police,10305.0,False
NY352SF00,NY,362.0,308.0,275.0,0.0,300.0,265.0,0.0,0.0,0.0,0,0,srs_return_a_annual,265.0,0.0,260.4603145483768,trend_log_linear,SP SULLIVAN COUNTY,state_law_enforcement,0.0,False
MO1100300,MO,431.0,323.0,304.0,285.0,265.0,151.0,66.0,12.0,12.0,7,0,cius_publication_annual,265.0,0.2490566037735849,66.0,observed,WARRENTON,local_police,9556.0,True
NY0082400,NY,201.0,214.0,197.0,263.0,289.0,0.0,0.0,0.0,0.0,0,0,srs_return_a_annual,263.0,0.0,257.0159465384101,hist_median,NORWICH,local_police,6718.0,False
CO0340100,CO,742.0,686.0,1026.0,659.0,262.0,0.0,0.0,0.0,0.0,0,0,srs_return_a_annual,262.0,0.0,661.2671539873213,hist_median,DURANGO,local_police,19995.0,False
NY307SE00,NY,254.0,295.0,253.0,0.0,303.0,262.0,0.0,0.0,0.0,0,0,srs_return_a_annual,262.0,0.0,280.94819419289894,trend_log_linear,SP CHEMUNG COUNTY,state_law_enforcement,0.0,False
MI8018000,MI,573.0,473.0,473.0,425.0,256.0,0.0,0.0,0.0,0.0,0,0,srs_return_a_annual,256.0,0.0,435.828058693865,hist_median,VAN BUREN,sheriff,55128.0,False
FL0030500,FL,320.0,360.0,305.0,0.0,262.0,256.0,7.0,12.0,12.0,7,0,state_publication_annual,256.0,0.02734375,7.0,observed,SPRINGFIELD,local_police,9517.0,True
AZ0098900,AZ,663.0,807.0,715.0,651.0,250.0,0.0,0.0,0.0,0.0,0,0,srs_return_a_annual,250.0,0.0,642.9946757646799,hist_median,WHITE MOUNTAIN APACHE TR,local_police,0.0,False
NY331SA00,NY,249.0,224.0,252.0,0.0,241.0,269.0,0.0,0.0,0.0,0,0,srs_return_a_annual,241.0,0.0,268.6615380473804,trend_log_linear,SP NIAGARA COUNTY,state_law_enforcement,0.0,False
NY310SK00,NY,190.0,218.0,192.0,0.0,263.0,239.0,0.0,0.0,0.0,0,0,srs_return_a_annual,239.0,0.0,263.1014840238067,trend_log_linear,SP COLUMBIA COUNTY,state_law_enforcement,0.0,False
WV0020100,WV,595.0,306.0,551.0,378.0,197.0,232.0,0.0,0.0,0.0,0,0,srs_return_a_annual,232.0,0.0,179.19832250915704,trend_log_linear,MARTINSBURG,local_police,19044.0,False
LA0390000,LA,474.0,440.0,380.0,291.0,232.0,190.0,29.0,2.0,2.0,2,5,nibrs_srs_equivalent_annual|srs_return_a_annual,232.0,0.125,174.0,observed|true_partial_month_ratio,POINTE COUPEE,sheriff,20546.0,False
NC0860100,NC,225.0,0.0,230.0,225.0,228.0,198.0,0.0,0.0,0.0,0,0,srs_return_a_annual,225.0,0.0,213.53825583781747,trend_log_linear,ELKIN,local_police,4077.0,False
NY321SD00,NY,213.0,205.0,216.0,0.0,221.0,241.0,0.0,0.0,0.0,0,0,srs_return_a_annual,221.0,0.0,240.73633871399588,trend_log_linear,SP HERKIMER COUNTY,state_law_enforcement,0.0,False
OH0772700,OH,202.0,206.0,239.0,221.0,209.0,226.0,59.0,8.0,8.0,4,3,nibrs_srs_equivalent_annual|srs_return_a_annual,221.0,0.2669683257918552,88.5,observed|true_partial_month_ratio,COPLEY TOWNSHIP,local_police,18287.0,False
NY354SC00,NY,291.0,273.0,248.0,0.0,274.0,219.0,0.0,0.0,0.0,0,0,srs_return_a_annual,219.0,0.0,225.9643490338005,trend_log_linear,SP TOMPKINS COUNTY,state_law_enforcement,0.0,False
NY302SA00,NY,262.0,291.0,269.0,0.0,218.0,229.0,0.0,0.0,0.0,0,0,srs_return_a_annual,218.0,0.0,216.3044127055317,trend_log_linear,SP ALLEGANY COUNTY,state_law_enforcement,0.0,False
MO1110000,MO,530.0,466.0,548.0,215.0,139.0,245.0,17.0,8.0,8.0,3,4,nibrs_srs_equivalent_annual|srs_return_a_annual,215.0,0.07906976744186046,25.5,observed|true_partial_month_ratio,WASHINGTON,sheriff,22355.0,False
IN0494700,IN,,8.0,278.0,212.0,230.0,92.0,0.0,2.0,2.0,0,0,srs_return_a_annual,212.0,0.0,378.06774447547957,trend_log_linear,INDIANA GAMING COMMISSIO,unknown,0.0,False
NY315SB00,NY,218.0,258.0,250.0,0.0,207.0,250.0,0.0,0.0,0.0,0,0,srs_return_a_annual,207.0,0.0,235.83262441532366,trend_log_linear,SP ESSEX COUNTY,state_law_enforcement,0.0,False
NJ0133600,NJ,187.0,251.0,248.0,238.0,204.0,196.0,0.0,0.0,0.0,0,0,srs_return_a_annual,204.0,0.0,255.83679234624853,hist_median,TINTON FALLS,local_police,19628.0,False
NY308SC00,NY,185.0,205.0,209.0,0.0,203.0,203.0,0.0,0.0,0.0,0,0,srs_return_a_annual,203.0,0.0,209.07933359935507,trend_log_linear,SP CHENANGO COUNTY,state_law_enforcement,0.0,False
NY305SE00,NY,181.0,219.0,246.0,0.0,202.0,224.0,0.0,0.0,0.0,0,0,srs_return_a_annual,202.0,0.0,228.25553417369696,trend_log_linear,SP CAYUGA COUNTY,state_law_enforcement,0.0,False
FL0570100,FL,213.0,207.0,136.0,0.0,199.0,201.0,37.0,12.0,12.0,7,0,state_publication_annual,199.0,0.18592964824120603,37.0,observed,MILTON,local_police,11194.0,True
WI0371300,WI,217.0,277.0,248.0,229.0,197.0,174.0,54.0,5.0,5.0,2,5,nibrs_srs_equivalent_annual|srs_return_a_annual,197.0,0.27411167512690354,129.6,observed|true_partial_month_ratio,EVEREST METROPOLITAN,local_police,18014.0,False
CT0016600,CT,248.0,202.0,203.0,277.0,194.0,42.0,33.0,12.0,12.0,7,0,cius_publication_annual,194.0,0.17010309278350516,33.0,observed,WOLCOTT,local_police,16666.0,True
OH0370100,OH,412.0,457.0,342.0,169.0,269.0,191.0,0.0,0.0,0.0,0,0,srs_return_a_annual,191.0,0.0,269.5992162369846,hist_median|trend_log_linear,LOGAN,local_police,7377.0,False
NY306SA00,NY,179.0,168.0,158.0,0.0,210.0,186.0,0.0,0.0,0.0,0,0,srs_return_a_annual,186.0,0.0,198.8591985564965,trend_log_linear,SP CHAUTAUQUA COUNTY,state_law_enforcement,0.0,False
SC0040200,SC,140.0,171.0,164.0,156.0,260.0,185.0,38.0,6.0,6.0,3,4,nibrs_srs_equivalent_annual|srs_return_a_annual,185.0,0.20540540540540542,76.0,observed|true_partial_month_ratio,BELTON,local_police,4568.0,False
NC0380000,NC,266.0,112.0,258.0,190.0,183.0,132.0,0.0,0.0,0.0,0,0,srs_return_a_annual,183.0,0.0,184.7801937074436,hist_median|trend_log_linear,GRAHAM,sheriff,8497.0,False
AZ0150000,AZ,472.0,350.0,410.0,163.0,220.0,181.0,49.0,3.0,3.0,3,4,nibrs_srs_equivalent_annual|srs_return_a_annual,181.0,0.27071823204419887,196.0,observed|true_partial_month_ratio,LA PAZ,sheriff,14288.0,False
NY312SC00,NY,179.0,158.0,163.0,0.0,216.0,180.0,0.0,0.0,0.0,0,0,srs_return_a_annual,180.0,0.0,199.81681478083496,trend_log_linear,SP DELAWARE COUNTY,state_law_enforcement,0.0,False
GA1090000,GA,205.0,198.0,168.0,191.0,179.0,1.0,0.0,0.0,0.0,0,0,srs_return_a_annual,179.0,0.0,12.986419064456197,trend_log_linear,OGLETHORPE,sheriff,16130.0,False
OH0260000,OH,238.0,181.0,186.0,198.0,176.0,79.0,1.0,2.0,2.0,7,0,nibrs_srs_equivalent_annual,176.0,0.005681818181818182,1.0,observed,FULTON,sheriff,22507.0,False
WV0310900,WV,1.0,0.0,0.0,325.0,171.0,0.0,0.0,0.0,0.0,0,0,srs_return_a_annual,171.0,0.0,151.76704766001373,hist_median,GRANVILLE,local_police,3767.0,False
OR0230000,OR,204.0,209.0,151.0,202.0,170.0,169.0,18.0,2.0,2.0,1,6,nibrs_srs_equivalent_annual|srs_return_a_annual,170.0,0.10588235294117647,108.0,observed|true_partial_month_ratio,MALHEUR,sheriff,17327.0,False
